band,cfg,hr_min,edg_min,cv_max,mu_min,tp_min,n_total,n_graded,wins,losses,HR_pct,ROI_pct,ROI_lo,ROI_hi,P_and_L,consist,grd_days
"[-299,-200]",HR≥45/EDG≥-/CV≤0.45/μ≥0.0/TP≥-,75.0,,0.45,0.0,,39,36,27,9,75.0,6.65,-13.8,27.1,2.395,0.667,12
"[-299,-200]",HR≥45/EDG≥-/CV≤0.45/μ≥0.0/TP≥50,75.0,,0.45,0.0,50.0,39,36,27,9,75.0,6.65,-13.8,27.1,2.395,0.667,12
"[-299,-200]",HR≥45/EDG≥-/CV≤0.45/μ≥0.0/TP≥55,74.29,,0.45,0.0,55.0,38,35,26,9,74.29,5.8,-15.17,26.78,2.031,0.667,12
"[-299,-200]",HR≥45/EDG≥-/CV≤0.45/μ≥0.0/TP≥60,71.88,,0.45,0.0,60.0,35,32,23,9,71.88,2.17,-20.38,24.72,0.694,0.667,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤-/μ≥-/TP≥-,73.91,-5.0,,,,50,46,34,12,73.91,4.52,-13.66,22.71,2.08,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤-/μ≥-/TP≥50,73.91,-5.0,,,50.0,50,46,34,12,73.91,4.52,-13.66,22.71,2.08,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤-/μ≥-/TP≥55,73.91,-5.0,,,55.0,50,46,34,12,73.91,4.52,-13.66,22.71,2.08,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤-/μ≥-/TP≥60,73.91,-5.0,,,60.0,50,46,34,12,73.91,4.52,-13.66,22.71,2.08,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤-/μ≥-/TP≥65,73.91,-5.0,,,65.0,50,46,34,12,73.91,4.52,-13.66,22.71,2.08,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤-/μ≥0.0/TP≥-,73.91,-5.0,,0.0,,50,46,34,12,73.91,4.52,-13.66,22.71,2.08,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤-/μ≥0.0/TP≥50,73.91,-5.0,,0.0,50.0,50,46,34,12,73.91,4.52,-13.66,22.71,2.08,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤-/μ≥0.0/TP≥55,73.91,-5.0,,0.0,55.0,50,46,34,12,73.91,4.52,-13.66,22.71,2.08,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤-/μ≥0.0/TP≥60,73.91,-5.0,,0.0,60.0,50,46,34,12,73.91,4.52,-13.66,22.71,2.08,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤-/μ≥0.0/TP≥65,73.91,-5.0,,0.0,65.0,50,46,34,12,73.91,4.52,-13.66,22.71,2.08,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤-/μ≥0.5/TP≥-,73.91,-5.0,,0.5,,50,46,34,12,73.91,4.52,-13.66,22.71,2.08,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤-/μ≥0.5/TP≥50,73.91,-5.0,,0.5,50.0,50,46,34,12,73.91,4.52,-13.66,22.71,2.08,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤-/μ≥0.5/TP≥55,73.91,-5.0,,0.5,55.0,50,46,34,12,73.91,4.52,-13.66,22.71,2.08,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤-/μ≥0.5/TP≥60,73.91,-5.0,,0.5,60.0,50,46,34,12,73.91,4.52,-13.66,22.71,2.08,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤-/μ≥0.5/TP≥65,73.91,-5.0,,0.5,65.0,50,46,34,12,73.91,4.52,-13.66,22.71,2.08,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤-/μ≥1.0/TP≥-,73.68,-5.0,,1.0,,40,38,28,10,73.68,3.82,-16.22,23.85,1.45,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤-/μ≥1.0/TP≥50,73.68,-5.0,,1.0,50.0,40,38,28,10,73.68,3.82,-16.22,23.85,1.45,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤-/μ≥1.0/TP≥55,73.68,-5.0,,1.0,55.0,40,38,28,10,73.68,3.82,-16.22,23.85,1.45,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤-/μ≥1.0/TP≥60,73.68,-5.0,,1.0,60.0,40,38,28,10,73.68,3.82,-16.22,23.85,1.45,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤-/μ≥1.0/TP≥65,73.68,-5.0,,1.0,65.0,40,38,28,10,73.68,3.82,-16.22,23.85,1.45,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.7/μ≥-/TP≥-,75.0,-5.0,0.7,,,47,44,33,11,75.0,6.03,-12.31,24.38,2.655,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.7/μ≥-/TP≥50,75.0,-5.0,0.7,,50.0,47,44,33,11,75.0,6.03,-12.31,24.38,2.655,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.7/μ≥-/TP≥55,75.0,-5.0,0.7,,55.0,47,44,33,11,75.0,6.03,-12.31,24.38,2.655,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.7/μ≥-/TP≥60,75.0,-5.0,0.7,,60.0,47,44,33,11,75.0,6.03,-12.31,24.38,2.655,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.7/μ≥-/TP≥65,75.0,-5.0,0.7,,65.0,47,44,33,11,75.0,6.03,-12.31,24.38,2.655,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.7/μ≥0.0/TP≥-,75.0,-5.0,0.7,0.0,,47,44,33,11,75.0,6.03,-12.31,24.38,2.655,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.7/μ≥0.0/TP≥50,75.0,-5.0,0.7,0.0,50.0,47,44,33,11,75.0,6.03,-12.31,24.38,2.655,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.7/μ≥0.0/TP≥55,75.0,-5.0,0.7,0.0,55.0,47,44,33,11,75.0,6.03,-12.31,24.38,2.655,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.7/μ≥0.0/TP≥60,75.0,-5.0,0.7,0.0,60.0,47,44,33,11,75.0,6.03,-12.31,24.38,2.655,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.7/μ≥0.0/TP≥65,75.0,-5.0,0.7,0.0,65.0,47,44,33,11,75.0,6.03,-12.31,24.38,2.655,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.7/μ≥0.5/TP≥-,75.0,-5.0,0.7,0.5,,47,44,33,11,75.0,6.03,-12.31,24.38,2.655,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.7/μ≥0.5/TP≥50,75.0,-5.0,0.7,0.5,50.0,47,44,33,11,75.0,6.03,-12.31,24.38,2.655,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.7/μ≥0.5/TP≥55,75.0,-5.0,0.7,0.5,55.0,47,44,33,11,75.0,6.03,-12.31,24.38,2.655,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.7/μ≥0.5/TP≥60,75.0,-5.0,0.7,0.5,60.0,47,44,33,11,75.0,6.03,-12.31,24.38,2.655,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.7/μ≥0.5/TP≥65,75.0,-5.0,0.7,0.5,65.0,47,44,33,11,75.0,6.03,-12.31,24.38,2.655,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.7/μ≥1.0/TP≥-,75.0,-5.0,0.7,1.0,,37,36,27,9,75.0,5.62,-14.63,25.88,2.024,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.7/μ≥1.0/TP≥50,75.0,-5.0,0.7,1.0,50.0,37,36,27,9,75.0,5.62,-14.63,25.88,2.024,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.7/μ≥1.0/TP≥55,75.0,-5.0,0.7,1.0,55.0,37,36,27,9,75.0,5.62,-14.63,25.88,2.024,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.7/μ≥1.0/TP≥60,75.0,-5.0,0.7,1.0,60.0,37,36,27,9,75.0,5.62,-14.63,25.88,2.024,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.7/μ≥1.0/TP≥65,75.0,-5.0,0.7,1.0,65.0,37,36,27,9,75.0,5.62,-14.63,25.88,2.024,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.6/μ≥-/TP≥-,73.17,-5.0,0.6,,,44,41,30,11,73.17,3.49,-15.98,22.96,1.43,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.6/μ≥-/TP≥50,73.17,-5.0,0.6,,50.0,44,41,30,11,73.17,3.49,-15.98,22.96,1.43,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.6/μ≥-/TP≥55,73.17,-5.0,0.6,,55.0,44,41,30,11,73.17,3.49,-15.98,22.96,1.43,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.6/μ≥-/TP≥60,73.17,-5.0,0.6,,60.0,44,41,30,11,73.17,3.49,-15.98,22.96,1.43,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.6/μ≥-/TP≥65,73.17,-5.0,0.6,,65.0,44,41,30,11,73.17,3.49,-15.98,22.96,1.43,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.6/μ≥0.0/TP≥-,73.17,-5.0,0.6,0.0,,44,41,30,11,73.17,3.49,-15.98,22.96,1.43,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.6/μ≥0.0/TP≥50,73.17,-5.0,0.6,0.0,50.0,44,41,30,11,73.17,3.49,-15.98,22.96,1.43,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.6/μ≥0.0/TP≥55,73.17,-5.0,0.6,0.0,55.0,44,41,30,11,73.17,3.49,-15.98,22.96,1.43,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.6/μ≥0.0/TP≥60,73.17,-5.0,0.6,0.0,60.0,44,41,30,11,73.17,3.49,-15.98,22.96,1.43,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.6/μ≥0.0/TP≥65,73.17,-5.0,0.6,0.0,65.0,44,41,30,11,73.17,3.49,-15.98,22.96,1.43,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.6/μ≥0.5/TP≥-,73.17,-5.0,0.6,0.5,,44,41,30,11,73.17,3.49,-15.98,22.96,1.43,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.6/μ≥0.5/TP≥50,73.17,-5.0,0.6,0.5,50.0,44,41,30,11,73.17,3.49,-15.98,22.96,1.43,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.6/μ≥0.5/TP≥55,73.17,-5.0,0.6,0.5,55.0,44,41,30,11,73.17,3.49,-15.98,22.96,1.43,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.6/μ≥0.5/TP≥60,73.17,-5.0,0.6,0.5,60.0,44,41,30,11,73.17,3.49,-15.98,22.96,1.43,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.6/μ≥0.5/TP≥65,73.17,-5.0,0.6,0.5,65.0,44,41,30,11,73.17,3.49,-15.98,22.96,1.43,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.6/μ≥1.0/TP≥-,72.73,-5.0,0.6,1.0,,34,33,24,9,72.73,2.42,-19.36,24.21,0.8,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.6/μ≥1.0/TP≥50,72.73,-5.0,0.6,1.0,50.0,34,33,24,9,72.73,2.42,-19.36,24.21,0.8,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.6/μ≥1.0/TP≥55,72.73,-5.0,0.6,1.0,55.0,34,33,24,9,72.73,2.42,-19.36,24.21,0.8,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.6/μ≥1.0/TP≥60,72.73,-5.0,0.6,1.0,60.0,34,33,24,9,72.73,2.42,-19.36,24.21,0.8,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.6/μ≥1.0/TP≥65,72.73,-5.0,0.6,1.0,65.0,34,33,24,9,72.73,2.42,-19.36,24.21,0.8,0.417,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.5/μ≥-/TP≥-,71.88,-5.0,0.5,,,35,32,23,9,71.88,2.6,-20.04,25.25,0.833,0.5,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.5/μ≥-/TP≥50,71.88,-5.0,0.5,,50.0,35,32,23,9,71.88,2.6,-20.04,25.25,0.833,0.5,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.5/μ≥-/TP≥55,71.88,-5.0,0.5,,55.0,35,32,23,9,71.88,2.6,-20.04,25.25,0.833,0.5,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.5/μ≥-/TP≥60,71.88,-5.0,0.5,,60.0,35,32,23,9,71.88,2.6,-20.04,25.25,0.833,0.5,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.5/μ≥-/TP≥65,71.88,-5.0,0.5,,65.0,35,32,23,9,71.88,2.6,-20.04,25.25,0.833,0.5,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.5/μ≥0.0/TP≥-,71.88,-5.0,0.5,0.0,,35,32,23,9,71.88,2.6,-20.04,25.25,0.833,0.5,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.5/μ≥0.0/TP≥50,71.88,-5.0,0.5,0.0,50.0,35,32,23,9,71.88,2.6,-20.04,25.25,0.833,0.5,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.5/μ≥0.0/TP≥55,71.88,-5.0,0.5,0.0,55.0,35,32,23,9,71.88,2.6,-20.04,25.25,0.833,0.5,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.5/μ≥0.0/TP≥60,71.88,-5.0,0.5,0.0,60.0,35,32,23,9,71.88,2.6,-20.04,25.25,0.833,0.5,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.5/μ≥0.0/TP≥65,71.88,-5.0,0.5,0.0,65.0,35,32,23,9,71.88,2.6,-20.04,25.25,0.833,0.5,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.5/μ≥0.5/TP≥-,71.88,-5.0,0.5,0.5,,35,32,23,9,71.88,2.6,-20.04,25.25,0.833,0.5,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.5/μ≥0.5/TP≥50,71.88,-5.0,0.5,0.5,50.0,35,32,23,9,71.88,2.6,-20.04,25.25,0.833,0.5,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.5/μ≥0.5/TP≥55,71.88,-5.0,0.5,0.5,55.0,35,32,23,9,71.88,2.6,-20.04,25.25,0.833,0.5,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.5/μ≥0.5/TP≥60,71.88,-5.0,0.5,0.5,60.0,35,32,23,9,71.88,2.6,-20.04,25.25,0.833,0.5,12
"[-299,-200]",HR≥45/EDG≥-5.0/CV≤0.5/μ≥0.5/TP≥65,71.88,-5.0,0.5,0.5,65.0,35,32,23,9,71.88,2.6,-20.04,25.25,0.833,0.5,12
"[-299,-200]",HR≥45/EDG≥0.0/CV≤-/μ≥-/TP≥-,67.74,0.0,,,,34,31,21,10,67.74,-2.93,-26.94,21.08,-0.908,0.333,12
"[-299,-200]",HR≥45/EDG≥0.0/CV≤-/μ≥-/TP≥50,67.74,0.0,,,50.0,34,31,21,10,67.74,-2.93,-26.94,21.08,-0.908,0.333,12
"[-299,-200]",HR≥45/EDG≥0.0/CV≤-/μ≥-/TP≥55,67.74,0.0,,,55.0,34,31,21,10,67.74,-2.93,-26.94,21.08,-0.908,0.333,12
"[-299,-200]",HR≥45/EDG≥0.0/CV≤-/μ≥-/TP≥60,67.74,0.0,,,60.0,34,31,21,10,67.74,-2.93,-26.94,21.08,-0.908,0.333,12
"[-299,-200]",HR≥45/EDG≥0.0/CV≤-/μ≥-/TP≥65,67.74,0.0,,,65.0,34,31,21,10,67.74,-2.93,-26.94,21.08,-0.908,0.333,12
"[-299,-200]",HR≥45/EDG≥0.0/CV≤-/μ≥0.0/TP≥-,67.74,0.0,,0.0,,34,31,21,10,67.74,-2.93,-26.94,21.08,-0.908,0.333,12
"[-299,-200]",HR≥45/EDG≥0.0/CV≤-/μ≥0.0/TP≥50,67.74,0.0,,0.0,50.0,34,31,21,10,67.74,-2.93,-26.94,21.08,-0.908,0.333,12
"[-299,-200]",HR≥45/EDG≥0.0/CV≤-/μ≥0.0/TP≥55,67.74,0.0,,0.0,55.0,34,31,21,10,67.74,-2.93,-26.94,21.08,-0.908,0.333,12
"[-299,-200]",HR≥45/EDG≥0.0/CV≤-/μ≥0.0/TP≥60,67.74,0.0,,0.0,60.0,34,31,21,10,67.74,-2.93,-26.94,21.08,-0.908,0.333,12
"[-299,-200]",HR≥45/EDG≥0.0/CV≤-/μ≥0.0/TP≥65,67.74,0.0,,0.0,65.0,34,31,21,10,67.74,-2.93,-26.94,21.08,-0.908,0.333,12
"[-299,-200]",HR≥45/EDG≥0.0/CV≤-/μ≥0.5/TP≥-,67.74,0.0,,0.5,,34,31,21,10,67.74,-2.93,-26.94,21.08,-0.908,0.333,12
"[-299,-200]",HR≥45/EDG≥0.0/CV≤-/μ≥0.5/TP≥50,67.74,0.0,,0.5,50.0,34,31,21,10,67.74,-2.93,-26.94,21.08,-0.908,0.333,12
"[-299,-200]",HR≥45/EDG≥0.0/CV≤-/μ≥0.5/TP≥55,67.74,0.0,,0.5,55.0,34,31,21,10,67.74,-2.93,-26.94,21.08,-0.908,0.333,12
"[-299,-200]",HR≥45/EDG≥0.0/CV≤-/μ≥0.5/TP≥60,67.74,0.0,,0.5,60.0,34,31,21,10,67.74,-2.93,-26.94,21.08,-0.908,0.333,12
"[-299,-200]",HR≥45/EDG≥0.0/CV≤-/μ≥0.5/TP≥65,67.74,0.0,,0.5,65.0,34,31,21,10,67.74,-2.93,-26.94,21.08,-0.908,0.333,12
"[-299,-200]",HR≥45/EDG≥0.0/CV≤0.7/μ≥-/TP≥-,67.74,0.0,0.7,,,34,31,21,10,67.74,-2.93,-26.94,21.08,-0.908,0.333,12
"[-299,-200]",HR≥45/EDG≥0.0/CV≤0.7/μ≥-/TP≥50,67.74,0.0,0.7,,50.0,34,31,21,10,67.74,-2.93,-26.94,21.08,-0.908,0.333,12
"[-299,-200]",HR≥45/EDG≥0.0/CV≤0.7/μ≥-/TP≥55,67.74,0.0,0.7,,55.0,34,31,21,10,67.74,-2.93,-26.94,21.08,-0.908,0.333,12
"[-299,-200]",HR≥45/EDG≥0.0/CV≤0.7/μ≥-/TP≥60,67.74,0.0,0.7,,60.0,34,31,21,10,67.74,-2.93,-26.94,21.08,-0.908,0.333,12
"[-299,-200]",HR≥45/EDG≥0.0/CV≤0.7/μ≥-/TP≥65,67.74,0.0,0.7,,65.0,34,31,21,10,67.74,-2.93,-26.94,21.08,-0.908,0.333,12
"[-299,-200]",HR≥45/EDG≥0.0/CV≤0.7/μ≥0.0/TP≥-,67.74,0.0,0.7,0.0,,34,31,21,10,67.74,-2.93,-26.94,21.08,-0.908,0.333,12
"[-299,-200]",HR≥45/EDG≥0.0/CV≤0.7/μ≥0.0/TP≥50,67.74,0.0,0.7,0.0,50.0,34,31,21,10,67.74,-2.93,-26.94,21.08,-0.908,0.333,12
"[-299,-200]",HR≥45/EDG≥0.0/CV≤0.7/μ≥0.0/TP≥55,67.74,0.0,0.7,0.0,55.0,34,31,21,10,67.74,-2.93,-26.94,21.08,-0.908,0.333,12
"[-299,-200]",HR≥45/EDG≥0.0/CV≤0.7/μ≥0.0/TP≥60,67.74,0.0,0.7,0.0,60.0,34,31,21,10,67.74,-2.93,-26.94,21.08,-0.908,0.333,12
"[-299,-200]",HR≥45/EDG≥0.0/CV≤0.7/μ≥0.0/TP≥65,67.74,0.0,0.7,0.0,65.0,34,31,21,10,67.74,-2.93,-26.94,21.08,-0.908,0.333,12
"[-299,-200]",HR≥45/EDG≥0.0/CV≤0.7/μ≥0.5/TP≥-,67.74,0.0,0.7,0.5,,34,31,21,10,67.74,-2.93,-26.94,21.08,-0.908,0.333,12
"[-299,-200]",HR≥45/EDG≥0.0/CV≤0.7/μ≥0.5/TP≥50,67.74,0.0,0.7,0.5,50.0,34,31,21,10,67.74,-2.93,-26.94,21.08,-0.908,0.333,12
"[-299,-200]",HR≥45/EDG≥0.0/CV≤0.7/μ≥0.5/TP≥55,67.74,0.0,0.7,0.5,55.0,34,31,21,10,67.74,-2.93,-26.94,21.08,-0.908,0.333,12
"[-299,-200]",HR≥45/EDG≥0.0/CV≤0.7/μ≥0.5/TP≥60,67.74,0.0,0.7,0.5,60.0,34,31,21,10,67.74,-2.93,-26.94,21.08,-0.908,0.333,12
"[-299,-200]",HR≥45/EDG≥0.0/CV≤0.7/μ≥0.5/TP≥65,67.74,0.0,0.7,0.5,65.0,34,31,21,10,67.74,-2.93,-26.94,21.08,-0.908,0.333,12
"[-299,-200]",HR≥50/EDG≥-/CV≤-/μ≥-/TP≥-,71.83,,,,,79,71,51,20,71.83,1.44,-13.47,16.35,1.023,0.417,12
"[-299,-200]",HR≥50/EDG≥-/CV≤-/μ≥-/TP≥50,74.63,,,,50.0,73,67,50,17,74.63,5.46,-9.41,20.33,3.659,0.5,12
"[-299,-200]",HR≥50/EDG≥-/CV≤-/μ≥-/TP≥55,73.85,,,,55.0,71,65,48,17,73.85,4.53,-10.75,19.8,2.944,0.5,12
"[-299,-200]",HR≥50/EDG≥-/CV≤-/μ≥-/TP≥60,71.19,,,,60.0,65,59,42,17,71.19,0.43,-16.05,16.91,0.255,0.5,12
"[-299,-200]",HR≥50/EDG≥-/CV≤-/μ≥-/TP≥65,74.0,,,,65.0,56,50,37,13,74.0,4.38,-12.98,21.74,2.19,0.5,12
"[-299,-200]",HR≥50/EDG≥-/CV≤-/μ≥0.0/TP≥-,73.85,,,0.0,,71,65,48,17,73.85,4.19,-11.03,19.42,2.725,0.5,12
"[-299,-200]",HR≥50/EDG≥-/CV≤-/μ≥0.0/TP≥50,73.85,,,0.0,50.0,71,65,48,17,73.85,4.19,-11.03,19.42,2.725,0.5,12
"[-299,-200]",HR≥50/EDG≥-/CV≤-/μ≥0.0/TP≥55,73.02,,,0.0,55.0,69,63,46,17,73.02,3.19,-12.46,18.84,2.009,0.417,12
"[-299,-200]",HR≥50/EDG≥-/CV≤-/μ≥0.0/TP≥60,70.18,,,0.0,60.0,63,57,40,17,70.18,-1.19,-18.1,15.71,-0.679,0.417,12
"[-299,-200]",HR≥50/EDG≥-/CV≤-/μ≥0.0/TP≥65,73.47,,,0.0,65.0,55,49,36,13,73.47,3.58,-14.07,21.23,1.755,0.5,12
"[-299,-200]",HR≥50/EDG≥-/CV≤-/μ≥0.5/TP≥-,71.43,,,0.5,,61,56,40,16,71.43,0.7,-16.16,17.57,0.395,0.417,12
"[-299,-200]",HR≥50/EDG≥-/CV≤-/μ≥0.5/TP≥50,71.43,,,0.5,50.0,61,56,40,16,71.43,0.7,-16.16,17.57,0.395,0.417,12
"[-299,-200]",HR≥50/EDG≥-/CV≤-/μ≥0.5/TP≥55,71.43,,,0.5,55.0,61,56,40,16,71.43,0.7,-16.16,17.57,0.395,0.417,12
"[-299,-200]",HR≥50/EDG≥-/CV≤-/μ≥0.5/TP≥60,70.37,,,0.5,60.0,59,54,38,16,70.37,-0.84,-18.2,16.51,-0.456,0.417,12
"[-299,-200]",HR≥50/EDG≥-/CV≤-/μ≥0.5/TP≥65,73.47,,,0.5,65.0,54,49,36,13,73.47,3.58,-14.07,21.23,1.755,0.5,12
"[-299,-200]",HR≥50/EDG≥-/CV≤-/μ≥1.0/TP≥-,71.79,,,1.0,,42,39,28,11,71.79,0.96,-19.2,21.12,0.374,0.5,12
"[-299,-200]",HR≥50/EDG≥-/CV≤-/μ≥1.0/TP≥50,71.79,,,1.0,50.0,42,39,28,11,71.79,0.96,-19.2,21.12,0.374,0.5,12
"[-299,-200]",HR≥50/EDG≥-/CV≤-/μ≥1.0/TP≥55,71.79,,,1.0,55.0,42,39,28,11,71.79,0.96,-19.2,21.12,0.374,0.5,12
"[-299,-200]",HR≥50/EDG≥-/CV≤-/μ≥1.0/TP≥60,71.79,,,1.0,60.0,42,39,28,11,71.79,0.96,-19.2,21.12,0.374,0.5,12
"[-299,-200]",HR≥50/EDG≥-/CV≤-/μ≥1.0/TP≥65,71.79,,,1.0,65.0,42,39,28,11,71.79,0.96,-19.2,21.12,0.374,0.5,12
"[-299,-200]",HR≥50/EDG≥-/CV≤0.7/μ≥-/TP≥-,73.13,,0.7,,,73,67,49,18,73.13,3.2,-11.92,18.33,2.147,0.417,12
"[-299,-200]",HR≥50/EDG≥-/CV≤0.7/μ≥-/TP≥50,76.19,,0.7,,50.0,67,63,48,15,76.19,7.59,-7.42,22.6,4.783,0.5,12
"[-299,-200]",HR≥50/EDG≥-/CV≤0.7/μ≥-/TP≥55,75.41,,0.7,,55.0,65,61,46,15,75.41,6.67,-8.78,22.12,4.068,0.5,12
"[-299,-200]",HR≥50/EDG≥-/CV≤0.7/μ≥-/TP≥60,73.21,,0.7,,60.0,60,56,41,15,73.21,3.27,-13.28,19.81,1.83,0.5,12
"[-299,-200]",HR≥50/EDG≥-/CV≤0.7/μ≥-/TP≥65,75.0,,0.7,,65.0,52,48,36,12,75.0,5.76,-11.74,23.26,2.764,0.5,12
"[-299,-200]",HR≥50/EDG≥-/CV≤0.7/μ≥0.0/TP≥-,75.41,,0.7,0.0,,65,61,46,15,75.41,6.31,-9.09,21.71,3.849,0.5,12
"[-299,-200]",HR≥50/EDG≥-/CV≤0.7/μ≥0.0/TP≥50,75.41,,0.7,0.0,50.0,65,61,46,15,75.41,6.31,-9.09,21.71,3.849,0.5,12
"[-299,-200]",HR≥50/EDG≥-/CV≤0.7/μ≥0.0/TP≥55,74.58,,0.7,0.0,55.0,63,59,44,15,74.58,5.31,-10.55,21.17,3.133,0.417,12
"[-299,-200]",HR≥50/EDG≥-/CV≤0.7/μ≥0.0/TP≥60,72.22,,0.7,0.0,60.0,58,54,39,15,72.22,1.66,-15.35,18.67,0.895,0.417,12
"[-299,-200]",HR≥50/EDG≥-/CV≤0.7/μ≥0.0/TP≥65,74.47,,0.7,0.0,65.0,51,47,35,12,74.47,4.96,-12.85,22.76,2.33,0.5,12
"[-299,-200]",HR≥50/EDG≥-/CV≤0.7/μ≥0.5/TP≥-,73.08,,0.7,0.5,,55,52,38,14,73.08,2.92,-14.26,20.1,1.519,0.417,12
"[-299,-200]",HR≥50/EDG≥-/CV≤0.7/μ≥0.5/TP≥50,73.08,,0.7,0.5,50.0,55,52,38,14,73.08,2.92,-14.26,20.1,1.519,0.417,12
"[-299,-200]",HR≥50/EDG≥-/CV≤0.7/μ≥0.5/TP≥55,73.08,,0.7,0.5,55.0,55,52,38,14,73.08,2.92,-14.26,20.1,1.519,0.417,12
"[-299,-200]",HR≥50/EDG≥-/CV≤0.7/μ≥0.5/TP≥60,72.55,,0.7,0.5,60.0,54,51,37,14,72.55,2.19,-15.27,19.66,1.119,0.417,12
