band,cfg,hr_min,edg_min,cv_max,mu_min,tp_min,n_total,n_graded,wins,losses,HR_pct,ROI_pct,ROI_lo,ROI_hi,P_and_L,consist,grd_days
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥-/TP≥-,59.67,,,,,680,605,361,244,59.67,-13.92,-19.57,-8.26,-84.194,0.077,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥-/TP≥50,59.6,,,,50.0,678,604,360,244,59.6,-14.0,-19.66,-8.34,-84.558,0.077,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥-/TP≥55,59.66,,,,55.0,664,590,352,238,59.66,-13.91,-19.64,-8.19,-82.077,0.077,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥-/TP≥60,60.61,,,,60.0,633,561,340,221,60.61,-12.53,-18.38,-6.69,-70.317,0.154,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥-/TP≥65,58.41,,,,65.0,510,452,264,188,58.41,-16.06,-22.6,-9.51,-72.569,0.077,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥0.0/TP≥-,59.6,,,0.0,,678,604,360,244,59.6,-14.0,-19.66,-8.34,-84.558,0.077,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥0.0/TP≥50,59.6,,,0.0,50.0,678,604,360,244,59.6,-14.0,-19.66,-8.34,-84.558,0.077,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥0.0/TP≥55,59.66,,,0.0,55.0,664,590,352,238,59.66,-13.91,-19.64,-8.19,-82.077,0.077,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥0.0/TP≥60,60.61,,,0.0,60.0,633,561,340,221,60.61,-12.53,-18.38,-6.69,-70.317,0.154,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥0.0/TP≥65,58.41,,,0.0,65.0,510,452,264,188,58.41,-16.06,-22.6,-9.51,-72.569,0.077,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥0.5/TP≥-,60.8,,,0.5,,586,523,318,205,60.8,-12.35,-18.4,-6.31,-64.61,0.077,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥0.5/TP≥50,60.8,,,0.5,50.0,586,523,318,205,60.8,-12.35,-18.4,-6.31,-64.61,0.077,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥0.5/TP≥55,60.8,,,0.5,55.0,586,523,318,205,60.8,-12.35,-18.4,-6.31,-64.61,0.077,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥0.5/TP≥60,60.62,,,0.5,60.0,581,518,314,204,60.62,-12.61,-18.69,-6.53,-65.314,0.077,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥0.5/TP≥65,58.74,,,0.5,65.0,481,429,252,177,58.74,-15.61,-22.32,-8.9,-66.959,0.077,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥1.0/TP≥-,62.5,,,1.0,,375,328,205,123,62.5,-9.95,-17.53,-2.38,-32.645,0.154,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥1.0/TP≥50,62.5,,,1.0,50.0,375,328,205,123,62.5,-9.95,-17.53,-2.38,-32.645,0.154,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥1.0/TP≥55,62.5,,,1.0,55.0,375,328,205,123,62.5,-9.95,-17.53,-2.38,-32.645,0.154,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥1.0/TP≥60,62.5,,,1.0,60.0,375,328,205,123,62.5,-9.95,-17.53,-2.38,-32.645,0.154,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥1.0/TP≥65,62.5,,,1.0,65.0,349,304,190,114,62.5,-10.2,-18.04,-2.35,-31.004,0.231,13
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥-/TP≥-,54.0,,0.7,,,55,50,27,23,54.0,-23.0,-42.94,-3.07,-11.502,0.182,11
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥-/TP≥50,54.0,,0.7,,50.0,55,50,27,23,54.0,-23.0,-42.94,-3.07,-11.502,0.182,11
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥-/TP≥55,54.0,,0.7,,55.0,55,50,27,23,54.0,-23.0,-42.94,-3.07,-11.502,0.182,11
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥-/TP≥60,55.1,,0.7,,60.0,54,49,27,22,55.1,-21.43,-41.53,-1.33,-10.502,0.182,11
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥-/TP≥65,57.78,,0.7,,65.0,50,45,26,19,57.78,-17.78,-38.59,3.03,-8.002,0.273,11
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥0.0/TP≥-,54.0,,0.7,0.0,,55,50,27,23,54.0,-23.0,-42.94,-3.07,-11.502,0.182,11
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥0.0/TP≥50,54.0,,0.7,0.0,50.0,55,50,27,23,54.0,-23.0,-42.94,-3.07,-11.502,0.182,11
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥0.0/TP≥55,54.0,,0.7,0.0,55.0,55,50,27,23,54.0,-23.0,-42.94,-3.07,-11.502,0.182,11
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥0.0/TP≥60,55.1,,0.7,0.0,60.0,54,49,27,22,55.1,-21.43,-41.53,-1.33,-10.502,0.182,11
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥0.0/TP≥65,57.78,,0.7,0.0,65.0,50,45,26,19,57.78,-17.78,-38.59,3.03,-8.002,0.273,11
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥0.5/TP≥-,56.82,,0.7,0.5,,48,44,25,19,56.82,-19.22,-40.31,1.87,-8.456,0.182,11
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥0.5/TP≥50,56.82,,0.7,0.5,50.0,48,44,25,19,56.82,-19.22,-40.31,1.87,-8.456,0.182,11
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥0.5/TP≥55,56.82,,0.7,0.5,55.0,48,44,25,19,56.82,-19.22,-40.31,1.87,-8.456,0.182,11
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥0.5/TP≥60,56.82,,0.7,0.5,60.0,48,44,25,19,56.82,-19.22,-40.31,1.87,-8.456,0.182,11
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥0.5/TP≥65,60.0,,0.7,0.5,65.0,44,40,24,16,60.0,-14.89,-36.75,6.96,-5.956,0.364,11
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥1.0/TP≥-,65.62,,0.7,1.0,,35,32,21,11,65.62,-6.83,-30.63,16.98,-2.185,0.636,11
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥1.0/TP≥50,65.62,,0.7,1.0,50.0,35,32,21,11,65.62,-6.83,-30.63,16.98,-2.185,0.636,11
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥1.0/TP≥55,65.62,,0.7,1.0,55.0,35,32,21,11,65.62,-6.83,-30.63,16.98,-2.185,0.636,11
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥1.0/TP≥60,65.62,,0.7,1.0,60.0,35,32,21,11,65.62,-6.83,-30.63,16.98,-2.185,0.636,11
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥1.0/TP≥65,64.52,,0.7,1.0,65.0,34,31,20,11,64.52,-8.66,-32.97,15.64,-2.685,0.636,11
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥-/TP≥-,60.4,-5.0,,,,560,495,299,196,60.4,-12.65,-18.9,-6.41,-62.623,0.154,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥-/TP≥50,60.4,-5.0,,,50.0,560,495,299,196,60.4,-12.65,-18.9,-6.41,-62.623,0.154,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥-/TP≥55,60.4,-5.0,,,55.0,560,495,299,196,60.4,-12.65,-18.9,-6.41,-62.623,0.154,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥-/TP≥60,60.4,-5.0,,,60.0,560,495,299,196,60.4,-12.65,-18.9,-6.41,-62.623,0.154,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥-/TP≥65,59.08,-5.0,,,65.0,492,435,257,178,59.08,-14.99,-21.65,-8.32,-65.205,0.077,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥0.0/TP≥-,60.4,-5.0,,0.0,,560,495,299,196,60.4,-12.65,-18.9,-6.41,-62.623,0.154,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥0.0/TP≥50,60.4,-5.0,,0.0,50.0,560,495,299,196,60.4,-12.65,-18.9,-6.41,-62.623,0.154,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥0.0/TP≥55,60.4,-5.0,,0.0,55.0,560,495,299,196,60.4,-12.65,-18.9,-6.41,-62.623,0.154,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥0.0/TP≥60,60.4,-5.0,,0.0,60.0,560,495,299,196,60.4,-12.65,-18.9,-6.41,-62.623,0.154,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥0.0/TP≥65,59.08,-5.0,,0.0,65.0,492,435,257,178,59.08,-14.99,-21.65,-8.32,-65.205,0.077,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥0.5/TP≥-,60.39,-5.0,,0.5,,526,467,282,185,60.39,-12.76,-19.18,-6.34,-59.589,0.154,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥0.5/TP≥50,60.39,-5.0,,0.5,50.0,526,467,282,185,60.39,-12.76,-19.18,-6.34,-59.589,0.154,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥0.5/TP≥55,60.39,-5.0,,0.5,55.0,526,467,282,185,60.39,-12.76,-19.18,-6.34,-59.589,0.154,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥0.5/TP≥60,60.39,-5.0,,0.5,60.0,526,467,282,185,60.39,-12.76,-19.18,-6.34,-59.589,0.154,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥0.5/TP≥65,59.42,-5.0,,0.5,65.0,465,414,246,168,59.42,-14.54,-21.36,-7.72,-60.195,0.077,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥1.0/TP≥-,62.85,-5.0,,1.0,,370,323,203,120,62.85,-9.4,-17.02,-1.78,-30.369,0.154,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥1.0/TP≥50,62.85,-5.0,,1.0,50.0,370,323,203,120,62.85,-9.4,-17.02,-1.78,-30.369,0.154,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥1.0/TP≥55,62.85,-5.0,,1.0,55.0,370,323,203,120,62.85,-9.4,-17.02,-1.78,-30.369,0.154,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥1.0/TP≥60,62.85,-5.0,,1.0,60.0,370,323,203,120,62.85,-9.4,-17.02,-1.78,-30.369,0.154,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥1.0/TP≥65,62.67,-5.0,,1.0,65.0,345,300,188,112,62.67,-9.91,-17.8,-2.01,-29.728,0.231,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥-/TP≥-,56.25,-5.0,0.7,,,53,48,27,21,56.25,-19.8,-40.06,0.47,-9.502,0.182,11
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥-/TP≥50,56.25,-5.0,0.7,,50.0,53,48,27,21,56.25,-19.8,-40.06,0.47,-9.502,0.182,11
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥-/TP≥55,56.25,-5.0,0.7,,55.0,53,48,27,21,56.25,-19.8,-40.06,0.47,-9.502,0.182,11
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥-/TP≥60,56.25,-5.0,0.7,,60.0,53,48,27,21,56.25,-19.8,-40.06,0.47,-9.502,0.182,11
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥-/TP≥65,57.78,-5.0,0.7,,65.0,50,45,26,19,57.78,-17.78,-38.59,3.03,-8.002,0.273,11
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥0.0/TP≥-,56.25,-5.0,0.7,0.0,,53,48,27,21,56.25,-19.8,-40.06,0.47,-9.502,0.182,11
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥0.0/TP≥50,56.25,-5.0,0.7,0.0,50.0,53,48,27,21,56.25,-19.8,-40.06,0.47,-9.502,0.182,11
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥0.0/TP≥55,56.25,-5.0,0.7,0.0,55.0,53,48,27,21,56.25,-19.8,-40.06,0.47,-9.502,0.182,11
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥0.0/TP≥60,56.25,-5.0,0.7,0.0,60.0,53,48,27,21,56.25,-19.8,-40.06,0.47,-9.502,0.182,11
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥0.0/TP≥65,57.78,-5.0,0.7,0.0,65.0,50,45,26,19,57.78,-17.78,-38.59,3.03,-8.002,0.273,11
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥0.5/TP≥-,58.14,-5.0,0.7,0.5,,47,43,25,18,58.14,-17.34,-38.6,3.92,-7.456,0.273,11
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥0.5/TP≥50,58.14,-5.0,0.7,0.5,50.0,47,43,25,18,58.14,-17.34,-38.6,3.92,-7.456,0.273,11
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥0.5/TP≥55,58.14,-5.0,0.7,0.5,55.0,47,43,25,18,58.14,-17.34,-38.6,3.92,-7.456,0.273,11
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥0.5/TP≥60,58.14,-5.0,0.7,0.5,60.0,47,43,25,18,58.14,-17.34,-38.6,3.92,-7.456,0.273,11
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥0.5/TP≥65,60.0,-5.0,0.7,0.5,65.0,44,40,24,16,60.0,-14.89,-36.75,6.96,-5.956,0.364,11
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥1.0/TP≥-,65.62,-5.0,0.7,1.0,,35,32,21,11,65.62,-6.83,-30.63,16.98,-2.185,0.636,11
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥1.0/TP≥50,65.62,-5.0,0.7,1.0,50.0,35,32,21,11,65.62,-6.83,-30.63,16.98,-2.185,0.636,11
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥1.0/TP≥55,65.62,-5.0,0.7,1.0,55.0,35,32,21,11,65.62,-6.83,-30.63,16.98,-2.185,0.636,11
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥1.0/TP≥60,65.62,-5.0,0.7,1.0,60.0,35,32,21,11,65.62,-6.83,-30.63,16.98,-2.185,0.636,11
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥1.0/TP≥65,64.52,-5.0,0.7,1.0,65.0,34,31,20,11,64.52,-8.66,-32.97,15.64,-2.685,0.636,11
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥-/TP≥-,59.85,0.0,,,,451,396,237,159,59.85,-13.53,-20.53,-6.54,-53.584,0.077,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥-/TP≥50,59.85,0.0,,,50.0,451,396,237,159,59.85,-13.53,-20.53,-6.54,-53.584,0.077,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥-/TP≥55,59.85,0.0,,,55.0,451,396,237,159,59.85,-13.53,-20.53,-6.54,-53.584,0.077,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥-/TP≥60,59.85,0.0,,,60.0,451,396,237,159,59.85,-13.53,-20.53,-6.54,-53.584,0.077,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥-/TP≥65,59.57,0.0,,,65.0,423,371,221,150,59.57,-14.15,-21.37,-6.94,-52.512,0.077,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥0.0/TP≥-,59.85,0.0,,0.0,,451,396,237,159,59.85,-13.53,-20.53,-6.54,-53.584,0.077,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥0.0/TP≥50,59.85,0.0,,0.0,50.0,451,396,237,159,59.85,-13.53,-20.53,-6.54,-53.584,0.077,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥0.0/TP≥55,59.85,0.0,,0.0,55.0,451,396,237,159,59.85,-13.53,-20.53,-6.54,-53.584,0.077,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥0.0/TP≥60,59.85,0.0,,0.0,60.0,451,396,237,159,59.85,-13.53,-20.53,-6.54,-53.584,0.077,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥0.0/TP≥65,59.57,0.0,,0.0,65.0,423,371,221,150,59.57,-14.15,-21.37,-6.94,-52.512,0.077,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥0.5/TP≥-,59.59,0.0,,0.5,,437,386,230,156,59.59,-13.99,-21.08,-6.9,-54.003,0.077,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥0.5/TP≥50,59.59,0.0,,0.5,50.0,437,386,230,156,59.59,-13.99,-21.08,-6.9,-54.003,0.077,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥0.5/TP≥55,59.59,0.0,,0.5,55.0,437,386,230,156,59.59,-13.99,-21.08,-6.9,-54.003,0.077,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥0.5/TP≥60,59.59,0.0,,0.5,60.0,437,386,230,156,59.59,-13.99,-21.08,-6.9,-54.003,0.077,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥0.5/TP≥65,59.39,0.0,,0.5,65.0,410,362,215,147,59.39,-14.48,-21.79,-7.18,-52.432,0.077,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥1.0/TP≥-,61.76,0.0,,1.0,,352,306,189,117,61.76,-10.91,-18.79,-3.03,-33.391,0.077,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥1.0/TP≥50,61.76,0.0,,1.0,50.0,352,306,189,117,61.76,-10.91,-18.79,-3.03,-33.391,0.077,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥1.0/TP≥55,61.76,0.0,,1.0,55.0,352,306,189,117,61.76,-10.91,-18.79,-3.03,-33.391,0.077,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥1.0/TP≥60,61.76,0.0,,1.0,60.0,352,306,189,117,61.76,-10.91,-18.79,-3.03,-33.391,0.077,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥1.0/TP≥65,61.75,0.0,,1.0,65.0,329,285,176,109,61.75,-11.16,-19.31,-3.02,-31.82,0.154,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥-/TP≥-,58.7,0.0,0.7,,,51,46,27,19,58.7,-16.31,-36.86,4.25,-7.502,0.273,11
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥-/TP≥50,58.7,0.0,0.7,,50.0,51,46,27,19,58.7,-16.31,-36.86,4.25,-7.502,0.273,11
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥-/TP≥55,58.7,0.0,0.7,,55.0,51,46,27,19,58.7,-16.31,-36.86,4.25,-7.502,0.273,11
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥-/TP≥60,58.7,0.0,0.7,,60.0,51,46,27,19,58.7,-16.31,-36.86,4.25,-7.502,0.273,11
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥-/TP≥65,57.78,0.0,0.7,,65.0,50,45,26,19,57.78,-17.78,-38.59,3.03,-8.002,0.273,11
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥0.0/TP≥-,58.7,0.0,0.7,0.0,,51,46,27,19,58.7,-16.31,-36.86,4.25,-7.502,0.273,11
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥0.0/TP≥50,58.7,0.0,0.7,0.0,50.0,51,46,27,19,58.7,-16.31,-36.86,4.25,-7.502,0.273,11
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥0.0/TP≥55,58.7,0.0,0.7,0.0,55.0,51,46,27,19,58.7,-16.31,-36.86,4.25,-7.502,0.273,11
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥0.0/TP≥60,58.7,0.0,0.7,0.0,60.0,51,46,27,19,58.7,-16.31,-36.86,4.25,-7.502,0.273,11
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥0.0/TP≥65,57.78,0.0,0.7,0.0,65.0,50,45,26,19,57.78,-17.78,-38.59,3.03,-8.002,0.273,11
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥0.5/TP≥-,60.98,0.0,0.7,0.5,,45,41,25,16,60.98,-13.31,-34.85,8.23,-5.456,0.364,11
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥0.5/TP≥50,60.98,0.0,0.7,0.5,50.0,45,41,25,16,60.98,-13.31,-34.85,8.23,-5.456,0.364,11
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥0.5/TP≥55,60.98,0.0,0.7,0.5,55.0,45,41,25,16,60.98,-13.31,-34.85,8.23,-5.456,0.364,11
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥0.5/TP≥60,60.98,0.0,0.7,0.5,60.0,45,41,25,16,60.98,-13.31,-34.85,8.23,-5.456,0.364,11
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥0.5/TP≥65,60.0,0.0,0.7,0.5,65.0,44,40,24,16,60.0,-14.89,-36.75,6.96,-5.956,0.364,11
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥1.0/TP≥-,65.62,0.0,0.7,1.0,,35,32,21,11,65.62,-6.83,-30.63,16.98,-2.185,0.636,11
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥1.0/TP≥50,65.62,0.0,0.7,1.0,50.0,35,32,21,11,65.62,-6.83,-30.63,16.98,-2.185,0.636,11
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥1.0/TP≥55,65.62,0.0,0.7,1.0,55.0,35,32,21,11,65.62,-6.83,-30.63,16.98,-2.185,0.636,11
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥1.0/TP≥60,65.62,0.0,0.7,1.0,60.0,35,32,21,11,65.62,-6.83,-30.63,16.98,-2.185,0.636,11
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥1.0/TP≥65,64.52,0.0,0.7,1.0,65.0,34,31,20,11,64.52,-8.66,-32.97,15.64,-2.685,0.636,11
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥-/TP≥-,61.96,5.0,,,,375,326,202,124,61.96,-10.57,-18.2,-2.95,-34.474,0.077,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥-/TP≥50,61.96,5.0,,,50.0,375,326,202,124,61.96,-10.57,-18.2,-2.95,-34.474,0.077,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥-/TP≥55,61.96,5.0,,,55.0,375,326,202,124,61.96,-10.57,-18.2,-2.95,-34.474,0.077,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥-/TP≥60,61.96,5.0,,,60.0,375,326,202,124,61.96,-10.57,-18.2,-2.95,-34.474,0.077,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥-/TP≥65,61.76,5.0,,,65.0,352,306,189,117,61.76,-11.08,-18.94,-3.21,-33.903,0.231,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥0.0/TP≥-,61.96,5.0,,0.0,,375,326,202,124,61.96,-10.57,-18.2,-2.95,-34.474,0.077,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥0.0/TP≥50,61.96,5.0,,0.0,50.0,375,326,202,124,61.96,-10.57,-18.2,-2.95,-34.474,0.077,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥0.0/TP≥55,61.96,5.0,,0.0,55.0,375,326,202,124,61.96,-10.57,-18.2,-2.95,-34.474,0.077,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥0.0/TP≥60,61.96,5.0,,0.0,60.0,375,326,202,124,61.96,-10.57,-18.2,-2.95,-34.474,0.077,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥0.0/TP≥65,61.76,5.0,,0.0,65.0,352,306,189,117,61.76,-11.08,-18.94,-3.21,-33.903,0.231,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥0.5/TP≥-,62.11,5.0,,0.5,,369,322,200,122,62.11,-10.4,-18.06,-2.73,-33.474,0.077,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥0.5/TP≥50,62.11,5.0,,0.5,50.0,369,322,200,122,62.11,-10.4,-18.06,-2.73,-33.474,0.077,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥0.5/TP≥55,62.11,5.0,,0.5,55.0,369,322,200,122,62.11,-10.4,-18.06,-2.73,-33.474,0.077,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥0.5/TP≥60,62.11,5.0,,0.5,60.0,369,322,200,122,62.11,-10.4,-18.06,-2.73,-33.474,0.077,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥0.5/TP≥65,61.92,5.0,,0.5,65.0,346,302,187,115,61.92,-10.89,-18.8,-2.99,-32.903,0.154,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥1.0/TP≥-,62.86,5.0,,1.0,,324,280,176,104,62.86,-9.31,-17.5,-1.12,-26.069,0.231,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥1.0/TP≥50,62.86,5.0,,1.0,50.0,324,280,176,104,62.86,-9.31,-17.5,-1.12,-26.069,0.231,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥1.0/TP≥55,62.86,5.0,,1.0,55.0,324,280,176,104,62.86,-9.31,-17.5,-1.12,-26.069,0.231,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥1.0/TP≥60,62.86,5.0,,1.0,60.0,324,280,176,104,62.86,-9.31,-17.5,-1.12,-26.069,0.231,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥1.0/TP≥65,62.69,5.0,,1.0,65.0,302,260,163,97,62.69,-9.81,-18.29,-1.32,-25.497,0.308,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤0.7/μ≥-/TP≥-,58.54,5.0,0.7,,,46,41,24,17,58.54,-16.53,-38.35,5.29,-6.776,0.364,11
