band,cfg,hr_min,edg_min,cv_max,mu_min,tp_min,n_total,n_graded,wins,losses,HR_pct,ROI_pct,ROI_lo,ROI_hi,P_and_L,consist,grd_days
"[-299,-200]",HR≥55/EDG≥-5.0/CV≤0.7/μ≥0.0/TP≥65,62.82,-5.0,0.7,0.0,65.0,86,78,49,29,62.82,-11.25,-26.53,4.02,-8.778,0.417,12
"[-299,-200]",HR≥55/EDG≥-5.0/CV≤0.7/μ≥0.5/TP≥-,63.64,-5.0,0.7,0.5,,75,66,42,24,63.64,-9.83,-26.43,6.77,-6.49,0.333,12
"[-299,-200]",HR≥55/EDG≥-5.0/CV≤0.7/μ≥0.5/TP≥50,63.64,-5.0,0.7,0.5,50.0,75,66,42,24,63.64,-9.83,-26.43,6.77,-6.49,0.333,12
"[-299,-200]",HR≥55/EDG≥-5.0/CV≤0.7/μ≥0.5/TP≥55,63.64,-5.0,0.7,0.5,55.0,75,66,42,24,63.64,-9.83,-26.43,6.77,-6.49,0.333,12
"[-299,-200]",HR≥55/EDG≥-5.0/CV≤0.7/μ≥0.5/TP≥60,63.64,-5.0,0.7,0.5,60.0,75,66,42,24,63.64,-9.83,-26.43,6.77,-6.49,0.333,12
"[-299,-200]",HR≥55/EDG≥-5.0/CV≤0.7/μ≥0.5/TP≥65,66.67,-5.0,0.7,0.5,65.0,63,57,38,19,66.67,-6.11,-23.53,11.31,-3.481,0.417,12
"[-299,-200]",HR≥55/EDG≥-5.0/CV≤0.6/μ≥-/TP≥-,65.62,-5.0,0.6,,,36,32,21,11,65.62,-6.09,-30.06,17.88,-1.949,0.417,12
"[-299,-200]",HR≥55/EDG≥-5.0/CV≤0.6/μ≥-/TP≥50,65.62,-5.0,0.6,,50.0,36,32,21,11,65.62,-6.09,-30.06,17.88,-1.949,0.417,12
"[-299,-200]",HR≥55/EDG≥-5.0/CV≤0.6/μ≥-/TP≥55,65.62,-5.0,0.6,,55.0,36,32,21,11,65.62,-6.09,-30.06,17.88,-1.949,0.417,12
"[-299,-200]",HR≥55/EDG≥-5.0/CV≤0.6/μ≥-/TP≥60,65.62,-5.0,0.6,,60.0,36,32,21,11,65.62,-6.09,-30.06,17.88,-1.949,0.417,12
"[-299,-200]",HR≥55/EDG≥-5.0/CV≤0.6/μ≥0.0/TP≥-,65.62,-5.0,0.6,0.0,,36,32,21,11,65.62,-6.09,-30.06,17.88,-1.949,0.417,12
"[-299,-200]",HR≥55/EDG≥-5.0/CV≤0.6/μ≥0.0/TP≥50,65.62,-5.0,0.6,0.0,50.0,36,32,21,11,65.62,-6.09,-30.06,17.88,-1.949,0.417,12
"[-299,-200]",HR≥55/EDG≥-5.0/CV≤0.6/μ≥0.0/TP≥55,65.62,-5.0,0.6,0.0,55.0,36,32,21,11,65.62,-6.09,-30.06,17.88,-1.949,0.417,12
"[-299,-200]",HR≥55/EDG≥-5.0/CV≤0.6/μ≥0.0/TP≥60,65.62,-5.0,0.6,0.0,60.0,36,32,21,11,65.62,-6.09,-30.06,17.88,-1.949,0.417,12
"[-299,-200]",HR≥55/EDG≥0.0/CV≤-/μ≥-/TP≥-,63.16,0.0,,,,366,323,204,119,63.16,-8.86,-16.48,-1.25,-28.623,0.308,13
"[-299,-200]",HR≥55/EDG≥0.0/CV≤-/μ≥-/TP≥50,63.16,0.0,,,50.0,366,323,204,119,63.16,-8.86,-16.48,-1.25,-28.623,0.308,13
"[-299,-200]",HR≥55/EDG≥0.0/CV≤-/μ≥-/TP≥55,63.16,0.0,,,55.0,366,323,204,119,63.16,-8.86,-16.48,-1.25,-28.623,0.308,13
"[-299,-200]",HR≥55/EDG≥0.0/CV≤-/μ≥-/TP≥60,63.16,0.0,,,60.0,366,323,204,119,63.16,-8.86,-16.48,-1.25,-28.623,0.308,13
"[-299,-200]",HR≥55/EDG≥0.0/CV≤-/μ≥-/TP≥65,64.63,0.0,,,65.0,257,229,148,81,64.63,-7.97,-16.82,0.88,-18.255,0.385,13
"[-299,-200]",HR≥55/EDG≥0.0/CV≤-/μ≥0.0/TP≥-,63.16,0.0,,0.0,,366,323,204,119,63.16,-8.86,-16.48,-1.25,-28.623,0.308,13
"[-299,-200]",HR≥55/EDG≥0.0/CV≤-/μ≥0.0/TP≥50,63.16,0.0,,0.0,50.0,366,323,204,119,63.16,-8.86,-16.48,-1.25,-28.623,0.308,13
"[-299,-200]",HR≥55/EDG≥0.0/CV≤-/μ≥0.0/TP≥55,63.16,0.0,,0.0,55.0,366,323,204,119,63.16,-8.86,-16.48,-1.25,-28.623,0.308,13
"[-299,-200]",HR≥55/EDG≥0.0/CV≤-/μ≥0.0/TP≥60,63.16,0.0,,0.0,60.0,366,323,204,119,63.16,-8.86,-16.48,-1.25,-28.623,0.308,13
"[-299,-200]",HR≥55/EDG≥0.0/CV≤-/μ≥0.0/TP≥65,64.63,0.0,,0.0,65.0,257,229,148,81,64.63,-7.97,-16.82,0.88,-18.255,0.385,13
"[-299,-200]",HR≥55/EDG≥0.0/CV≤-/μ≥0.5/TP≥-,61.8,0.0,,0.5,,307,267,165,102,61.8,-11.15,-19.56,-2.74,-29.76,0.154,13
"[-299,-200]",HR≥55/EDG≥0.0/CV≤-/μ≥0.5/TP≥50,61.8,0.0,,0.5,50.0,307,267,165,102,61.8,-11.15,-19.56,-2.74,-29.76,0.154,13
"[-299,-200]",HR≥55/EDG≥0.0/CV≤-/μ≥0.5/TP≥55,61.8,0.0,,0.5,55.0,307,267,165,102,61.8,-11.15,-19.56,-2.74,-29.76,0.154,13
"[-299,-200]",HR≥55/EDG≥0.0/CV≤-/μ≥0.5/TP≥60,61.8,0.0,,0.5,60.0,307,267,165,102,61.8,-11.15,-19.56,-2.74,-29.76,0.154,13
"[-299,-200]",HR≥55/EDG≥0.0/CV≤-/μ≥0.5/TP≥65,64.25,0.0,,0.5,65.0,220,193,124,69,64.25,-8.81,-18.44,0.83,-16.994,0.385,13
"[-299,-200]",HR≥55/EDG≥0.0/CV≤-/μ≥1.0/TP≥-,60.81,0.0,,1.0,,89,74,45,29,60.81,-13.31,-29.31,2.68,-9.853,0.4,10
"[-299,-200]",HR≥55/EDG≥0.0/CV≤-/μ≥1.0/TP≥50,60.81,0.0,,1.0,50.0,89,74,45,29,60.81,-13.31,-29.31,2.68,-9.853,0.4,10
"[-299,-200]",HR≥55/EDG≥0.0/CV≤-/μ≥1.0/TP≥55,60.81,0.0,,1.0,55.0,89,74,45,29,60.81,-13.31,-29.31,2.68,-9.853,0.4,10
"[-299,-200]",HR≥55/EDG≥0.0/CV≤-/μ≥1.0/TP≥60,60.81,0.0,,1.0,60.0,89,74,45,29,60.81,-13.31,-29.31,2.68,-9.853,0.4,10
"[-299,-200]",HR≥55/EDG≥0.0/CV≤-/μ≥1.0/TP≥65,64.29,0.0,,1.0,65.0,66,56,36,20,64.29,-9.48,-27.33,8.38,-5.308,0.4,10
"[-299,-200]",HR≥55/EDG≥0.0/CV≤0.7/μ≥-/TP≥-,62.2,0.0,0.7,,,91,82,51,31,62.2,-11.51,-26.56,3.55,-9.437,0.417,12
"[-299,-200]",HR≥55/EDG≥0.0/CV≤0.7/μ≥-/TP≥50,62.2,0.0,0.7,,50.0,91,82,51,31,62.2,-11.51,-26.56,3.55,-9.437,0.417,12
"[-299,-200]",HR≥55/EDG≥0.0/CV≤0.7/μ≥-/TP≥55,62.2,0.0,0.7,,55.0,91,82,51,31,62.2,-11.51,-26.56,3.55,-9.437,0.417,12
"[-299,-200]",HR≥55/EDG≥0.0/CV≤0.7/μ≥-/TP≥60,62.2,0.0,0.7,,60.0,91,82,51,31,62.2,-11.51,-26.56,3.55,-9.437,0.417,12
"[-299,-200]",HR≥55/EDG≥0.0/CV≤0.7/μ≥-/TP≥65,63.77,0.0,0.7,,65.0,75,69,44,25,63.77,-10.04,-26.18,6.1,-6.927,0.417,12
"[-299,-200]",HR≥55/EDG≥0.0/CV≤0.7/μ≥0.0/TP≥-,62.2,0.0,0.7,0.0,,91,82,51,31,62.2,-11.51,-26.56,3.55,-9.437,0.417,12
"[-299,-200]",HR≥55/EDG≥0.0/CV≤0.7/μ≥0.0/TP≥50,62.2,0.0,0.7,0.0,50.0,91,82,51,31,62.2,-11.51,-26.56,3.55,-9.437,0.417,12
"[-299,-200]",HR≥55/EDG≥0.0/CV≤0.7/μ≥0.0/TP≥55,62.2,0.0,0.7,0.0,55.0,91,82,51,31,62.2,-11.51,-26.56,3.55,-9.437,0.417,12
"[-299,-200]",HR≥55/EDG≥0.0/CV≤0.7/μ≥0.0/TP≥60,62.2,0.0,0.7,0.0,60.0,91,82,51,31,62.2,-11.51,-26.56,3.55,-9.437,0.417,12
"[-299,-200]",HR≥55/EDG≥0.0/CV≤0.7/μ≥0.0/TP≥65,63.77,0.0,0.7,0.0,65.0,75,69,44,25,63.77,-10.04,-26.18,6.1,-6.927,0.417,12
"[-299,-200]",HR≥55/EDG≥0.0/CV≤0.7/μ≥0.5/TP≥-,63.64,0.0,0.7,0.5,,75,66,42,24,63.64,-9.83,-26.43,6.77,-6.49,0.333,12
"[-299,-200]",HR≥55/EDG≥0.0/CV≤0.7/μ≥0.5/TP≥50,63.64,0.0,0.7,0.5,50.0,75,66,42,24,63.64,-9.83,-26.43,6.77,-6.49,0.333,12
"[-299,-200]",HR≥55/EDG≥0.0/CV≤0.7/μ≥0.5/TP≥55,63.64,0.0,0.7,0.5,55.0,75,66,42,24,63.64,-9.83,-26.43,6.77,-6.49,0.333,12
"[-299,-200]",HR≥55/EDG≥0.0/CV≤0.7/μ≥0.5/TP≥60,63.64,0.0,0.7,0.5,60.0,75,66,42,24,63.64,-9.83,-26.43,6.77,-6.49,0.333,12
"[-299,-200]",HR≥55/EDG≥0.0/CV≤0.7/μ≥0.5/TP≥65,66.67,0.0,0.7,0.5,65.0,63,57,38,19,66.67,-6.11,-23.53,11.31,-3.481,0.417,12
"[-299,-200]",HR≥55/EDG≥5.0/CV≤-/μ≥-/TP≥-,61.32,5.0,,,,279,243,149,94,61.32,-11.59,-20.46,-2.73,-28.175,0.231,13
"[-299,-200]",HR≥55/EDG≥5.0/CV≤-/μ≥-/TP≥50,61.32,5.0,,,50.0,279,243,149,94,61.32,-11.59,-20.46,-2.73,-28.175,0.231,13
"[-299,-200]",HR≥55/EDG≥5.0/CV≤-/μ≥-/TP≥55,61.32,5.0,,,55.0,279,243,149,94,61.32,-11.59,-20.46,-2.73,-28.175,0.231,13
"[-299,-200]",HR≥55/EDG≥5.0/CV≤-/μ≥-/TP≥60,61.32,5.0,,,60.0,279,243,149,94,61.32,-11.59,-20.46,-2.73,-28.175,0.231,13
"[-299,-200]",HR≥55/EDG≥5.0/CV≤-/μ≥-/TP≥65,63.37,5.0,,,65.0,196,172,109,63,63.37,-9.85,-20.14,0.43,-16.946,0.385,13
"[-299,-200]",HR≥55/EDG≥5.0/CV≤-/μ≥0.0/TP≥-,61.32,5.0,,0.0,,279,243,149,94,61.32,-11.59,-20.46,-2.73,-28.175,0.231,13
"[-299,-200]",HR≥55/EDG≥5.0/CV≤-/μ≥0.0/TP≥50,61.32,5.0,,0.0,50.0,279,243,149,94,61.32,-11.59,-20.46,-2.73,-28.175,0.231,13
"[-299,-200]",HR≥55/EDG≥5.0/CV≤-/μ≥0.0/TP≥55,61.32,5.0,,0.0,55.0,279,243,149,94,61.32,-11.59,-20.46,-2.73,-28.175,0.231,13
"[-299,-200]",HR≥55/EDG≥5.0/CV≤-/μ≥0.0/TP≥60,61.32,5.0,,0.0,60.0,279,243,149,94,61.32,-11.59,-20.46,-2.73,-28.175,0.231,13
"[-299,-200]",HR≥55/EDG≥5.0/CV≤-/μ≥0.0/TP≥65,63.37,5.0,,0.0,65.0,196,172,109,63,63.37,-9.85,-20.14,0.43,-16.946,0.385,13
"[-299,-200]",HR≥55/EDG≥5.0/CV≤-/μ≥0.5/TP≥-,60.63,5.0,,0.5,,257,221,134,87,60.63,-12.8,-22.1,-3.49,-28.277,0.077,13
"[-299,-200]",HR≥55/EDG≥5.0/CV≤-/μ≥0.5/TP≥50,60.63,5.0,,0.5,50.0,257,221,134,87,60.63,-12.8,-22.1,-3.49,-28.277,0.077,13
"[-299,-200]",HR≥55/EDG≥5.0/CV≤-/μ≥0.5/TP≥55,60.63,5.0,,0.5,55.0,257,221,134,87,60.63,-12.8,-22.1,-3.49,-28.277,0.077,13
"[-299,-200]",HR≥55/EDG≥5.0/CV≤-/μ≥0.5/TP≥60,60.63,5.0,,0.5,60.0,257,221,134,87,60.63,-12.8,-22.1,-3.49,-28.277,0.077,13
"[-299,-200]",HR≥55/EDG≥5.0/CV≤-/μ≥0.5/TP≥65,63.29,5.0,,0.5,65.0,182,158,100,58,63.29,-10.18,-20.89,0.54,-16.084,0.231,13
"[-299,-200]",HR≥55/EDG≥5.0/CV≤-/μ≥1.0/TP≥-,60.81,5.0,,1.0,,89,74,45,29,60.81,-13.31,-29.31,2.68,-9.853,0.4,10
"[-299,-200]",HR≥55/EDG≥5.0/CV≤-/μ≥1.0/TP≥50,60.81,5.0,,1.0,50.0,89,74,45,29,60.81,-13.31,-29.31,2.68,-9.853,0.4,10
"[-299,-200]",HR≥55/EDG≥5.0/CV≤-/μ≥1.0/TP≥55,60.81,5.0,,1.0,55.0,89,74,45,29,60.81,-13.31,-29.31,2.68,-9.853,0.4,10
"[-299,-200]",HR≥55/EDG≥5.0/CV≤-/μ≥1.0/TP≥60,60.81,5.0,,1.0,60.0,89,74,45,29,60.81,-13.31,-29.31,2.68,-9.853,0.4,10
"[-299,-200]",HR≥55/EDG≥5.0/CV≤-/μ≥1.0/TP≥65,64.29,5.0,,1.0,65.0,66,56,36,20,64.29,-9.48,-27.33,8.38,-5.308,0.4,10
"[-299,-200]",HR≥55/EDG≥5.0/CV≤0.7/μ≥-/TP≥-,61.43,5.0,0.7,,,79,70,43,27,61.43,-12.5,-28.89,3.89,-8.748,0.25,12
"[-299,-200]",HR≥55/EDG≥5.0/CV≤0.7/μ≥-/TP≥50,61.43,5.0,0.7,,50.0,79,70,43,27,61.43,-12.5,-28.89,3.89,-8.748,0.25,12
"[-299,-200]",HR≥55/EDG≥5.0/CV≤0.7/μ≥-/TP≥55,61.43,5.0,0.7,,55.0,79,70,43,27,61.43,-12.5,-28.89,3.89,-8.748,0.25,12
"[-299,-200]",HR≥55/EDG≥5.0/CV≤0.7/μ≥-/TP≥60,61.43,5.0,0.7,,60.0,79,70,43,27,61.43,-12.5,-28.89,3.89,-8.748,0.25,12
"[-299,-200]",HR≥55/EDG≥5.0/CV≤0.7/μ≥-/TP≥65,63.79,5.0,0.7,,65.0,64,58,37,21,63.79,-9.89,-27.54,7.76,-5.738,0.417,12
"[-299,-200]",HR≥55/EDG≥5.0/CV≤0.7/μ≥0.0/TP≥-,61.43,5.0,0.7,0.0,,79,70,43,27,61.43,-12.5,-28.89,3.89,-8.748,0.25,12
"[-299,-200]",HR≥55/EDG≥5.0/CV≤0.7/μ≥0.0/TP≥50,61.43,5.0,0.7,0.0,50.0,79,70,43,27,61.43,-12.5,-28.89,3.89,-8.748,0.25,12
"[-299,-200]",HR≥55/EDG≥5.0/CV≤0.7/μ≥0.0/TP≥55,61.43,5.0,0.7,0.0,55.0,79,70,43,27,61.43,-12.5,-28.89,3.89,-8.748,0.25,12
"[-299,-200]",HR≥55/EDG≥5.0/CV≤0.7/μ≥0.0/TP≥60,61.43,5.0,0.7,0.0,60.0,79,70,43,27,61.43,-12.5,-28.89,3.89,-8.748,0.25,12
"[-299,-200]",HR≥55/EDG≥5.0/CV≤0.7/μ≥0.0/TP≥65,63.79,5.0,0.7,0.0,65.0,64,58,37,21,63.79,-9.89,-27.54,7.76,-5.738,0.417,12
"[-299,-200]",HR≥55/EDG≥5.0/CV≤0.7/μ≥0.5/TP≥-,61.9,5.0,0.7,0.5,,72,63,39,24,61.9,-12.16,-29.34,5.03,-7.659,0.25,12
"[-299,-200]",HR≥55/EDG≥5.0/CV≤0.7/μ≥0.5/TP≥50,61.9,5.0,0.7,0.5,50.0,72,63,39,24,61.9,-12.16,-29.34,5.03,-7.659,0.25,12
"[-299,-200]",HR≥55/EDG≥5.0/CV≤0.7/μ≥0.5/TP≥55,61.9,5.0,0.7,0.5,55.0,72,63,39,24,61.9,-12.16,-29.34,5.03,-7.659,0.25,12
"[-299,-200]",HR≥55/EDG≥5.0/CV≤0.7/μ≥0.5/TP≥60,61.9,5.0,0.7,0.5,60.0,72,63,39,24,61.9,-12.16,-29.34,5.03,-7.659,0.25,12
"[-299,-200]",HR≥55/EDG≥5.0/CV≤0.7/μ≥0.5/TP≥65,64.81,5.0,0.7,0.5,65.0,60,54,35,19,64.81,-8.61,-26.77,9.55,-4.649,0.417,12
"[-299,-200]",HR≥55/EDG≥10.0/CV≤-/μ≥-/TP≥-,61.41,10.0,,,,213,184,113,71,61.41,-11.17,-21.39,-0.96,-20.559,0.154,13
"[-299,-200]",HR≥55/EDG≥10.0/CV≤-/μ≥-/TP≥50,61.41,10.0,,,50.0,213,184,113,71,61.41,-11.17,-21.39,-0.96,-20.559,0.154,13
"[-299,-200]",HR≥55/EDG≥10.0/CV≤-/μ≥-/TP≥55,61.41,10.0,,,55.0,213,184,113,71,61.41,-11.17,-21.39,-0.96,-20.559,0.154,13
"[-299,-200]",HR≥55/EDG≥10.0/CV≤-/μ≥-/TP≥60,61.41,10.0,,,60.0,213,184,113,71,61.41,-11.17,-21.39,-0.96,-20.559,0.154,13
"[-299,-200]",HR≥55/EDG≥10.0/CV≤-/μ≥-/TP≥65,63.49,10.0,,,65.0,144,126,80,46,63.49,-9.45,-21.51,2.6,-11.91,0.231,13
"[-299,-200]",HR≥55/EDG≥10.0/CV≤-/μ≥0.0/TP≥-,61.41,10.0,,0.0,,213,184,113,71,61.41,-11.17,-21.39,-0.96,-20.559,0.154,13
"[-299,-200]",HR≥55/EDG≥10.0/CV≤-/μ≥0.0/TP≥50,61.41,10.0,,0.0,50.0,213,184,113,71,61.41,-11.17,-21.39,-0.96,-20.559,0.154,13
"[-299,-200]",HR≥55/EDG≥10.0/CV≤-/μ≥0.0/TP≥55,61.41,10.0,,0.0,55.0,213,184,113,71,61.41,-11.17,-21.39,-0.96,-20.559,0.154,13
"[-299,-200]",HR≥55/EDG≥10.0/CV≤-/μ≥0.0/TP≥60,61.41,10.0,,0.0,60.0,213,184,113,71,61.41,-11.17,-21.39,-0.96,-20.559,0.154,13
"[-299,-200]",HR≥55/EDG≥10.0/CV≤-/μ≥0.0/TP≥65,63.49,10.0,,0.0,65.0,144,126,80,46,63.49,-9.45,-21.51,2.6,-11.91,0.231,13
"[-299,-200]",HR≥55/EDG≥10.0/CV≤-/μ≥0.5/TP≥-,60.0,10.0,,0.5,,204,175,105,70,60.0,-13.31,-23.84,-2.78,-23.296,0.154,13
"[-299,-200]",HR≥55/EDG≥10.0/CV≤-/μ≥0.5/TP≥50,60.0,10.0,,0.5,50.0,204,175,105,70,60.0,-13.31,-23.84,-2.78,-23.296,0.154,13
"[-299,-200]",HR≥55/EDG≥10.0/CV≤-/μ≥0.5/TP≥55,60.0,10.0,,0.5,55.0,204,175,105,70,60.0,-13.31,-23.84,-2.78,-23.296,0.154,13
"[-299,-200]",HR≥55/EDG≥10.0/CV≤-/μ≥0.5/TP≥60,60.0,10.0,,0.5,60.0,204,175,105,70,60.0,-13.31,-23.84,-2.78,-23.296,0.154,13
"[-299,-200]",HR≥55/EDG≥10.0/CV≤-/μ≥0.5/TP≥65,61.98,10.0,,0.5,65.0,139,121,75,46,61.98,-11.71,-24.1,0.68,-14.171,0.231,13
"[-299,-200]",HR≥55/EDG≥10.0/CV≤-/μ≥1.0/TP≥-,60.27,10.0,,1.0,,88,73,44,29,60.27,-13.96,-30.12,2.2,-10.192,0.4,10
"[-299,-200]",HR≥55/EDG≥10.0/CV≤-/μ≥1.0/TP≥50,60.27,10.0,,1.0,50.0,88,73,44,29,60.27,-13.96,-30.12,2.2,-10.192,0.4,10
"[-299,-200]",HR≥55/EDG≥10.0/CV≤-/μ≥1.0/TP≥55,60.27,10.0,,1.0,55.0,88,73,44,29,60.27,-13.96,-30.12,2.2,-10.192,0.4,10
"[-299,-200]",HR≥55/EDG≥10.0/CV≤-/μ≥1.0/TP≥60,60.27,10.0,,1.0,60.0,88,73,44,29,60.27,-13.96,-30.12,2.2,-10.192,0.4,10
"[-299,-200]",HR≥55/EDG≥10.0/CV≤-/μ≥1.0/TP≥65,63.64,10.0,,1.0,65.0,65,55,35,20,63.64,-10.27,-28.38,7.85,-5.646,0.4,10
"[-299,-200]",HR≥55/EDG≥10.0/CV≤0.7/μ≥-/TP≥-,64.41,10.0,0.7,,,67,59,38,21,64.41,-8.32,-25.89,9.26,-4.908,0.25,12
"[-299,-200]",HR≥55/EDG≥10.0/CV≤0.7/μ≥-/TP≥50,64.41,10.0,0.7,,50.0,67,59,38,21,64.41,-8.32,-25.89,9.26,-4.908,0.25,12
"[-299,-200]",HR≥55/EDG≥10.0/CV≤0.7/μ≥-/TP≥55,64.41,10.0,0.7,,55.0,67,59,38,21,64.41,-8.32,-25.89,9.26,-4.908,0.25,12
"[-299,-200]",HR≥55/EDG≥10.0/CV≤0.7/μ≥-/TP≥60,64.41,10.0,0.7,,60.0,67,59,38,21,64.41,-8.32,-25.89,9.26,-4.908,0.25,12
"[-299,-200]",HR≥55/EDG≥10.0/CV≤0.7/μ≥-/TP≥65,66.0,10.0,0.7,,65.0,55,50,33,17,66.0,-6.8,-25.56,11.97,-3.398,0.417,12
"[-299,-200]",HR≥55/EDG≥10.0/CV≤0.7/μ≥0.0/TP≥-,64.41,10.0,0.7,0.0,,67,59,38,21,64.41,-8.32,-25.89,9.26,-4.908,0.25,12
"[-299,-200]",HR≥55/EDG≥10.0/CV≤0.7/μ≥0.0/TP≥50,64.41,10.0,0.7,0.0,50.0,67,59,38,21,64.41,-8.32,-25.89,9.26,-4.908,0.25,12
"[-299,-200]",HR≥55/EDG≥10.0/CV≤0.7/μ≥0.0/TP≥55,64.41,10.0,0.7,0.0,55.0,67,59,38,21,64.41,-8.32,-25.89,9.26,-4.908,0.25,12
"[-299,-200]",HR≥55/EDG≥10.0/CV≤0.7/μ≥0.0/TP≥60,64.41,10.0,0.7,0.0,60.0,67,59,38,21,64.41,-8.32,-25.89,9.26,-4.908,0.25,12
"[-299,-200]",HR≥55/EDG≥10.0/CV≤0.7/μ≥0.0/TP≥65,66.0,10.0,0.7,0.0,65.0,55,50,33,17,66.0,-6.8,-25.56,11.97,-3.398,0.417,12
"[-299,-200]",HR≥55/EDG≥10.0/CV≤0.7/μ≥0.5/TP≥-,62.5,10.0,0.7,0.5,,64,56,35,21,62.5,-11.28,-29.48,6.91,-6.319,0.182,11
"[-299,-200]",HR≥55/EDG≥10.0/CV≤0.7/μ≥0.5/TP≥50,62.5,10.0,0.7,0.5,50.0,64,56,35,21,62.5,-11.28,-29.48,6.91,-6.319,0.182,11
"[-299,-200]",HR≥55/EDG≥10.0/CV≤0.7/μ≥0.5/TP≥55,62.5,10.0,0.7,0.5,55.0,64,56,35,21,62.5,-11.28,-29.48,6.91,-6.319,0.182,11
"[-299,-200]",HR≥55/EDG≥10.0/CV≤0.7/μ≥0.5/TP≥60,62.5,10.0,0.7,0.5,60.0,64,56,35,21,62.5,-11.28,-29.48,6.91,-6.319,0.182,11
"[-299,-200]",HR≥55/EDG≥10.0/CV≤0.7/μ≥0.5/TP≥65,64.58,10.0,0.7,0.5,65.0,53,48,31,17,64.58,-8.98,-28.28,10.32,-4.309,0.364,11
"[-299,-200]",HR≥60/EDG≥-/CV≤-/μ≥-/TP≥-,58.39,,,,,501,447,261,186,58.39,-15.92,-22.51,-9.32,-71.147,0.077,13
"[-299,-200]",HR≥60/EDG≥-/CV≤-/μ≥-/TP≥50,58.52,,,,50.0,500,446,261,185,58.52,-15.73,-22.33,-9.13,-70.147,0.077,13
"[-299,-200]",HR≥60/EDG≥-/CV≤-/μ≥-/TP≥55,58.56,,,,55.0,497,444,260,184,58.56,-15.66,-22.28,-9.04,-69.531,0.077,13
"[-299,-200]",HR≥60/EDG≥-/CV≤-/μ≥-/TP≥60,58.73,,,,60.0,493,441,259,182,58.73,-15.4,-22.04,-8.77,-67.931,0.154,13
"[-299,-200]",HR≥60/EDG≥-/CV≤-/μ≥-/TP≥65,59.75,,,,65.0,357,323,193,130,59.75,-14.94,-22.57,-7.31,-48.255,0.308,13
"[-299,-200]",HR≥60/EDG≥-/CV≤-/μ≥0.0/TP≥-,58.77,,,0.0,,493,439,258,181,58.77,-15.37,-22.02,-8.72,-67.474,0.077,13
"[-299,-200]",HR≥60/EDG≥-/CV≤-/μ≥0.0/TP≥50,58.77,,,0.0,50.0,493,439,258,181,58.77,-15.37,-22.02,-8.72,-67.474,0.077,13
"[-299,-200]",HR≥60/EDG≥-/CV≤-/μ≥0.0/TP≥55,58.81,,,0.0,55.0,490,437,257,180,58.81,-15.3,-21.96,-8.64,-66.859,0.077,13
"[-299,-200]",HR≥60/EDG≥-/CV≤-/μ≥0.0/TP≥60,58.99,,,0.0,60.0,486,434,256,178,58.99,-15.04,-21.72,-8.35,-65.259,0.154,13
"[-299,-200]",HR≥60/EDG≥-/CV≤-/μ≥0.0/TP≥65,59.94,,,0.0,65.0,351,317,190,127,59.94,-14.69,-22.39,-7.0,-46.583,0.308,13
"[-299,-200]",HR≥60/EDG≥-/CV≤-/μ≥0.5/TP≥-,61.11,,,0.5,,265,234,143,91,61.11,-12.24,-21.25,-3.24,-28.651,0.231,13
"[-299,-200]",HR≥60/EDG≥-/CV≤-/μ≥0.5/TP≥50,61.11,,,0.5,50.0,265,234,143,91,61.11,-12.24,-21.25,-3.24,-28.651,0.231,13
"[-299,-200]",HR≥60/EDG≥-/CV≤-/μ≥0.5/TP≥55,61.11,,,0.5,55.0,265,234,143,91,61.11,-12.24,-21.25,-3.24,-28.651,0.231,13
"[-299,-200]",HR≥60/EDG≥-/CV≤-/μ≥0.5/TP≥60,61.11,,,0.5,60.0,265,234,143,91,61.11,-12.24,-21.25,-3.24,-28.651,0.231,13
"[-299,-200]",HR≥60/EDG≥-/CV≤-/μ≥0.5/TP≥65,63.22,,,0.5,65.0,195,174,110,64,63.22,-10.31,-20.51,-0.1,-17.931,0.385,13
"[-299,-200]",HR≥60/EDG≥-/CV≤-/μ≥1.0/TP≥-,61.29,,,1.0,,76,62,38,24,61.29,-12.99,-30.37,4.39,-8.054,0.4,10
"[-299,-200]",HR≥60/EDG≥-/CV≤-/μ≥1.0/TP≥50,61.29,,,1.0,50.0,76,62,38,24,61.29,-12.99,-30.37,4.39,-8.054,0.4,10
"[-299,-200]",HR≥60/EDG≥-/CV≤-/μ≥1.0/TP≥55,61.29,,,1.0,55.0,76,62,38,24,61.29,-12.99,-30.37,4.39,-8.054,0.4,10
"[-299,-200]",HR≥60/EDG≥-/CV≤-/μ≥1.0/TP≥60,61.29,,,1.0,60.0,76,62,38,24,61.29,-12.99,-30.37,4.39,-8.054,0.4,10
"[-299,-200]",HR≥60/EDG≥-/CV≤-/μ≥1.0/TP≥65,65.31,,,1.0,65.0,59,49,32,17,65.31,-8.18,-27.14,10.78,-4.008,0.6,10
"[-299,-200]",HR≥60/EDG≥-/CV≤0.7/μ≥-/TP≥-,60.75,,0.7,,,122,107,65,42,60.75,-13.57,-26.81,-0.32,-14.516,0.333,12
"[-299,-200]",HR≥60/EDG≥-/CV≤0.7/μ≥-/TP≥50,60.75,,0.7,,50.0,122,107,65,42,60.75,-13.57,-26.81,-0.32,-14.516,0.333,12
"[-299,-200]",HR≥60/EDG≥-/CV≤0.7/μ≥-/TP≥55,60.75,,0.7,,55.0,121,107,65,42,60.75,-13.57,-26.81,-0.32,-14.516,0.333,12
