combo_label,n_total,n_graded,n_ungraded,wins,losses,pushes,hit_rate_pct,hit_rate_ci95_low,hit_rate_ci95_high,roi_pct,roi_ci95_low,roi_ci95_high,profit_units,stake_units,balanced_score,devig_grd,devig_roi,onesided_std_grd,onesided_std_roi,onesided_alt_grd,onesided_alt_roi
HR20=90 CV<==0.4,3,2,1,1,1,0,50.0,9.45,90.55,-31.62,-100.0,36.76,-0.6324,2.0,,2,-31.62,0,,0,
HR20=90 CV<==0.5,3,2,1,1,1,0,50.0,9.45,90.55,-31.62,-100.0,36.76,-0.6324,2.0,,2,-31.62,0,,0,
HR20=90 CV<==0.6,3,2,1,1,1,0,50.0,9.45,90.55,-31.62,-100.0,36.76,-0.6324,2.0,,2,-31.62,0,,0,
HR20=90 CV<==0.7,3,2,1,1,1,0,50.0,9.45,90.55,-31.62,-100.0,36.76,-0.6324,2.0,,2,-31.62,0,,0,
HR20=90 CV<==0.8,3,2,1,1,1,0,50.0,9.45,90.55,-31.62,-100.0,36.76,-0.6324,2.0,,2,-31.62,0,,0,
HR20=90 CV<==0.9,3,2,1,1,1,0,50.0,9.45,90.55,-31.62,-100.0,36.76,-0.6324,2.0,,2,-31.62,0,,0,
HR20=90 CV<==1.0,3,2,1,1,1,0,50.0,9.45,90.55,-31.62,-100.0,36.76,-0.6324,2.0,,2,-31.62,0,,0,
HR20=90 CV<==1.1,3,2,1,1,1,0,50.0,9.45,90.55,-31.62,-100.0,36.76,-0.6324,2.0,,2,-31.62,0,,0,
HR20=85 CV<==0.4,5,3,2,2,1,0,66.67,20.77,93.85,-3.06,-100.0,54.05,-0.0918,3.0,,2,-31.62,1,54.05,0,
HR20=85 CV<==0.5,5,3,2,2,1,0,66.67,20.77,93.85,-3.06,-100.0,54.05,-0.0918,3.0,,2,-31.62,1,54.05,0,
HR20=85 CV<==0.6,5,3,2,2,1,0,66.67,20.77,93.85,-3.06,-100.0,54.05,-0.0918,3.0,,2,-31.62,1,54.05,0,
HR20=85 CV<==0.7,5,3,2,2,1,0,66.67,20.77,93.85,-3.06,-100.0,54.05,-0.0918,3.0,,2,-31.62,1,54.05,0,
HR20=85 CV<==0.8,5,3,2,2,1,0,66.67,20.77,93.85,-3.06,-100.0,54.05,-0.0918,3.0,,2,-31.62,1,54.05,0,
HR20=85 CV<==0.9,5,3,2,2,1,0,66.67,20.77,93.85,-3.06,-100.0,54.05,-0.0918,3.0,,2,-31.62,1,54.05,0,
HR20=85 CV<==1.0,5,3,2,2,1,0,66.67,20.77,93.85,-3.06,-100.0,54.05,-0.0918,3.0,,2,-31.62,1,54.05,0,
HR20=85 CV<==1.1,5,3,2,2,1,0,66.67,20.77,93.85,-3.06,-100.0,54.05,-0.0918,3.0,,2,-31.62,1,54.05,0,
HR20=80 CV<==0.4,7,5,2,4,1,0,80.0,37.55,96.38,12.17,-45.63,46.42,0.6087,5.0,,2,-31.62,3,41.37,0,
HR20=80 CV<==0.5,9,6,3,4,2,0,66.67,30.0,90.32,-6.52,-54.99,41.67,-0.3913,6.0,,2,-31.62,4,6.03,0,
HR20=80 CV<==0.6,9,6,3,4,2,0,66.67,30.0,90.32,-6.52,-54.99,41.67,-0.3913,6.0,,2,-31.62,4,6.03,0,
HR20=80 CV<==0.7,9,6,3,4,2,0,66.67,30.0,90.32,-6.52,-54.99,41.67,-0.3913,6.0,,2,-31.62,4,6.03,0,
HR20=80 CV<==0.8,9,6,3,4,2,0,66.67,30.0,90.32,-6.52,-54.99,41.67,-0.3913,6.0,,2,-31.62,4,6.03,0,
HR20=80 CV<==0.9,9,6,3,4,2,0,66.67,30.0,90.32,-6.52,-54.99,41.67,-0.3913,6.0,,2,-31.62,4,6.03,0,
HR20=80 CV<==1.0,9,6,3,4,2,0,66.67,30.0,90.32,-6.52,-54.99,41.67,-0.3913,6.0,,2,-31.62,4,6.03,0,
HR20=80 CV<==1.1,9,6,3,4,2,0,66.67,30.0,90.32,-6.52,-54.99,41.67,-0.3913,6.0,,2,-31.62,4,6.03,0,
HR20=75 CV<==0.4,10,7,3,4,3,0,57.14,25.05,84.18,-19.88,-77.99,24.64,-1.3913,7.0,,3,-54.41,4,6.03,0,
HR20=75 CV<==0.5,12,8,4,4,4,0,50.0,21.52,78.48,-29.89,-82.9,18.37,-2.3913,8.0,,3,-54.41,5,-15.18,0,
HR20=75 CV<==0.6,12,8,4,4,4,0,50.0,21.52,78.48,-29.89,-82.9,18.37,-2.3913,8.0,,3,-54.41,5,-15.18,0,
HR20=75 CV<==0.7,12,8,4,4,4,0,50.0,21.52,78.48,-29.89,-82.9,18.37,-2.3913,8.0,,3,-54.41,5,-15.18,0,
HR20=75 CV<==0.8,12,8,4,4,4,0,50.0,21.52,78.48,-29.89,-82.9,18.37,-2.3913,8.0,,3,-54.41,5,-15.18,0,
HR20=75 CV<==0.9,12,8,4,4,4,0,50.0,21.52,78.48,-29.89,-82.9,18.37,-2.3913,8.0,,3,-54.41,5,-15.18,0,
HR20=75 CV<==1.0,12,8,4,4,4,0,50.0,21.52,78.48,-29.89,-82.9,18.37,-2.3913,8.0,,3,-54.41,5,-15.18,0,
HR20=75 CV<==1.1,12,8,4,4,4,0,50.0,21.52,78.48,-29.89,-82.9,18.37,-2.3913,8.0,,3,-54.41,5,-15.18,0,
HR20=70 CV<==0.4,22,14,8,9,5,0,64.29,38.76,83.66,2.43,-38.5,43.52,0.3397,14.0,,6,19.98,8,-10.74,0,
HR20=70 CV<==0.5,28,17,11,11,6,0,64.71,41.3,82.69,2.73,-37.37,36.38,0.4647,17.0,,7,26.05,10,-13.59,0,
HR20=70 CV<==0.6,29,18,11,12,6,0,66.67,43.75,83.72,4.72,-32.98,39.01,0.8493,18.0,,7,26.05,11,-8.86,0,
HR20=70 CV<==0.7,29,18,11,12,6,0,66.67,43.75,83.72,4.72,-32.98,39.01,0.8493,18.0,,7,26.05,11,-8.86,0,
HR20=70 CV<==0.8,30,18,12,12,6,0,66.67,43.75,83.72,4.72,-32.98,39.01,0.8493,18.0,,7,26.05,11,-8.86,0,
HR20=70 CV<==0.9,30,18,12,12,6,0,66.67,43.75,83.72,4.72,-32.98,39.01,0.8493,18.0,,7,26.05,11,-8.86,0,
HR20=70 CV<==1.0,30,18,12,12,6,0,66.67,43.75,83.72,4.72,-32.98,39.01,0.8493,18.0,,7,26.05,11,-8.86,0,
HR20=70 CV<==1.1,30,18,12,12,6,0,66.67,43.75,83.72,4.72,-32.98,39.01,0.8493,18.0,,7,26.05,11,-8.86,0,
HR20=65 CV<==0.4,34,22,12,16,6,0,72.73,51.85,86.85,10.85,-16.81,39.2,2.3867,22.0,0.5871,7,2.84,15,14.59,0,
HR20=65 CV<==0.5,46,30,16,20,10,0,66.67,48.78,80.77,2.1,-25.99,25.67,0.6288,30.0,0.44,9,16.56,21,-4.1,0,
HR20=65 CV<==0.6,47,31,16,21,10,0,67.74,50.14,81.43,3.27,-23.03,28.77,1.0134,31.0,0.4671,9,16.56,22,-2.17,0,
HR20=65 CV<==0.7,48,32,16,22,10,0,68.75,51.43,82.05,4.81,-20.74,28.95,1.5397,32.0,0.4971,10,20.17,22,-2.17,0,
HR20=65 CV<==0.8,49,32,17,22,10,0,68.75,51.43,82.05,4.81,-20.74,28.95,1.5397,32.0,0.4971,10,20.17,22,-2.17,0,
HR20=65 CV<==0.9,50,33,17,23,10,0,69.7,52.66,82.62,6.03,-19.25,29.96,1.9902,33.0,0.5232,10,20.17,23,-0.11,0,
HR20=65 CV<==1.0,50,33,17,23,10,0,69.7,52.66,82.62,6.03,-19.25,29.96,1.9902,33.0,0.5232,10,20.17,23,-0.11,0,
HR20=65 CV<==1.1,50,33,17,23,10,0,69.7,52.66,82.62,6.03,-19.25,29.96,1.9902,33.0,0.5232,10,20.17,23,-0.11,0,
HR20=60 CV<==0.4,59,36,23,27,9,0,75.0,58.93,86.25,18.05,-6.74,39.36,6.498,36.0,0.6852,17,14.5,19,21.23,0,
HR20=60 CV<==0.5,76,47,29,33,14,0,70.21,56.02,81.35,9.91,-11.48,30.06,4.6592,47.0,0.5967,20,13.78,27,7.05,0,
HR20=60 CV<==0.6,86,55,31,39,16,0,70.91,57.86,81.23,9.13,-10.15,27.4,5.021,55.0,0.6138,22,9.64,33,8.79,0,
HR20=60 CV<==0.7,89,58,31,41,17,0,70.69,57.99,80.82,8.47,-10.7,28.03,4.9109,58.0,0.6105,24,6.86,34,9.6,0,
HR20=60 CV<==0.8,90,58,32,41,17,0,70.69,57.99,80.82,8.47,-10.7,28.03,4.9109,58.0,0.6105,24,6.86,34,9.6,0,
HR20=60 CV<==0.9,91,59,32,42,17,0,71.19,58.62,81.16,9.09,-8.8,26.31,5.3614,59.0,0.625,24,6.86,35,10.61,0,
HR20=60 CV<==1.0,91,59,32,42,17,0,71.19,58.62,81.16,9.09,-8.8,26.31,5.3614,59.0,0.625,24,6.86,35,10.61,0,
HR20=60 CV<==1.1,91,59,32,42,17,0,71.19,58.62,81.16,9.09,-8.8,26.31,5.3614,59.0,0.625,24,6.86,35,10.61,0,
HR20=55 CV<==0.4,72,46,26,33,13,0,71.74,57.45,82.68,13.17,-8.39,33.99,6.0601,46.0,0.6464,20,8.57,26,16.71,0,
HR20=55 CV<==0.5,106,67,39,48,19,0,71.64,59.91,81.03,12.9,-5.22,29.52,8.6419,67.0,0.6849,28,20.66,39,7.32,0,
HR20=55 CV<==0.6,122,80,42,57,23,0,71.25,60.54,80.01,10.68,-6.47,26.7,8.5444,80.0,0.684,31,18.84,49,5.52,0,
HR20=55 CV<==0.7,127,85,42,60,25,0,70.59,60.18,79.21,9.22,-6.39,24.23,7.8343,85.0,0.6713,33,16.26,52,4.75,0,
HR20=55 CV<==0.8,131,86,45,60,26,0,69.77,59.39,78.46,7.95,-8.14,22.24,6.8343,86.0,0.6504,33,16.26,53,2.77,0,
HR20=55 CV<==0.9,132,87,45,61,26,0,70.11,59.81,78.72,8.37,-7.52,23.26,7.2848,87.0,0.6608,33,16.26,54,3.55,0,
HR20=55 CV<==1.0,132,87,45,61,26,0,70.11,59.81,78.72,8.37,-7.52,23.26,7.2848,87.0,0.6608,33,16.26,54,3.55,0,
HR20=55 CV<==1.1,132,87,45,61,26,0,70.11,59.81,78.72,8.37,-7.52,23.26,7.2848,87.0,0.6608,33,16.26,54,3.55,0,
