month,family,side,band,cfg,n,gr,w,l,HR_pct,ROI_pct,ROI_lo,ROI_hi,P_and_L,consist,grd_days
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥-/CV≤0.45/μ≥-/TP≥-,49,48,42,6,87.5,3.45,-7.73,14.63,1.655,0.76,25
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥-/CV≤0.45/μ≥0.0/TP≥-,43,43,38,5,88.37,4.46,-7.0,15.92,1.918,0.783,23
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥-/CV≤0.45/μ≥0.5/TP≥-,42,42,38,4,90.48,6.95,-3.68,17.57,2.918,0.826,23
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥-/CV≤0.45/μ≥1.0/TP≥-,34,34,30,4,88.24,4.29,-8.71,17.29,1.458,0.81,21
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥-/CV≤0.4/μ≥-/TP≥-,38,37,32,5,86.49,2.3,-10.92,15.51,0.85,0.783,23
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥-/CV≤0.4/μ≥0.0/TP≥-,32,32,28,4,87.5,3.48,-10.3,17.25,1.112,0.8,20
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥-/CV≤0.4/μ≥0.5/TP≥-,31,31,28,3,90.32,6.81,-5.7,19.33,2.112,0.85,20
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥-5.0/CV≤-/μ≥-/TP≥-,44,43,38,5,88.37,4.52,-6.95,15.99,1.942,0.75,20
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥-5.0/CV≤-/μ≥0.0/TP≥-,44,43,38,5,88.37,4.52,-6.95,15.99,1.942,0.75,20
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥-5.0/CV≤-/μ≥0.5/TP≥-,44,43,38,5,88.37,4.52,-6.95,15.99,1.942,0.75,20
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥-5.0/CV≤-/μ≥1.0/TP≥-,44,43,38,5,88.37,4.52,-6.95,15.99,1.942,0.75,20
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥-5.0/CV≤0.7/μ≥-/TP≥-,43,42,37,5,88.1,4.21,-7.52,15.94,1.768,0.75,20
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥-5.0/CV≤0.7/μ≥0.0/TP≥-,43,42,37,5,88.1,4.21,-7.52,15.94,1.768,0.75,20
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥-5.0/CV≤0.7/μ≥0.5/TP≥-,43,42,37,5,88.1,4.21,-7.52,15.94,1.768,0.75,20
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥-5.0/CV≤0.7/μ≥1.0/TP≥-,43,42,37,5,88.1,4.21,-7.52,15.94,1.768,0.75,20
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥-5.0/CV≤0.6/μ≥-/TP≥-,42,41,36,5,87.8,3.89,-8.11,15.89,1.594,0.75,20
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥-5.0/CV≤0.6/μ≥0.0/TP≥-,42,41,36,5,87.8,3.89,-8.11,15.89,1.594,0.75,20
