month,family,side,band,cfg,n,gr,w,l,HR_pct,ROI_pct,ROI_lo,ROI_hi,P_and_L,consist,grd_days
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤-/μ≥0.5/TP≥50,311,280,214,66,76.43,-4.26,-10.52,2.0,-11.937,0.385,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤-/μ≥0.5/TP≥55,311,280,214,66,76.43,-4.26,-10.52,2.0,-11.937,0.385,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤-/μ≥0.5/TP≥60,311,280,214,66,76.43,-4.26,-10.52,2.0,-11.937,0.385,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤-/μ≥0.5/TP≥65,310,279,213,66,76.34,-4.37,-10.65,1.91,-12.186,0.308,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤-/μ≥1.0/TP≥-,178,160,128,32,80.0,0.36,-7.46,8.19,0.583,0.538,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤-/μ≥1.0/TP≥50,178,160,128,32,80.0,0.36,-7.46,8.19,0.583,0.538,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤-/μ≥1.0/TP≥55,178,160,128,32,80.0,0.36,-7.46,8.19,0.583,0.538,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤-/μ≥1.0/TP≥60,178,160,128,32,80.0,0.36,-7.46,8.19,0.583,0.538,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤-/μ≥1.0/TP≥65,178,160,128,32,80.0,0.36,-7.46,8.19,0.583,0.538,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.7/μ≥-/TP≥-,141,128,90,38,70.31,-11.93,-21.92,-1.95,-15.275,0.308,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.7/μ≥-/TP≥50,141,128,90,38,70.31,-11.93,-21.92,-1.95,-15.275,0.308,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.7/μ≥-/TP≥55,141,128,90,38,70.31,-11.93,-21.92,-1.95,-15.275,0.308,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.7/μ≥-/TP≥60,141,128,90,38,70.31,-11.93,-21.92,-1.95,-15.275,0.308,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.7/μ≥-/TP≥65,138,125,88,37,70.4,-11.93,-22.01,-1.85,-14.916,0.167,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.7/μ≥0.0/TP≥-,141,128,90,38,70.31,-11.93,-21.92,-1.95,-15.275,0.308,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.7/μ≥0.0/TP≥50,141,128,90,38,70.31,-11.93,-21.92,-1.95,-15.275,0.308,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.7/μ≥0.0/TP≥55,141,128,90,38,70.31,-11.93,-21.92,-1.95,-15.275,0.308,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.7/μ≥0.0/TP≥60,141,128,90,38,70.31,-11.93,-21.92,-1.95,-15.275,0.308,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.7/μ≥0.0/TP≥65,138,125,88,37,70.4,-11.93,-22.01,-1.85,-14.916,0.167,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.7/μ≥0.5/TP≥-,115,104,76,28,73.08,-8.57,-19.32,2.18,-8.91,0.25,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.7/μ≥0.5/TP≥50,115,104,76,28,73.08,-8.57,-19.32,2.18,-8.91,0.25,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.7/μ≥0.5/TP≥55,115,104,76,28,73.08,-8.57,-19.32,2.18,-8.91,0.25,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.7/μ≥0.5/TP≥60,115,104,76,28,73.08,-8.57,-19.32,2.18,-8.91,0.25,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.7/μ≥0.5/TP≥65,115,104,76,28,73.08,-8.57,-19.32,2.18,-8.91,0.25,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.7/μ≥1.0/TP≥-,65,57,44,13,77.19,-2.75,-16.64,11.13,-1.568,0.545,11
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.7/μ≥1.0/TP≥50,65,57,44,13,77.19,-2.75,-16.64,11.13,-1.568,0.545,11
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.7/μ≥1.0/TP≥55,65,57,44,13,77.19,-2.75,-16.64,11.13,-1.568,0.545,11
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.7/μ≥1.0/TP≥60,65,57,44,13,77.19,-2.75,-16.64,11.13,-1.568,0.545,11
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.7/μ≥1.0/TP≥65,65,57,44,13,77.19,-2.75,-16.64,11.13,-1.568,0.545,11
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.6/μ≥-/TP≥-,63,58,38,20,65.52,-18.84,-34.18,-3.5,-10.928,0.333,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.6/μ≥-/TP≥50,63,58,38,20,65.52,-18.84,-34.18,-3.5,-10.928,0.333,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.6/μ≥-/TP≥55,63,58,38,20,65.52,-18.84,-34.18,-3.5,-10.928,0.333,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.6/μ≥-/TP≥60,63,58,38,20,65.52,-18.84,-34.18,-3.5,-10.928,0.333,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.6/μ≥-/TP≥65,62,57,38,19,66.67,-17.42,-32.77,-2.07,-9.928,0.333,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.6/μ≥0.0/TP≥-,63,58,38,20,65.52,-18.84,-34.18,-3.5,-10.928,0.333,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.6/μ≥0.0/TP≥50,63,58,38,20,65.52,-18.84,-34.18,-3.5,-10.928,0.333,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.6/μ≥0.0/TP≥55,63,58,38,20,65.52,-18.84,-34.18,-3.5,-10.928,0.333,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.6/μ≥0.0/TP≥60,63,58,38,20,65.52,-18.84,-34.18,-3.5,-10.928,0.333,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.6/μ≥0.0/TP≥65,62,57,38,19,66.67,-17.42,-32.77,-2.07,-9.928,0.333,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.6/μ≥0.5/TP≥-,50,45,32,13,71.11,-11.56,-28.28,5.16,-5.201,0.455,11
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.6/μ≥0.5/TP≥50,50,45,32,13,71.11,-11.56,-28.28,5.16,-5.201,0.455,11
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.6/μ≥0.5/TP≥55,50,45,32,13,71.11,-11.56,-28.28,5.16,-5.201,0.455,11
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.6/μ≥0.5/TP≥60,50,45,32,13,71.11,-11.56,-28.28,5.16,-5.201,0.455,11
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.6/μ≥0.5/TP≥65,50,45,32,13,71.11,-11.56,-28.28,5.16,-5.201,0.455,11
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.5/μ≥-/TP≥-,42,39,26,13,66.67,-17.19,-35.87,1.5,-6.702,0.2,10
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.5/μ≥-/TP≥50,42,39,26,13,66.67,-17.19,-35.87,1.5,-6.702,0.2,10
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.5/μ≥-/TP≥55,42,39,26,13,66.67,-17.19,-35.87,1.5,-6.702,0.2,10
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.5/μ≥-/TP≥60,42,39,26,13,66.67,-17.19,-35.87,1.5,-6.702,0.2,10
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.5/μ≥-/TP≥65,41,38,26,12,68.42,-15.01,-33.68,3.67,-5.702,0.2,10
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.5/μ≥0.0/TP≥-,42,39,26,13,66.67,-17.19,-35.87,1.5,-6.702,0.2,10
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.5/μ≥0.0/TP≥50,42,39,26,13,66.67,-17.19,-35.87,1.5,-6.702,0.2,10
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.5/μ≥0.0/TP≥55,42,39,26,13,66.67,-17.19,-35.87,1.5,-6.702,0.2,10
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.5/μ≥0.0/TP≥60,42,39,26,13,66.67,-17.19,-35.87,1.5,-6.702,0.2,10
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-/CV≤0.5/μ≥0.0/TP≥65,41,38,26,12,68.42,-15.01,-33.68,3.67,-5.702,0.2,10
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤-/μ≥-/TP≥-,284,255,200,55,78.43,-1.47,-7.85,4.91,-3.751,0.308,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤-/μ≥-/TP≥50,284,255,200,55,78.43,-1.47,-7.85,4.91,-3.751,0.308,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤-/μ≥-/TP≥55,284,255,200,55,78.43,-1.47,-7.85,4.91,-3.751,0.308,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤-/μ≥-/TP≥60,284,255,200,55,78.43,-1.47,-7.85,4.91,-3.751,0.308,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤-/μ≥-/TP≥65,284,255,200,55,78.43,-1.47,-7.85,4.91,-3.751,0.308,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤-/μ≥0.0/TP≥-,284,255,200,55,78.43,-1.47,-7.85,4.91,-3.751,0.308,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤-/μ≥0.0/TP≥50,284,255,200,55,78.43,-1.47,-7.85,4.91,-3.751,0.308,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤-/μ≥0.0/TP≥55,284,255,200,55,78.43,-1.47,-7.85,4.91,-3.751,0.308,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤-/μ≥0.0/TP≥60,284,255,200,55,78.43,-1.47,-7.85,4.91,-3.751,0.308,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤-/μ≥0.0/TP≥65,284,255,200,55,78.43,-1.47,-7.85,4.91,-3.751,0.308,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤-/μ≥0.5/TP≥-,272,244,191,53,78.28,-1.73,-8.26,4.8,-4.221,0.308,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤-/μ≥0.5/TP≥50,272,244,191,53,78.28,-1.73,-8.26,4.8,-4.221,0.308,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤-/μ≥0.5/TP≥55,272,244,191,53,78.28,-1.73,-8.26,4.8,-4.221,0.308,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤-/μ≥0.5/TP≥60,272,244,191,53,78.28,-1.73,-8.26,4.8,-4.221,0.308,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤-/μ≥0.5/TP≥65,272,244,191,53,78.28,-1.73,-8.26,4.8,-4.221,0.308,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤-/μ≥1.0/TP≥-,177,159,128,31,80.5,1.0,-6.78,8.77,1.583,0.538,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤-/μ≥1.0/TP≥50,177,159,128,31,80.5,1.0,-6.78,8.77,1.583,0.538,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤-/μ≥1.0/TP≥55,177,159,128,31,80.5,1.0,-6.78,8.77,1.583,0.538,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤-/μ≥1.0/TP≥60,177,159,128,31,80.5,1.0,-6.78,8.77,1.583,0.538,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤-/μ≥1.0/TP≥65,177,159,128,31,80.5,1.0,-6.78,8.77,1.583,0.538,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥-/TP≥-,118,106,80,26,75.47,-5.45,-15.79,4.9,-5.774,0.333,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥-/TP≥50,118,106,80,26,75.47,-5.45,-15.79,4.9,-5.774,0.333,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥-/TP≥55,118,106,80,26,75.47,-5.45,-15.79,4.9,-5.774,0.333,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥-/TP≥60,118,106,80,26,75.47,-5.45,-15.79,4.9,-5.774,0.333,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥-/TP≥65,118,106,80,26,75.47,-5.45,-15.79,4.9,-5.774,0.333,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥0.0/TP≥-,118,106,80,26,75.47,-5.45,-15.79,4.9,-5.774,0.333,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥0.0/TP≥50,118,106,80,26,75.47,-5.45,-15.79,4.9,-5.774,0.333,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥0.0/TP≥55,118,106,80,26,75.47,-5.45,-15.79,4.9,-5.774,0.333,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥0.0/TP≥60,118,106,80,26,75.47,-5.45,-15.79,4.9,-5.774,0.333,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥0.0/TP≥65,118,106,80,26,75.47,-5.45,-15.79,4.9,-5.774,0.333,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥0.5/TP≥-,109,98,74,24,75.51,-5.47,-16.22,5.28,-5.357,0.333,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥0.5/TP≥50,109,98,74,24,75.51,-5.47,-16.22,5.28,-5.357,0.333,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥0.5/TP≥55,109,98,74,24,75.51,-5.47,-16.22,5.28,-5.357,0.333,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥0.5/TP≥60,109,98,74,24,75.51,-5.47,-16.22,5.28,-5.357,0.333,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥0.5/TP≥65,109,98,74,24,75.51,-5.47,-16.22,5.28,-5.357,0.333,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥1.0/TP≥-,65,57,44,13,77.19,-2.75,-16.64,11.13,-1.568,0.545,11
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥1.0/TP≥50,65,57,44,13,77.19,-2.75,-16.64,11.13,-1.568,0.545,11
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥1.0/TP≥55,65,57,44,13,77.19,-2.75,-16.64,11.13,-1.568,0.545,11
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥1.0/TP≥60,65,57,44,13,77.19,-2.75,-16.64,11.13,-1.568,0.545,11
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥1.0/TP≥65,65,57,44,13,77.19,-2.75,-16.64,11.13,-1.568,0.545,11
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.6/μ≥-/TP≥-,50,45,34,11,75.56,-6.16,-22.0,9.68,-2.772,0.5,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.6/μ≥-/TP≥50,50,45,34,11,75.56,-6.16,-22.0,9.68,-2.772,0.5,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.6/μ≥-/TP≥55,50,45,34,11,75.56,-6.16,-22.0,9.68,-2.772,0.5,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.6/μ≥-/TP≥60,50,45,34,11,75.56,-6.16,-22.0,9.68,-2.772,0.5,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.6/μ≥-/TP≥65,50,45,34,11,75.56,-6.16,-22.0,9.68,-2.772,0.5,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.6/μ≥0.0/TP≥-,50,45,34,11,75.56,-6.16,-22.0,9.68,-2.772,0.5,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.6/μ≥0.0/TP≥50,50,45,34,11,75.56,-6.16,-22.0,9.68,-2.772,0.5,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.6/μ≥0.0/TP≥55,50,45,34,11,75.56,-6.16,-22.0,9.68,-2.772,0.5,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.6/μ≥0.0/TP≥60,50,45,34,11,75.56,-6.16,-22.0,9.68,-2.772,0.5,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.6/μ≥0.0/TP≥65,50,45,34,11,75.56,-6.16,-22.0,9.68,-2.772,0.5,12
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.6/μ≥0.5/TP≥-,46,41,32,9,78.05,-2.93,-18.96,13.11,-1.201,0.545,11
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.6/μ≥0.5/TP≥50,46,41,32,9,78.05,-2.93,-18.96,13.11,-1.201,0.545,11
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.6/μ≥0.5/TP≥55,46,41,32,9,78.05,-2.93,-18.96,13.11,-1.201,0.545,11
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.6/μ≥0.5/TP≥60,46,41,32,9,78.05,-2.93,-18.96,13.11,-1.201,0.545,11
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.6/μ≥0.5/TP≥65,46,41,32,9,78.05,-2.93,-18.96,13.11,-1.201,0.545,11
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.5/μ≥-/TP≥-,33,30,22,8,73.33,-8.49,-28.65,11.67,-2.547,0.5,10
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.5/μ≥-/TP≥50,33,30,22,8,73.33,-8.49,-28.65,11.67,-2.547,0.5,10
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.5/μ≥-/TP≥55,33,30,22,8,73.33,-8.49,-28.65,11.67,-2.547,0.5,10
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.5/μ≥-/TP≥60,33,30,22,8,73.33,-8.49,-28.65,11.67,-2.547,0.5,10
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.5/μ≥-/TP≥65,33,30,22,8,73.33,-8.49,-28.65,11.67,-2.547,0.5,10
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.5/μ≥0.0/TP≥-,33,30,22,8,73.33,-8.49,-28.65,11.67,-2.547,0.5,10
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.5/μ≥0.0/TP≥50,33,30,22,8,73.33,-8.49,-28.65,11.67,-2.547,0.5,10
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.5/μ≥0.0/TP≥55,33,30,22,8,73.33,-8.49,-28.65,11.67,-2.547,0.5,10
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.5/μ≥0.0/TP≥60,33,30,22,8,73.33,-8.49,-28.65,11.67,-2.547,0.5,10
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥-5.0/CV≤0.5/μ≥0.0/TP≥65,33,30,22,8,73.33,-8.49,-28.65,11.67,-2.547,0.5,10
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥0.0/CV≤-/μ≥-/TP≥-,239,213,167,46,78.4,-1.32,-8.31,5.67,-2.81,0.385,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥0.0/CV≤-/μ≥-/TP≥50,239,213,167,46,78.4,-1.32,-8.31,5.67,-2.81,0.385,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥0.0/CV≤-/μ≥-/TP≥55,239,213,167,46,78.4,-1.32,-8.31,5.67,-2.81,0.385,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥0.0/CV≤-/μ≥-/TP≥60,239,213,167,46,78.4,-1.32,-8.31,5.67,-2.81,0.385,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥0.0/CV≤-/μ≥-/TP≥65,239,213,167,46,78.4,-1.32,-8.31,5.67,-2.81,0.385,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥0.0/CV≤-/μ≥0.0/TP≥-,239,213,167,46,78.4,-1.32,-8.31,5.67,-2.81,0.385,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥0.0/CV≤-/μ≥0.0/TP≥50,239,213,167,46,78.4,-1.32,-8.31,5.67,-2.81,0.385,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥0.0/CV≤-/μ≥0.0/TP≥55,239,213,167,46,78.4,-1.32,-8.31,5.67,-2.81,0.385,13
2026-05,batter_strikeouts,OVER,"[-500,-300]",HR≥-/EDG≥0.0/CV≤-/μ≥0.0/TP≥60,239,213,167,46,78.4,-1.32,-8.31,5.67,-2.81,0.385,13
