band,cfg,hr_min,edg_min,cv_max,mu_min,tp_min,n_total,n_graded,wins,losses,HR_pct,ROI_pct,ROI_lo,ROI_hi,P_and_L,consist,grd_days
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥-/TP≥-,65.91,,,,,617,528,348,180,65.91,-6.21,-11.98,-0.45,-32.811,0.231,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥-/TP≥50,67.15,,,,50.0,570,487,327,160,67.15,-4.49,-10.44,1.46,-21.887,0.308,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥-/TP≥55,67.09,,,,55.0,549,468,314,154,67.09,-4.53,-10.6,1.54,-21.2,0.231,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥-/TP≥60,67.73,,,,60.0,514,437,296,141,67.73,-3.74,-9.99,2.51,-16.347,0.308,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥-/TP≥65,69.21,,,,65.0,451,380,263,117,69.21,-1.7,-8.32,4.91,-6.477,0.385,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥0.0/TP≥-,67.15,,,0.0,,570,487,327,160,67.15,-4.49,-10.44,1.46,-21.887,0.308,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥0.0/TP≥50,67.15,,,0.0,50.0,570,487,327,160,67.15,-4.49,-10.44,1.46,-21.887,0.308,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥0.0/TP≥55,67.09,,,0.0,55.0,549,468,314,154,67.09,-4.53,-10.6,1.54,-21.2,0.231,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥0.0/TP≥60,67.73,,,0.0,60.0,514,437,296,141,67.73,-3.74,-9.99,2.51,-16.347,0.308,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥0.0/TP≥65,69.21,,,0.0,65.0,451,380,263,117,69.21,-1.7,-8.32,4.91,-6.477,0.385,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥0.5/TP≥-,70.42,,,0.5,,346,284,200,84,70.42,-0.14,-7.69,7.42,-0.39,0.538,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥0.5/TP≥50,70.42,,,0.5,50.0,346,284,200,84,70.42,-0.14,-7.69,7.42,-0.39,0.538,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥0.5/TP≥55,70.42,,,0.5,55.0,346,284,200,84,70.42,-0.14,-7.69,7.42,-0.39,0.538,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥0.5/TP≥60,70.42,,,0.5,60.0,346,284,200,84,70.42,-0.14,-7.69,7.42,-0.39,0.538,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥0.5/TP≥65,70.67,,,0.5,65.0,345,283,200,83,70.67,0.22,-7.33,7.76,0.61,0.538,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥1.0/TP≥-,69.06,,,1.0,,167,139,96,43,69.06,-2.13,-13.08,8.83,-2.955,0.385,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥1.0/TP≥50,69.06,,,1.0,50.0,167,139,96,43,69.06,-2.13,-13.08,8.83,-2.955,0.385,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥1.0/TP≥55,69.06,,,1.0,55.0,167,139,96,43,69.06,-2.13,-13.08,8.83,-2.955,0.385,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥1.0/TP≥60,69.06,,,1.0,60.0,167,139,96,43,69.06,-2.13,-13.08,8.83,-2.955,0.385,13
"[-299,-200]",HR≥-/EDG≥-/CV≤-/μ≥1.0/TP≥65,69.06,,,1.0,65.0,167,139,96,43,69.06,-2.13,-13.08,8.83,-2.955,0.385,13
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥-/TP≥-,73.53,,0.7,,,120,102,75,27,73.53,4.09,-8.12,16.29,4.168,0.615,13
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥-/TP≥50,74.26,,0.7,,50.0,119,101,75,26,74.26,5.12,-7.04,17.27,5.168,0.615,13
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥-/TP≥55,74.26,,0.7,,55.0,119,101,75,26,74.26,5.12,-7.04,17.27,5.168,0.615,13
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥-/TP≥60,74.0,,0.7,,60.0,118,100,74,26,74.0,4.67,-7.58,16.91,4.668,0.615,13
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥-/TP≥65,74.74,,0.7,,65.0,113,95,71,24,74.74,5.66,-6.79,18.11,5.377,0.615,13
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥0.0/TP≥-,74.26,,0.7,0.0,,119,101,75,26,74.26,5.12,-7.04,17.27,5.168,0.615,13
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥0.0/TP≥50,74.26,,0.7,0.0,50.0,119,101,75,26,74.26,5.12,-7.04,17.27,5.168,0.615,13
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥0.0/TP≥55,74.26,,0.7,0.0,55.0,119,101,75,26,74.26,5.12,-7.04,17.27,5.168,0.615,13
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥0.0/TP≥60,74.0,,0.7,0.0,60.0,118,100,74,26,74.0,4.67,-7.58,16.91,4.668,0.615,13
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥0.0/TP≥65,74.74,,0.7,0.0,65.0,113,95,71,24,74.74,5.66,-6.79,18.11,5.377,0.615,13
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥0.5/TP≥-,74.32,,0.7,0.5,,90,74,55,19,74.32,4.81,-9.34,18.97,3.563,0.615,13
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥0.5/TP≥50,74.32,,0.7,0.5,50.0,90,74,55,19,74.32,4.81,-9.34,18.97,3.563,0.615,13
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥0.5/TP≥55,74.32,,0.7,0.5,55.0,90,74,55,19,74.32,4.81,-9.34,18.97,3.563,0.615,13
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥0.5/TP≥60,74.32,,0.7,0.5,60.0,90,74,55,19,74.32,4.81,-9.34,18.97,3.563,0.615,13
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥0.5/TP≥65,74.32,,0.7,0.5,65.0,90,74,55,19,74.32,4.81,-9.34,18.97,3.563,0.615,13
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥1.0/TP≥-,69.23,,0.7,1.0,,47,39,27,12,69.23,-2.19,-22.96,18.58,-0.854,0.636,11
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥1.0/TP≥50,69.23,,0.7,1.0,50.0,47,39,27,12,69.23,-2.19,-22.96,18.58,-0.854,0.636,11
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥1.0/TP≥55,69.23,,0.7,1.0,55.0,47,39,27,12,69.23,-2.19,-22.96,18.58,-0.854,0.636,11
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥1.0/TP≥60,69.23,,0.7,1.0,60.0,47,39,27,12,69.23,-2.19,-22.96,18.58,-0.854,0.636,11
"[-299,-200]",HR≥-/EDG≥-/CV≤0.7/μ≥1.0/TP≥65,69.23,,0.7,1.0,65.0,47,39,27,12,69.23,-2.19,-22.96,18.58,-0.854,0.636,11
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥-/TP≥-,69.84,-5.0,,,,439,368,257,111,69.84,-0.7,-7.39,5.99,-2.589,0.462,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥-/TP≥50,69.84,-5.0,,,50.0,439,368,257,111,69.84,-0.7,-7.39,5.99,-2.589,0.462,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥-/TP≥55,69.84,-5.0,,,55.0,439,368,257,111,69.84,-0.7,-7.39,5.99,-2.589,0.462,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥-/TP≥60,69.84,-5.0,,,60.0,439,368,257,111,69.84,-0.7,-7.39,5.99,-2.589,0.462,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥-/TP≥65,70.64,-5.0,,,65.0,431,361,255,106,70.64,0.41,-6.29,7.11,1.468,0.462,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥0.0/TP≥-,69.84,-5.0,,0.0,,439,368,257,111,69.84,-0.7,-7.39,5.99,-2.589,0.462,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥0.0/TP≥50,69.84,-5.0,,0.0,50.0,439,368,257,111,69.84,-0.7,-7.39,5.99,-2.589,0.462,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥0.0/TP≥55,69.84,-5.0,,0.0,55.0,439,368,257,111,69.84,-0.7,-7.39,5.99,-2.589,0.462,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥0.0/TP≥60,69.84,-5.0,,0.0,60.0,439,368,257,111,69.84,-0.7,-7.39,5.99,-2.589,0.462,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥0.0/TP≥65,70.64,-5.0,,0.0,65.0,431,361,255,106,70.64,0.41,-6.29,7.11,1.468,0.462,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥0.5/TP≥-,70.42,-5.0,,0.5,,346,284,200,84,70.42,-0.14,-7.69,7.42,-0.39,0.538,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥0.5/TP≥50,70.42,-5.0,,0.5,50.0,346,284,200,84,70.42,-0.14,-7.69,7.42,-0.39,0.538,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥0.5/TP≥55,70.42,-5.0,,0.5,55.0,346,284,200,84,70.42,-0.14,-7.69,7.42,-0.39,0.538,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥0.5/TP≥60,70.42,-5.0,,0.5,60.0,346,284,200,84,70.42,-0.14,-7.69,7.42,-0.39,0.538,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥0.5/TP≥65,70.67,-5.0,,0.5,65.0,345,283,200,83,70.67,0.22,-7.33,7.76,0.61,0.538,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥1.0/TP≥-,69.06,-5.0,,1.0,,167,139,96,43,69.06,-2.13,-13.08,8.83,-2.955,0.385,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥1.0/TP≥50,69.06,-5.0,,1.0,50.0,167,139,96,43,69.06,-2.13,-13.08,8.83,-2.955,0.385,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥1.0/TP≥55,69.06,-5.0,,1.0,55.0,167,139,96,43,69.06,-2.13,-13.08,8.83,-2.955,0.385,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥1.0/TP≥60,69.06,-5.0,,1.0,60.0,167,139,96,43,69.06,-2.13,-13.08,8.83,-2.955,0.385,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤-/μ≥1.0/TP≥65,69.06,-5.0,,1.0,65.0,167,139,96,43,69.06,-2.13,-13.08,8.83,-2.955,0.385,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥-/TP≥-,75.82,-5.0,0.7,,,108,91,69,22,75.82,7.31,-5.24,19.85,6.65,0.692,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥-/TP≥50,75.82,-5.0,0.7,,50.0,108,91,69,22,75.82,7.31,-5.24,19.85,6.65,0.692,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥-/TP≥55,75.82,-5.0,0.7,,55.0,108,91,69,22,75.82,7.31,-5.24,19.85,6.65,0.692,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥-/TP≥60,75.82,-5.0,0.7,,60.0,108,91,69,22,75.82,7.31,-5.24,19.85,6.65,0.692,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥-/TP≥65,75.82,-5.0,0.7,,65.0,108,91,69,22,75.82,7.31,-5.24,19.85,6.65,0.692,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥0.0/TP≥-,75.82,-5.0,0.7,0.0,,108,91,69,22,75.82,7.31,-5.24,19.85,6.65,0.692,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥0.0/TP≥50,75.82,-5.0,0.7,0.0,50.0,108,91,69,22,75.82,7.31,-5.24,19.85,6.65,0.692,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥0.0/TP≥55,75.82,-5.0,0.7,0.0,55.0,108,91,69,22,75.82,7.31,-5.24,19.85,6.65,0.692,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥0.0/TP≥60,75.82,-5.0,0.7,0.0,60.0,108,91,69,22,75.82,7.31,-5.24,19.85,6.65,0.692,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥0.0/TP≥65,75.82,-5.0,0.7,0.0,65.0,108,91,69,22,75.82,7.31,-5.24,19.85,6.65,0.692,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥0.5/TP≥-,74.32,-5.0,0.7,0.5,,90,74,55,19,74.32,4.81,-9.34,18.97,3.563,0.615,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥0.5/TP≥50,74.32,-5.0,0.7,0.5,50.0,90,74,55,19,74.32,4.81,-9.34,18.97,3.563,0.615,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥0.5/TP≥55,74.32,-5.0,0.7,0.5,55.0,90,74,55,19,74.32,4.81,-9.34,18.97,3.563,0.615,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥0.5/TP≥60,74.32,-5.0,0.7,0.5,60.0,90,74,55,19,74.32,4.81,-9.34,18.97,3.563,0.615,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥0.5/TP≥65,74.32,-5.0,0.7,0.5,65.0,90,74,55,19,74.32,4.81,-9.34,18.97,3.563,0.615,13
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥1.0/TP≥-,69.23,-5.0,0.7,1.0,,47,39,27,12,69.23,-2.19,-22.96,18.58,-0.854,0.636,11
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥1.0/TP≥50,69.23,-5.0,0.7,1.0,50.0,47,39,27,12,69.23,-2.19,-22.96,18.58,-0.854,0.636,11
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥1.0/TP≥55,69.23,-5.0,0.7,1.0,55.0,47,39,27,12,69.23,-2.19,-22.96,18.58,-0.854,0.636,11
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥1.0/TP≥60,69.23,-5.0,0.7,1.0,60.0,47,39,27,12,69.23,-2.19,-22.96,18.58,-0.854,0.636,11
"[-299,-200]",HR≥-/EDG≥-5.0/CV≤0.7/μ≥1.0/TP≥65,69.23,-5.0,0.7,1.0,65.0,47,39,27,12,69.23,-2.19,-22.96,18.58,-0.854,0.636,11
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥-/TP≥-,70.93,0.0,,,,376,313,222,91,70.93,0.99,-6.2,8.18,3.095,0.538,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥-/TP≥50,70.93,0.0,,,50.0,376,313,222,91,70.93,0.99,-6.2,8.18,3.095,0.538,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥-/TP≥55,70.93,0.0,,,55.0,376,313,222,91,70.93,0.99,-6.2,8.18,3.095,0.538,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥-/TP≥60,70.93,0.0,,,60.0,376,313,222,91,70.93,0.99,-6.2,8.18,3.095,0.538,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥-/TP≥65,70.93,0.0,,,65.0,376,313,222,91,70.93,0.99,-6.2,8.18,3.095,0.538,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥0.0/TP≥-,70.93,0.0,,0.0,,376,313,222,91,70.93,0.99,-6.2,8.18,3.095,0.538,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥0.0/TP≥50,70.93,0.0,,0.0,50.0,376,313,222,91,70.93,0.99,-6.2,8.18,3.095,0.538,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥0.0/TP≥55,70.93,0.0,,0.0,55.0,376,313,222,91,70.93,0.99,-6.2,8.18,3.095,0.538,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥0.0/TP≥60,70.93,0.0,,0.0,60.0,376,313,222,91,70.93,0.99,-6.2,8.18,3.095,0.538,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥0.0/TP≥65,70.93,0.0,,0.0,65.0,376,313,222,91,70.93,0.99,-6.2,8.18,3.095,0.538,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥0.5/TP≥-,70.65,0.0,,0.5,,335,276,195,81,70.65,0.27,-7.38,7.92,0.743,0.538,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥0.5/TP≥50,70.65,0.0,,0.5,50.0,335,276,195,81,70.65,0.27,-7.38,7.92,0.743,0.538,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥0.5/TP≥55,70.65,0.0,,0.5,55.0,335,276,195,81,70.65,0.27,-7.38,7.92,0.743,0.538,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥0.5/TP≥60,70.65,0.0,,0.5,60.0,335,276,195,81,70.65,0.27,-7.38,7.92,0.743,0.538,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥0.5/TP≥65,70.65,0.0,,0.5,65.0,335,276,195,81,70.65,0.27,-7.38,7.92,0.743,0.538,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥1.0/TP≥-,69.06,0.0,,1.0,,167,139,96,43,69.06,-2.13,-13.08,8.83,-2.955,0.385,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥1.0/TP≥50,69.06,0.0,,1.0,50.0,167,139,96,43,69.06,-2.13,-13.08,8.83,-2.955,0.385,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥1.0/TP≥55,69.06,0.0,,1.0,55.0,167,139,96,43,69.06,-2.13,-13.08,8.83,-2.955,0.385,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥1.0/TP≥60,69.06,0.0,,1.0,60.0,167,139,96,43,69.06,-2.13,-13.08,8.83,-2.955,0.385,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤-/μ≥1.0/TP≥65,69.06,0.0,,1.0,65.0,167,139,96,43,69.06,-2.13,-13.08,8.83,-2.955,0.385,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥-/TP≥-,75.61,0.0,0.7,,,99,82,62,20,75.61,7.04,-6.22,20.31,5.775,0.692,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥-/TP≥50,75.61,0.0,0.7,,50.0,99,82,62,20,75.61,7.04,-6.22,20.31,5.775,0.692,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥-/TP≥55,75.61,0.0,0.7,,55.0,99,82,62,20,75.61,7.04,-6.22,20.31,5.775,0.692,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥-/TP≥60,75.61,0.0,0.7,,60.0,99,82,62,20,75.61,7.04,-6.22,20.31,5.775,0.692,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥-/TP≥65,75.61,0.0,0.7,,65.0,99,82,62,20,75.61,7.04,-6.22,20.31,5.775,0.692,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥0.0/TP≥-,75.61,0.0,0.7,0.0,,99,82,62,20,75.61,7.04,-6.22,20.31,5.775,0.692,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥0.0/TP≥50,75.61,0.0,0.7,0.0,50.0,99,82,62,20,75.61,7.04,-6.22,20.31,5.775,0.692,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥0.0/TP≥55,75.61,0.0,0.7,0.0,55.0,99,82,62,20,75.61,7.04,-6.22,20.31,5.775,0.692,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥0.0/TP≥60,75.61,0.0,0.7,0.0,60.0,99,82,62,20,75.61,7.04,-6.22,20.31,5.775,0.692,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥0.0/TP≥65,75.61,0.0,0.7,0.0,65.0,99,82,62,20,75.61,7.04,-6.22,20.31,5.775,0.692,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥0.5/TP≥-,74.32,0.0,0.7,0.5,,90,74,55,19,74.32,4.81,-9.34,18.97,3.563,0.615,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥0.5/TP≥50,74.32,0.0,0.7,0.5,50.0,90,74,55,19,74.32,4.81,-9.34,18.97,3.563,0.615,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥0.5/TP≥55,74.32,0.0,0.7,0.5,55.0,90,74,55,19,74.32,4.81,-9.34,18.97,3.563,0.615,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥0.5/TP≥60,74.32,0.0,0.7,0.5,60.0,90,74,55,19,74.32,4.81,-9.34,18.97,3.563,0.615,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥0.5/TP≥65,74.32,0.0,0.7,0.5,65.0,90,74,55,19,74.32,4.81,-9.34,18.97,3.563,0.615,13
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥1.0/TP≥-,69.23,0.0,0.7,1.0,,47,39,27,12,69.23,-2.19,-22.96,18.58,-0.854,0.636,11
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥1.0/TP≥50,69.23,0.0,0.7,1.0,50.0,47,39,27,12,69.23,-2.19,-22.96,18.58,-0.854,0.636,11
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥1.0/TP≥55,69.23,0.0,0.7,1.0,55.0,47,39,27,12,69.23,-2.19,-22.96,18.58,-0.854,0.636,11
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥1.0/TP≥60,69.23,0.0,0.7,1.0,60.0,47,39,27,12,69.23,-2.19,-22.96,18.58,-0.854,0.636,11
"[-299,-200]",HR≥-/EDG≥0.0/CV≤0.7/μ≥1.0/TP≥65,69.23,0.0,0.7,1.0,65.0,47,39,27,12,69.23,-2.19,-22.96,18.58,-0.854,0.636,11
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥-/TP≥-,71.04,5.0,,,,315,259,184,75,71.04,1.01,-6.88,8.89,2.606,0.462,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥-/TP≥50,71.04,5.0,,,50.0,315,259,184,75,71.04,1.01,-6.88,8.89,2.606,0.462,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥-/TP≥55,71.04,5.0,,,55.0,315,259,184,75,71.04,1.01,-6.88,8.89,2.606,0.462,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥-/TP≥60,71.04,5.0,,,60.0,315,259,184,75,71.04,1.01,-6.88,8.89,2.606,0.462,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥-/TP≥65,71.04,5.0,,,65.0,315,259,184,75,71.04,1.01,-6.88,8.89,2.606,0.462,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥0.0/TP≥-,71.04,5.0,,0.0,,315,259,184,75,71.04,1.01,-6.88,8.89,2.606,0.462,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥0.0/TP≥50,71.04,5.0,,0.0,50.0,315,259,184,75,71.04,1.01,-6.88,8.89,2.606,0.462,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥0.0/TP≥55,71.04,5.0,,0.0,55.0,315,259,184,75,71.04,1.01,-6.88,8.89,2.606,0.462,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥0.0/TP≥60,71.04,5.0,,0.0,60.0,315,259,184,75,71.04,1.01,-6.88,8.89,2.606,0.462,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥0.0/TP≥65,71.04,5.0,,0.0,65.0,315,259,184,75,71.04,1.01,-6.88,8.89,2.606,0.462,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥0.5/TP≥-,70.28,5.0,,0.5,,304,249,175,74,70.28,-0.19,-8.28,7.91,-0.467,0.385,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥0.5/TP≥50,70.28,5.0,,0.5,50.0,304,249,175,74,70.28,-0.19,-8.28,7.91,-0.467,0.385,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥0.5/TP≥55,70.28,5.0,,0.5,55.0,304,249,175,74,70.28,-0.19,-8.28,7.91,-0.467,0.385,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥0.5/TP≥60,70.28,5.0,,0.5,60.0,304,249,175,74,70.28,-0.19,-8.28,7.91,-0.467,0.385,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥0.5/TP≥65,70.28,5.0,,0.5,65.0,304,249,175,74,70.28,-0.19,-8.28,7.91,-0.467,0.385,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥1.0/TP≥-,69.57,5.0,,1.0,,166,138,96,42,69.57,-1.42,-12.36,9.53,-1.955,0.385,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥1.0/TP≥50,69.57,5.0,,1.0,50.0,166,138,96,42,69.57,-1.42,-12.36,9.53,-1.955,0.385,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥1.0/TP≥55,69.57,5.0,,1.0,55.0,166,138,96,42,69.57,-1.42,-12.36,9.53,-1.955,0.385,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥1.0/TP≥60,69.57,5.0,,1.0,60.0,166,138,96,42,69.57,-1.42,-12.36,9.53,-1.955,0.385,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤-/μ≥1.0/TP≥65,69.57,5.0,,1.0,65.0,166,138,96,42,69.57,-1.42,-12.36,9.53,-1.955,0.385,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤0.7/μ≥-/TP≥-,73.68,5.0,0.7,,,91,76,56,20,73.68,4.23,-9.89,18.35,3.215,0.538,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤0.7/μ≥-/TP≥50,73.68,5.0,0.7,,50.0,91,76,56,20,73.68,4.23,-9.89,18.35,3.215,0.538,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤0.7/μ≥-/TP≥55,73.68,5.0,0.7,,55.0,91,76,56,20,73.68,4.23,-9.89,18.35,3.215,0.538,13
"[-299,-200]",HR≥-/EDG≥5.0/CV≤0.7/μ≥-/TP≥60,73.68,5.0,0.7,,60.0,91,76,56,20,73.68,4.23,-9.89,18.35,3.215,0.538,13
