combo_label,n_total,n_graded,n_ungraded,wins,losses,pushes,hit_rate_pct,hit_rate_ci95_low,hit_rate_ci95_high,roi_pct,roi_ci95_low,roi_ci95_high,profit_units,stake_units,balanced_score,devig_grd,devig_roi,onesided_std_grd,onesided_std_roi,onesided_alt_grd,onesided_alt_roi
HR20=90 CV<==0.4,12,9,3,6,3,0,66.67,35.42,87.94,-2.64,-52.57,40.04,-0.238,9.0,,8,-7.78,1,38.46,0,
HR20=90 CV<==0.5,14,11,3,7,4,0,63.64,35.38,84.83,-6.8,-48.58,31.99,-0.7478,11.0,,10,-11.32,1,38.46,0,
HR20=90 CV<==0.6,30,23,7,13,10,0,56.52,36.81,74.37,-14.84,-47.88,14.29,-3.4126,23.0,0.0929,21,-13.32,2,-30.77,0,
HR20=90 CV<==0.7,41,32,9,20,12,0,62.5,45.25,77.07,-8.72,-32.8,14.25,-2.7895,32.0,0.2327,26,-13.94,6,13.93,0,
HR20=90 CV<==0.8,42,33,9,20,13,0,60.61,43.68,75.32,-11.48,-35.48,12.29,-3.7895,33.0,0.1819,27,-17.13,6,13.93,0,
HR20=90 CV<==0.9,44,35,9,21,14,0,60.0,43.57,74.45,-12.32,-36.29,12.17,-4.3133,35.0,0.1667,29,-17.76,6,13.93,0,
HR20=90 CV<==1.0,44,35,9,21,14,0,60.0,43.57,74.45,-12.32,-36.29,12.17,-4.3133,35.0,0.1667,29,-17.76,6,13.93,0,
HR20=90 CV<==1.1,44,35,9,21,14,0,60.0,43.57,74.45,-12.32,-36.29,12.17,-4.3133,35.0,0.1667,29,-17.76,6,13.93,0,
HR20=85 CV<==0.4,12,9,3,6,3,0,66.67,35.42,87.94,-2.64,-52.57,40.04,-0.238,9.0,,8,-7.78,1,38.46,0,
HR20=85 CV<==0.5,14,11,3,7,4,0,63.64,35.38,84.83,-6.8,-48.58,31.99,-0.7478,11.0,,10,-11.32,1,38.46,0,
HR20=85 CV<==0.6,43,33,10,19,14,0,57.58,40.81,72.76,-14.46,-40.85,10.57,-4.7722,33.0,0.1142,29,-12.07,4,-31.76,0,
HR20=85 CV<==0.7,56,44,12,27,17,0,61.36,46.62,74.28,-10.79,-32.05,9.79,-4.7491,44.0,0.2029,36,-13.69,8,2.26,0,
HR20=85 CV<==0.8,64,49,15,29,20,0,59.18,45.25,71.78,-13.98,-34.89,6.48,-6.8502,49.0,0.1458,41,-17.15,8,2.26,0,
HR20=85 CV<==0.9,66,51,15,30,21,0,58.82,45.17,71.25,-14.46,-34.5,4.9,-7.374,51.0,0.1374,43,-17.57,8,2.26,0,
HR20=85 CV<==1.0,67,52,15,30,22,0,57.69,44.19,70.13,-16.1,-35.59,3.66,-8.374,52.0,0.1183,44,-19.44,8,2.26,0,
HR20=85 CV<==1.1,67,52,15,30,22,0,57.69,44.19,70.13,-16.1,-35.59,3.66,-8.374,52.0,0.1183,44,-19.44,8,2.26,0,
HR20=80 CV<==0.4,12,9,3,6,3,0,66.67,35.42,87.94,-2.64,-52.57,40.04,-0.238,9.0,,8,-7.78,1,38.46,0,
HR20=80 CV<==0.5,15,12,3,8,4,0,66.67,39.06,86.19,-2.06,-40.52,35.55,-0.2478,12.0,,11,-5.75,1,38.46,0,
HR20=80 CV<==0.6,70,43,27,25,18,0,58.14,43.33,71.62,-13.66,-35.96,8.51,-5.8723,43.0,0.1335,35,-13.46,8,-14.53,0,
HR20=80 CV<==0.7,129,88,41,56,32,0,63.64,53.21,72.92,-6.73,-22.7,7.34,-5.9206,88.0,0.2907,67,-7.99,21,-2.7,0,
HR20=80 CV<==0.8,164,113,51,73,40,0,64.6,55.44,72.81,-5.49,-18.47,6.67,-6.2034,113.0,0.3258,91,-6.57,22,-1.04,0,
HR20=80 CV<==0.9,193,132,61,82,50,0,62.12,53.61,69.94,-8.93,-20.97,3.5,-11.7846,132.0,0.2685,109,-9.68,23,-5.34,0,
HR20=80 CV<==1.0,222,146,76,89,57,0,60.96,52.86,68.49,-10.18,-22.04,1.07,-14.8662,146.0,0.2475,123,-11.09,23,-5.34,0,
HR20=80 CV<==1.1,226,149,77,92,57,0,61.74,53.74,69.16,-8.96,-20.37,2.6,-13.3561,149.0,0.2707,126,-9.62,23,-5.34,0,
HR20=75 CV<==0.4,12,9,3,6,3,0,66.67,35.42,87.94,-2.64,-52.57,40.04,-0.238,9.0,,8,-7.78,1,38.46,0,
HR20=75 CV<==0.5,29,12,17,8,4,0,66.67,39.06,86.19,-2.06,-40.52,35.55,-0.2478,12.0,,11,-5.75,1,38.46,0,
HR20=75 CV<==0.6,96,51,45,30,21,0,58.82,45.17,71.25,-12.03,-33.43,7.93,-6.1356,51.0,0.1617,43,-11.57,8,-14.53,0,
HR20=75 CV<==0.7,202,119,83,76,43,0,63.87,54.93,71.94,-4.61,-17.98,9.04,-5.4882,119.0,0.328,98,-5.02,21,-2.7,0,
HR20=75 CV<==0.8,282,170,112,110,60,0,64.71,57.27,71.49,-3.42,-13.69,7.67,-5.8192,170.0,0.3722,144,-2.98,26,-5.87,0,
