band,cfg,hr_min,edg_min,cv_max,mu_min,tp_min,n_total,n_graded,wins,losses,HR_pct,ROI_pct,ROI_lo,ROI_hi,P_and_L,consist,grd_days
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.45/μ≥-/TP≥65,66.67,-5.0,0.45,,65.0,81,78,52,26,66.67,-5.47,-20.43,9.48,-4.27,0.385,26
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.45/μ≥0.0/TP≥-,66.67,-5.0,0.45,0.0,,84,81,54,27,66.67,-5.3,-20.0,9.4,-4.293,0.385,26
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.45/μ≥0.0/TP≥50,66.67,-5.0,0.45,0.0,50.0,84,81,54,27,66.67,-5.3,-20.0,9.4,-4.293,0.385,26
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.45/μ≥0.0/TP≥55,66.67,-5.0,0.45,0.0,55.0,84,81,54,27,66.67,-5.3,-20.0,9.4,-4.293,0.385,26
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.45/μ≥0.0/TP≥60,66.67,-5.0,0.45,0.0,60.0,84,81,54,27,66.67,-5.3,-20.0,9.4,-4.293,0.385,26
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.45/μ≥0.0/TP≥65,66.67,-5.0,0.45,0.0,65.0,81,78,52,26,66.67,-5.47,-20.43,9.48,-4.27,0.385,26
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.45/μ≥0.5/TP≥-,66.67,-5.0,0.45,0.5,,84,81,54,27,66.67,-5.3,-20.0,9.4,-4.293,0.385,26
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.45/μ≥0.5/TP≥50,66.67,-5.0,0.45,0.5,50.0,84,81,54,27,66.67,-5.3,-20.0,9.4,-4.293,0.385,26
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.45/μ≥0.5/TP≥55,66.67,-5.0,0.45,0.5,55.0,84,81,54,27,66.67,-5.3,-20.0,9.4,-4.293,0.385,26
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.45/μ≥0.5/TP≥60,66.67,-5.0,0.45,0.5,60.0,84,81,54,27,66.67,-5.3,-20.0,9.4,-4.293,0.385,26
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.45/μ≥0.5/TP≥65,66.67,-5.0,0.45,0.5,65.0,81,78,52,26,66.67,-5.47,-20.43,9.48,-4.27,0.385,26
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.45/μ≥1.0/TP≥-,64.29,-5.0,0.45,1.0,,71,70,45,25,64.29,-8.58,-24.68,7.53,-6.004,0.32,25
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.45/μ≥1.0/TP≥50,64.29,-5.0,0.45,1.0,50.0,71,70,45,25,64.29,-8.58,-24.68,7.53,-6.004,0.32,25
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.45/μ≥1.0/TP≥55,64.29,-5.0,0.45,1.0,55.0,71,70,45,25,64.29,-8.58,-24.68,7.53,-6.004,0.32,25
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.45/μ≥1.0/TP≥60,64.29,-5.0,0.45,1.0,60.0,71,70,45,25,64.29,-8.58,-24.68,7.53,-6.004,0.32,25
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.45/μ≥1.0/TP≥65,64.71,-5.0,0.45,1.0,65.0,69,68,44,24,64.71,-8.06,-24.35,8.23,-5.48,0.32,25
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.4/μ≥-/TP≥-,72.41,-5.0,0.4,,,61,58,42,16,72.41,2.75,-13.75,19.25,1.595,0.524,21
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.4/μ≥-/TP≥50,72.41,-5.0,0.4,,50.0,61,58,42,16,72.41,2.75,-13.75,19.25,1.595,0.524,21
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.4/μ≥-/TP≥55,72.41,-5.0,0.4,,55.0,61,58,42,16,72.41,2.75,-13.75,19.25,1.595,0.524,21
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.4/μ≥-/TP≥60,72.41,-5.0,0.4,,60.0,61,58,42,16,72.41,2.75,-13.75,19.25,1.595,0.524,21
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.4/μ≥-/TP≥65,73.21,-5.0,0.4,,65.0,59,56,41,15,73.21,3.78,-12.84,20.41,2.119,0.571,21
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.4/μ≥0.0/TP≥-,72.41,-5.0,0.4,0.0,,61,58,42,16,72.41,2.75,-13.75,19.25,1.595,0.524,21
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.4/μ≥0.0/TP≥50,72.41,-5.0,0.4,0.0,50.0,61,58,42,16,72.41,2.75,-13.75,19.25,1.595,0.524,21
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.4/μ≥0.0/TP≥55,72.41,-5.0,0.4,0.0,55.0,61,58,42,16,72.41,2.75,-13.75,19.25,1.595,0.524,21
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.4/μ≥0.0/TP≥60,72.41,-5.0,0.4,0.0,60.0,61,58,42,16,72.41,2.75,-13.75,19.25,1.595,0.524,21
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.4/μ≥0.0/TP≥65,73.21,-5.0,0.4,0.0,65.0,59,56,41,15,73.21,3.78,-12.84,20.41,2.119,0.571,21
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.4/μ≥0.5/TP≥-,72.41,-5.0,0.4,0.5,,61,58,42,16,72.41,2.75,-13.75,19.25,1.595,0.524,21
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.4/μ≥0.5/TP≥50,72.41,-5.0,0.4,0.5,50.0,61,58,42,16,72.41,2.75,-13.75,19.25,1.595,0.524,21
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.4/μ≥0.5/TP≥55,72.41,-5.0,0.4,0.5,55.0,61,58,42,16,72.41,2.75,-13.75,19.25,1.595,0.524,21
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.4/μ≥0.5/TP≥60,72.41,-5.0,0.4,0.5,60.0,61,58,42,16,72.41,2.75,-13.75,19.25,1.595,0.524,21
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.4/μ≥0.5/TP≥65,73.21,-5.0,0.4,0.5,65.0,59,56,41,15,73.21,3.78,-12.84,20.41,2.119,0.571,21
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.4/μ≥1.0/TP≥-,70.0,-5.0,0.4,1.0,,51,50,35,15,70.0,-0.43,-18.72,17.85,-0.216,0.381,21
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.4/μ≥1.0/TP≥50,70.0,-5.0,0.4,1.0,50.0,51,50,35,15,70.0,-0.43,-18.72,17.85,-0.216,0.381,21
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.4/μ≥1.0/TP≥55,70.0,-5.0,0.4,1.0,55.0,51,50,35,15,70.0,-0.43,-18.72,17.85,-0.216,0.381,21
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.4/μ≥1.0/TP≥60,70.0,-5.0,0.4,1.0,60.0,51,50,35,15,70.0,-0.43,-18.72,17.85,-0.216,0.381,21
"[-299,-200]",HR≥50/EDG≥-5.0/CV≤0.4/μ≥1.0/TP≥65,70.83,-5.0,0.4,1.0,65.0,49,48,34,14,70.83,0.64,-17.86,19.14,0.308,0.429,21
"[-299,-200]",HR≥50/EDG≥0.0/CV≤-/μ≥-/TP≥-,69.67,0.0,,,,123,122,85,37,69.67,-1.14,-12.79,10.5,-1.395,0.481,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤-/μ≥-/TP≥50,69.67,0.0,,,50.0,123,122,85,37,69.67,-1.14,-12.79,10.5,-1.395,0.481,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤-/μ≥-/TP≥55,69.67,0.0,,,55.0,123,122,85,37,69.67,-1.14,-12.79,10.5,-1.395,0.481,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤-/μ≥-/TP≥60,69.67,0.0,,,60.0,123,122,85,37,69.67,-1.14,-12.79,10.5,-1.395,0.481,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤-/μ≥-/TP≥65,70.34,0.0,,,65.0,119,118,83,35,70.34,-0.3,-12.05,11.46,-0.351,0.481,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤-/μ≥0.0/TP≥-,69.67,0.0,,0.0,,123,122,85,37,69.67,-1.14,-12.79,10.5,-1.395,0.481,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤-/μ≥0.0/TP≥50,69.67,0.0,,0.0,50.0,123,122,85,37,69.67,-1.14,-12.79,10.5,-1.395,0.481,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤-/μ≥0.0/TP≥55,69.67,0.0,,0.0,55.0,123,122,85,37,69.67,-1.14,-12.79,10.5,-1.395,0.481,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤-/μ≥0.0/TP≥60,69.67,0.0,,0.0,60.0,123,122,85,37,69.67,-1.14,-12.79,10.5,-1.395,0.481,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤-/μ≥0.0/TP≥65,70.34,0.0,,0.0,65.0,119,118,83,35,70.34,-0.3,-12.05,11.46,-0.351,0.481,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤-/μ≥0.5/TP≥-,69.67,0.0,,0.5,,123,122,85,37,69.67,-1.14,-12.79,10.5,-1.395,0.481,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤-/μ≥0.5/TP≥50,69.67,0.0,,0.5,50.0,123,122,85,37,69.67,-1.14,-12.79,10.5,-1.395,0.481,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤-/μ≥0.5/TP≥55,69.67,0.0,,0.5,55.0,123,122,85,37,69.67,-1.14,-12.79,10.5,-1.395,0.481,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤-/μ≥0.5/TP≥60,69.67,0.0,,0.5,60.0,123,122,85,37,69.67,-1.14,-12.79,10.5,-1.395,0.481,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤-/μ≥0.5/TP≥65,70.34,0.0,,0.5,65.0,119,118,83,35,70.34,-0.3,-12.05,11.46,-0.351,0.481,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤-/μ≥1.0/TP≥-,70.34,0.0,,1.0,,118,118,83,35,70.34,-0.14,-11.91,11.64,-0.162,0.481,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤-/μ≥1.0/TP≥50,70.34,0.0,,1.0,50.0,118,118,83,35,70.34,-0.14,-11.91,11.64,-0.162,0.481,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤-/μ≥1.0/TP≥55,70.34,0.0,,1.0,55.0,118,118,83,35,70.34,-0.14,-11.91,11.64,-0.162,0.481,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤-/μ≥1.0/TP≥60,70.34,0.0,,1.0,60.0,118,118,83,35,70.34,-0.14,-11.91,11.64,-0.162,0.481,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤-/μ≥1.0/TP≥65,71.05,0.0,,1.0,65.0,114,114,81,33,71.05,0.77,-11.11,12.66,0.881,0.481,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.7/μ≥-/TP≥-,68.91,0.0,0.7,,,120,119,82,37,68.91,-2.25,-14.12,9.62,-2.679,0.407,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.7/μ≥-/TP≥50,68.91,0.0,0.7,,50.0,120,119,82,37,68.91,-2.25,-14.12,9.62,-2.679,0.407,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.7/μ≥-/TP≥55,68.91,0.0,0.7,,55.0,120,119,82,37,68.91,-2.25,-14.12,9.62,-2.679,0.407,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.7/μ≥-/TP≥60,68.91,0.0,0.7,,60.0,120,119,82,37,68.91,-2.25,-14.12,9.62,-2.679,0.407,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.7/μ≥-/TP≥65,69.57,0.0,0.7,,65.0,116,115,80,35,69.57,-1.42,-13.41,10.57,-1.636,0.444,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.7/μ≥0.0/TP≥-,68.91,0.0,0.7,0.0,,120,119,82,37,68.91,-2.25,-14.12,9.62,-2.679,0.407,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.7/μ≥0.0/TP≥50,68.91,0.0,0.7,0.0,50.0,120,119,82,37,68.91,-2.25,-14.12,9.62,-2.679,0.407,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.7/μ≥0.0/TP≥55,68.91,0.0,0.7,0.0,55.0,120,119,82,37,68.91,-2.25,-14.12,9.62,-2.679,0.407,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.7/μ≥0.0/TP≥60,68.91,0.0,0.7,0.0,60.0,120,119,82,37,68.91,-2.25,-14.12,9.62,-2.679,0.407,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.7/μ≥0.0/TP≥65,69.57,0.0,0.7,0.0,65.0,116,115,80,35,69.57,-1.42,-13.41,10.57,-1.636,0.444,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.7/μ≥0.5/TP≥-,68.91,0.0,0.7,0.5,,120,119,82,37,68.91,-2.25,-14.12,9.62,-2.679,0.407,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.7/μ≥0.5/TP≥50,68.91,0.0,0.7,0.5,50.0,120,119,82,37,68.91,-2.25,-14.12,9.62,-2.679,0.407,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.7/μ≥0.5/TP≥55,68.91,0.0,0.7,0.5,55.0,120,119,82,37,68.91,-2.25,-14.12,9.62,-2.679,0.407,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.7/μ≥0.5/TP≥60,68.91,0.0,0.7,0.5,60.0,120,119,82,37,68.91,-2.25,-14.12,9.62,-2.679,0.407,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.7/μ≥0.5/TP≥65,69.57,0.0,0.7,0.5,65.0,116,115,80,35,69.57,-1.42,-13.41,10.57,-1.636,0.444,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.7/μ≥1.0/TP≥-,69.57,0.0,0.7,1.0,,115,115,80,35,69.57,-1.26,-13.27,10.75,-1.447,0.407,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.7/μ≥1.0/TP≥50,69.57,0.0,0.7,1.0,50.0,115,115,80,35,69.57,-1.26,-13.27,10.75,-1.447,0.407,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.7/μ≥1.0/TP≥55,69.57,0.0,0.7,1.0,55.0,115,115,80,35,69.57,-1.26,-13.27,10.75,-1.447,0.407,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.7/μ≥1.0/TP≥60,69.57,0.0,0.7,1.0,60.0,115,115,80,35,69.57,-1.26,-13.27,10.75,-1.447,0.407,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.7/μ≥1.0/TP≥65,70.27,0.0,0.7,1.0,65.0,111,111,78,33,70.27,-0.36,-12.5,11.77,-0.404,0.444,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.6/μ≥-/TP≥-,68.14,0.0,0.6,,,114,113,77,36,68.14,-3.23,-15.51,9.05,-3.649,0.37,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.6/μ≥-/TP≥50,68.14,0.0,0.6,,50.0,114,113,77,36,68.14,-3.23,-15.51,9.05,-3.649,0.37,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.6/μ≥-/TP≥55,68.14,0.0,0.6,,55.0,114,113,77,36,68.14,-3.23,-15.51,9.05,-3.649,0.37,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.6/μ≥-/TP≥60,68.14,0.0,0.6,,60.0,114,113,77,36,68.14,-3.23,-15.51,9.05,-3.649,0.37,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.6/μ≥-/TP≥65,68.81,0.0,0.6,,65.0,110,109,75,34,68.81,-2.39,-14.81,10.03,-2.606,0.407,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.6/μ≥0.0/TP≥-,68.14,0.0,0.6,0.0,,114,113,77,36,68.14,-3.23,-15.51,9.05,-3.649,0.37,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.6/μ≥0.0/TP≥50,68.14,0.0,0.6,0.0,50.0,114,113,77,36,68.14,-3.23,-15.51,9.05,-3.649,0.37,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.6/μ≥0.0/TP≥55,68.14,0.0,0.6,0.0,55.0,114,113,77,36,68.14,-3.23,-15.51,9.05,-3.649,0.37,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.6/μ≥0.0/TP≥60,68.14,0.0,0.6,0.0,60.0,114,113,77,36,68.14,-3.23,-15.51,9.05,-3.649,0.37,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.6/μ≥0.0/TP≥65,68.81,0.0,0.6,0.0,65.0,110,109,75,34,68.81,-2.39,-14.81,10.03,-2.606,0.407,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.6/μ≥0.5/TP≥-,68.14,0.0,0.6,0.5,,114,113,77,36,68.14,-3.23,-15.51,9.05,-3.649,0.37,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.6/μ≥0.5/TP≥50,68.14,0.0,0.6,0.5,50.0,114,113,77,36,68.14,-3.23,-15.51,9.05,-3.649,0.37,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.6/μ≥0.5/TP≥55,68.14,0.0,0.6,0.5,55.0,114,113,77,36,68.14,-3.23,-15.51,9.05,-3.649,0.37,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.6/μ≥0.5/TP≥60,68.14,0.0,0.6,0.5,60.0,114,113,77,36,68.14,-3.23,-15.51,9.05,-3.649,0.37,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.6/μ≥0.5/TP≥65,68.81,0.0,0.6,0.5,65.0,110,109,75,34,68.81,-2.39,-14.81,10.03,-2.606,0.407,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.6/μ≥1.0/TP≥-,68.81,0.0,0.6,1.0,,109,109,75,34,68.81,-2.22,-14.66,10.22,-2.416,0.407,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.6/μ≥1.0/TP≥50,68.81,0.0,0.6,1.0,50.0,109,109,75,34,68.81,-2.22,-14.66,10.22,-2.416,0.407,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.6/μ≥1.0/TP≥55,68.81,0.0,0.6,1.0,55.0,109,109,75,34,68.81,-2.22,-14.66,10.22,-2.416,0.407,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.6/μ≥1.0/TP≥60,68.81,0.0,0.6,1.0,60.0,109,109,75,34,68.81,-2.22,-14.66,10.22,-2.416,0.407,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.6/μ≥1.0/TP≥65,69.52,0.0,0.6,1.0,65.0,105,105,73,32,69.52,-1.31,-13.89,11.27,-1.373,0.444,27
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.5/μ≥-/TP≥-,67.39,0.0,0.5,,,93,92,62,30,67.39,-4.11,-17.84,9.61,-3.786,0.36,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.5/μ≥-/TP≥50,67.39,0.0,0.5,,50.0,93,92,62,30,67.39,-4.11,-17.84,9.61,-3.786,0.36,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.5/μ≥-/TP≥55,67.39,0.0,0.5,,55.0,93,92,62,30,67.39,-4.11,-17.84,9.61,-3.786,0.36,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.5/μ≥-/TP≥60,67.39,0.0,0.5,,60.0,93,92,62,30,67.39,-4.11,-17.84,9.61,-3.786,0.36,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.5/μ≥-/TP≥65,67.42,0.0,0.5,,65.0,90,89,60,29,67.42,-4.21,-18.15,9.74,-3.743,0.4,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.5/μ≥0.0/TP≥-,67.39,0.0,0.5,0.0,,93,92,62,30,67.39,-4.11,-17.84,9.61,-3.786,0.36,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.5/μ≥0.0/TP≥50,67.39,0.0,0.5,0.0,50.0,93,92,62,30,67.39,-4.11,-17.84,9.61,-3.786,0.36,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.5/μ≥0.0/TP≥55,67.39,0.0,0.5,0.0,55.0,93,92,62,30,67.39,-4.11,-17.84,9.61,-3.786,0.36,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.5/μ≥0.0/TP≥60,67.39,0.0,0.5,0.0,60.0,93,92,62,30,67.39,-4.11,-17.84,9.61,-3.786,0.36,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.5/μ≥0.0/TP≥65,67.42,0.0,0.5,0.0,65.0,90,89,60,29,67.42,-4.21,-18.15,9.74,-3.743,0.4,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.5/μ≥0.5/TP≥-,67.39,0.0,0.5,0.5,,93,92,62,30,67.39,-4.11,-17.84,9.61,-3.786,0.36,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.5/μ≥0.5/TP≥50,67.39,0.0,0.5,0.5,50.0,93,92,62,30,67.39,-4.11,-17.84,9.61,-3.786,0.36,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.5/μ≥0.5/TP≥55,67.39,0.0,0.5,0.5,55.0,93,92,62,30,67.39,-4.11,-17.84,9.61,-3.786,0.36,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.5/μ≥0.5/TP≥60,67.39,0.0,0.5,0.5,60.0,93,92,62,30,67.39,-4.11,-17.84,9.61,-3.786,0.36,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.5/μ≥0.5/TP≥65,67.42,0.0,0.5,0.5,65.0,90,89,60,29,67.42,-4.21,-18.15,9.74,-3.743,0.4,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.5/μ≥1.0/TP≥-,68.18,0.0,0.5,1.0,,88,88,60,28,68.18,-2.9,-16.87,11.06,-2.553,0.44,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.5/μ≥1.0/TP≥50,68.18,0.0,0.5,1.0,50.0,88,88,60,28,68.18,-2.9,-16.87,11.06,-2.553,0.44,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.5/μ≥1.0/TP≥55,68.18,0.0,0.5,1.0,55.0,88,88,60,28,68.18,-2.9,-16.87,11.06,-2.553,0.44,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.5/μ≥1.0/TP≥60,68.18,0.0,0.5,1.0,60.0,88,88,60,28,68.18,-2.9,-16.87,11.06,-2.553,0.44,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.5/μ≥1.0/TP≥65,68.24,0.0,0.5,1.0,65.0,85,85,58,27,68.24,-2.95,-17.14,11.23,-2.51,0.48,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.45/μ≥-/TP≥-,65.22,0.0,0.45,,,70,69,45,24,65.22,-7.27,-23.39,8.86,-5.013,0.4,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.45/μ≥-/TP≥50,65.22,0.0,0.45,,50.0,70,69,45,24,65.22,-7.27,-23.39,8.86,-5.013,0.4,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.45/μ≥-/TP≥55,65.22,0.0,0.45,,55.0,70,69,45,24,65.22,-7.27,-23.39,8.86,-5.013,0.4,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.45/μ≥-/TP≥60,65.22,0.0,0.45,,60.0,70,69,45,24,65.22,-7.27,-23.39,8.86,-5.013,0.4,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.45/μ≥-/TP≥65,65.67,0.0,0.45,,65.0,68,67,44,23,65.67,-6.7,-23.0,9.6,-4.489,0.4,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.45/μ≥0.0/TP≥-,65.22,0.0,0.45,0.0,,70,69,45,24,65.22,-7.27,-23.39,8.86,-5.013,0.4,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.45/μ≥0.0/TP≥50,65.22,0.0,0.45,0.0,50.0,70,69,45,24,65.22,-7.27,-23.39,8.86,-5.013,0.4,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.45/μ≥0.0/TP≥55,65.22,0.0,0.45,0.0,55.0,70,69,45,24,65.22,-7.27,-23.39,8.86,-5.013,0.4,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.45/μ≥0.0/TP≥60,65.22,0.0,0.45,0.0,60.0,70,69,45,24,65.22,-7.27,-23.39,8.86,-5.013,0.4,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.45/μ≥0.0/TP≥65,65.67,0.0,0.45,0.0,65.0,68,67,44,23,65.67,-6.7,-23.0,9.6,-4.489,0.4,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.45/μ≥0.5/TP≥-,65.22,0.0,0.45,0.5,,70,69,45,24,65.22,-7.27,-23.39,8.86,-5.013,0.4,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.45/μ≥0.5/TP≥50,65.22,0.0,0.45,0.5,50.0,70,69,45,24,65.22,-7.27,-23.39,8.86,-5.013,0.4,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.45/μ≥0.5/TP≥55,65.22,0.0,0.45,0.5,55.0,70,69,45,24,65.22,-7.27,-23.39,8.86,-5.013,0.4,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.45/μ≥0.5/TP≥60,65.22,0.0,0.45,0.5,60.0,70,69,45,24,65.22,-7.27,-23.39,8.86,-5.013,0.4,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.45/μ≥0.5/TP≥65,65.67,0.0,0.45,0.5,65.0,68,67,44,23,65.67,-6.7,-23.0,9.6,-4.489,0.4,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.45/μ≥1.0/TP≥-,65.15,0.0,0.45,1.0,,66,66,43,23,65.15,-7.24,-23.76,9.28,-4.781,0.36,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.45/μ≥1.0/TP≥50,65.15,0.0,0.45,1.0,50.0,66,66,43,23,65.15,-7.24,-23.76,9.28,-4.781,0.36,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.45/μ≥1.0/TP≥55,65.15,0.0,0.45,1.0,55.0,66,66,43,23,65.15,-7.24,-23.76,9.28,-4.781,0.36,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.45/μ≥1.0/TP≥60,65.15,0.0,0.45,1.0,60.0,66,66,43,23,65.15,-7.24,-23.76,9.28,-4.781,0.36,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.45/μ≥1.0/TP≥65,65.62,0.0,0.45,1.0,65.0,64,64,42,22,65.62,-6.65,-23.36,10.06,-4.257,0.36,25
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.4/μ≥-/TP≥-,72.0,0.0,0.4,,,51,50,36,14,72.0,2.4,-15.51,20.32,1.201,0.476,21
"[-299,-200]",HR≥50/EDG≥0.0/CV≤0.4/μ≥-/TP≥50,72.0,0.0,0.4,,50.0,51,50,36,14,72.0,2.4,-15.51,20.32,1.201,0.476,21
