family,side,band,fold,cfg,n_total,n_graded,wins,losses,HR_pct,ROI_pct,ROI_lo,ROI_hi,P_and_L,consist,grd_days,max_win_day,max_loss_day
hits,OVER,"[-299,-200]",A: 05-03..06,HR65 loose  HR≥65 EDG≥5  CV≤0.70,21,21,15,6,71.43,2.88,-25.7,31.46,0.604,0.5,4,2026-05-04/3p/+1.37u,2026-05-06/7p/-1.21u
hits,OVER,"[-299,-200]",A: 05-03..06,PROD-strict HR≥75 EDG≥10 CV≤0.50,3,3,3,0,100.0,41.79,34.69,48.88,1.254,1.0,3,2026-05-06/1p/+0.49u,2026-05-05/1p/+0.38u
hits,OVER,"[-299,-200]",B: 05-07..10,loose       EDG≥5  CV≤0.70,30,21,10,11,47.62,-33.14,-63.89,-2.4,-6.96,0.0,3,2026-05-10/8p/-0.93u,2026-05-09/6p/-4.65u
hits,OVER,"[-299,-200]",B: 05-07..10,medium      EDG≥5  CV≤0.50,5,4,2,2,50.0,-29.8,-109.24,49.65,-1.192,0.667,3,2026-05-08/1p/+0.41u,2026-05-09/2p/-2.00u
hits,OVER,"[-299,-200]",B: 05-07..10,edge-loose  EDG≥10 CV≤0.70,26,18,9,9,50.0,-30.02,-63.3,3.25,-5.404,0.0,3,2026-05-08/5p/-0.83u,2026-05-09/5p/-3.65u
hits,OVER,"[-299,-200]",B: 05-07..10,edge-med    EDG≥10 CV≤0.50,5,4,2,2,50.0,-29.8,-109.24,49.65,-1.192,0.667,3,2026-05-08/1p/+0.41u,2026-05-09/2p/-2.00u
hits,OVER,"[-299,-200]",B: 05-07..10,HR65 loose  HR≥65 EDG≥5  CV≤0.70,30,21,10,11,47.62,-33.14,-63.89,-2.4,-6.96,0.0,3,2026-05-10/8p/-0.93u,2026-05-09/6p/-4.65u
hits,OVER,"[-299,-200]",B: 05-07..10,PROD-strict HR≥75 EDG≥10 CV≤0.50,5,4,2,2,50.0,-29.8,-109.24,49.65,-1.192,0.667,3,2026-05-08/1p/+0.41u,2026-05-09/2p/-2.00u
hits,OVER,"[-299,-200]",C: 05-11..15,loose       EDG≥5  CV≤0.70,28,28,18,10,64.29,-8.54,-34.32,17.24,-2.392,0.2,5,2026-05-15/5p/+0.69u,2026-05-11/3p/-1.60u
hits,OVER,"[-299,-200]",C: 05-11..15,medium      EDG≥5  CV≤0.50,1,1,1,0,100.0,47.62,47.62,47.62,0.476,1.0,1,2026-05-13/1p/+0.48u,2026-05-13/1p/+0.48u
hits,OVER,"[-299,-200]",C: 05-11..15,edge-loose  EDG≥10 CV≤0.70,26,26,18,8,69.23,-1.51,-27.32,24.31,-0.392,0.2,5,2026-05-15/4p/+1.69u,2026-05-14/5p/-0.80u
hits,OVER,"[-299,-200]",C: 05-11..15,edge-med    EDG≥10 CV≤0.50,1,1,1,0,100.0,47.62,47.62,47.62,0.476,1.0,1,2026-05-13/1p/+0.48u,2026-05-13/1p/+0.48u
hits,OVER,"[-299,-200]",C: 05-11..15,HR65 loose  HR≥65 EDG≥5  CV≤0.70,28,28,18,10,64.29,-8.54,-34.32,17.24,-2.392,0.2,5,2026-05-15/5p/+0.69u,2026-05-11/3p/-1.60u
hits,OVER,"[-299,-200]",C: 05-11..15,PROD-strict HR≥75 EDG≥10 CV≤0.50,1,1,1,0,100.0,47.62,47.62,47.62,0.476,1.0,1,2026-05-13/1p/+0.48u,2026-05-13/1p/+0.48u
hits,OVER,"[-199,-150]",OVERALL,loose       EDG≥5  CV≤0.70,114,103,68,35,66.02,5.11,-9.54,19.77,5.268,0.583,12,2026-05-03/6p/+3.66u,2026-05-10/15p/-2.31u
hits,OVER,"[-199,-150]",OVERALL,medium      EDG≥5  CV≤0.50,9,8,4,4,50.0,-17.46,-78.61,43.7,-1.397,0.429,7,2026-05-06/1p/+0.67u,2026-05-10/1p/-1.00u
hits,OVER,"[-199,-150]",OVERALL,edge-loose  EDG≥10 CV≤0.70,100,91,59,32,64.84,3.46,-12.3,19.22,3.149,0.667,12,2026-05-08/9p/+3.79u,2026-05-15/9p/-2.62u
hits,OVER,"[-199,-150]",OVERALL,edge-med    EDG≥10 CV≤0.50,9,8,4,4,50.0,-17.46,-78.61,43.7,-1.397,0.429,7,2026-05-06/1p/+0.67u,2026-05-10/1p/-1.00u
hits,OVER,"[-199,-150]",OVERALL,HR65 loose  HR≥65 EDG≥5  CV≤0.70,114,103,68,35,66.02,5.11,-9.54,19.77,5.268,0.583,12,2026-05-03/6p/+3.66u,2026-05-10/15p/-2.31u
hits,OVER,"[-199,-150]",OVERALL,PROD-strict HR≥75 EDG≥10 CV≤0.50,4,4,2,2,50.0,-16.67,-110.97,77.63,-0.667,0.5,4,2026-05-06/1p/+0.67u,2026-05-10/1p/-1.00u
hits,OVER,"[-199,-150]",A: 05-03..06,loose       EDG≥5  CV≤0.70,24,23,18,5,78.26,25.78,-1.98,53.53,5.929,0.75,4,2026-05-03/6p/+3.66u,2026-05-04/4p/-0.77u
hits,OVER,"[-199,-150]",A: 05-03..06,medium      EDG≥5  CV≤0.50,1,1,1,0,100.0,66.67,66.67,66.67,0.667,1.0,1,2026-05-06/1p/+0.67u,2026-05-06/1p/+0.67u
hits,OVER,"[-199,-150]",A: 05-03..06,edge-loose  EDG≥10 CV≤0.70,16,16,13,3,81.25,31.34,-0.65,63.33,5.014,1.0,4,2026-05-03/4p/+2.44u,2026-05-04/3p/+0.23u
hits,OVER,"[-199,-150]",A: 05-03..06,edge-med    EDG≥10 CV≤0.50,1,1,1,0,100.0,66.67,66.67,66.67,0.667,1.0,1,2026-05-06/1p/+0.67u,2026-05-06/1p/+0.67u
hits,OVER,"[-199,-150]",A: 05-03..06,HR65 loose  HR≥65 EDG≥5  CV≤0.70,24,23,18,5,78.26,25.78,-1.98,53.53,5.929,0.75,4,2026-05-03/6p/+3.66u,2026-05-04/4p/-0.77u
hits,OVER,"[-199,-150]",A: 05-03..06,PROD-strict HR≥75 EDG≥10 CV≤0.50,1,1,1,0,100.0,66.67,66.67,66.67,0.667,1.0,1,2026-05-06/1p/+0.67u,2026-05-06/1p/+0.67u
hits,OVER,"[-199,-150]",B: 05-07..10,loose       EDG≥5  CV≤0.70,47,39,25,14,64.1,1.81,-22.44,26.06,0.705,0.333,3,2026-05-08/11p/+3.31u,2026-05-10/15p/-2.31u
hits,OVER,"[-199,-150]",B: 05-07..10,medium      EDG≥5  CV≤0.50,3,2,1,1,50.0,-17.74,-178.97,143.48,-0.355,0.5,2,2026-05-09/1p/+0.65u,2026-05-10/1p/-1.00u
hits,OVER,"[-199,-150]",B: 05-07..10,edge-loose  EDG≥10 CV≤0.70,43,36,23,13,63.89,1.81,-23.57,27.2,0.652,0.333,3,2026-05-08/9p/+3.79u,2026-05-10/15p/-2.31u
hits,OVER,"[-199,-150]",B: 05-07..10,edge-med    EDG≥10 CV≤0.50,3,2,1,1,50.0,-17.74,-178.97,143.48,-0.355,0.5,2,2026-05-09/1p/+0.65u,2026-05-10/1p/-1.00u
hits,OVER,"[-199,-150]",B: 05-07..10,HR65 loose  HR≥65 EDG≥5  CV≤0.70,47,39,25,14,64.1,1.81,-22.44,26.06,0.705,0.333,3,2026-05-08/11p/+3.31u,2026-05-10/15p/-2.31u
hits,OVER,"[-199,-150]",B: 05-07..10,PROD-strict HR≥75 EDG≥10 CV≤0.50,1,1,0,1,0.0,-100.0,-100.0,-100.0,-1.0,0.0,1,2026-05-10/1p/-1.00u,2026-05-10/1p/-1.00u
hits,OVER,"[-199,-150]",C: 05-11..15,loose       EDG≥5  CV≤0.70,43,41,25,16,60.98,-3.33,-27.32,20.66,-1.366,0.6,5,2026-05-12/11p/+1.70u,2026-05-15/10p/-2.10u
hits,OVER,"[-199,-150]",C: 05-11..15,medium      EDG≥5  CV≤0.50,5,5,2,3,40.0,-34.17,-113.19,44.86,-1.708,0.25,4,2026-05-15/1p/+0.62u,2026-05-13/1p/-1.00u
hits,OVER,"[-199,-150]",C: 05-11..15,edge-loose  EDG≥10 CV≤0.70,41,39,23,16,58.97,-6.45,-31.29,18.38,-2.517,0.6,5,2026-05-12/10p/+1.08u,2026-05-15/9p/-2.62u
hits,OVER,"[-199,-150]",C: 05-11..15,edge-med    EDG≥10 CV≤0.50,5,5,2,3,40.0,-34.17,-113.19,44.86,-1.708,0.25,4,2026-05-15/1p/+0.62u,2026-05-13/1p/-1.00u
hits,OVER,"[-199,-150]",C: 05-11..15,HR65 loose  HR≥65 EDG≥5  CV≤0.70,43,41,25,16,60.98,-3.33,-27.32,20.66,-1.366,0.6,5,2026-05-12/11p/+1.70u,2026-05-15/10p/-2.10u
hits,OVER,"[-199,-150]",C: 05-11..15,PROD-strict HR≥75 EDG≥10 CV≤0.50,2,2,1,1,50.0,-16.67,-180.0,146.67,-0.333,0.5,2,2026-05-12/1p/+0.67u,2026-05-14/1p/-1.00u
hits,OVER,"[-149,-110]",OVERALL,loose       EDG≥5  CV≤0.70,28,22,15,7,68.18,21.41,-14.17,56.99,4.71,0.7,10,2026-05-11/3p/+2.30u,2026-05-03/2p/-2.00u
hits,OVER,"[-149,-110]",OVERALL,medium      EDG≥5  CV≤0.50,7,7,4,3,57.14,2.62,-68.63,73.87,0.183,0.571,7,2026-05-11/1p/+0.87u,2026-05-08/1p/-1.00u
hits,OVER,"[-149,-110]",OVERALL,edge-loose  EDG≥10 CV≤0.70,27,21,14,7,66.67,19.14,-17.88,56.17,4.02,0.667,9,2026-05-11/3p/+2.30u,2026-05-03/2p/-2.00u
hits,OVER,"[-149,-110]",OVERALL,edge-med    EDG≥10 CV≤0.50,7,7,4,3,57.14,2.62,-68.63,73.87,0.183,0.571,7,2026-05-11/1p/+0.87u,2026-05-08/1p/-1.00u
hits,OVER,"[-149,-110]",OVERALL,HR65 loose  HR≥65 EDG≥5  CV≤0.70,22,18,11,7,61.11,9.77,-31.97,51.51,1.759,0.556,9,2026-05-11/3p/+2.30u,2026-05-03/2p/-2.00u
hits,OVER,"[-149,-110]",OVERALL,PROD-strict HR≥75 EDG≥10 CV≤0.50,5,5,3,2,60.0,6.28,-78.93,91.48,0.314,0.6,5,2026-05-11/1p/+0.87u,2026-05-08/1p/-1.00u
hits,OVER,"[-149,-110]",A: 05-03..06,loose       EDG≥5  CV≤0.70,7,5,3,2,60.0,2.62,-79.52,84.77,0.131,0.667,3,2026-05-05/2p/+1.44u,2026-05-03/2p/-2.00u
hits,OVER,"[-149,-110]",A: 05-03..06,edge-loose  EDG≥10 CV≤0.70,6,4,2,2,50.0,-13.96,-111.36,83.43,-0.558,0.5,2,2026-05-05/2p/+1.44u,2026-05-03/2p/-2.00u
hits,OVER,"[-149,-110]",A: 05-03..06,HR65 loose  HR≥65 EDG≥5  CV≤0.70,4,3,1,2,33.33,-43.68,-154.07,66.71,-1.31,0.5,2,2026-05-05/1p/+0.69u,2026-05-03/2p/-2.00u
hits,OVER,"[-149,-110]",B: 05-07..10,loose       EDG≥5  CV≤0.70,9,8,4,4,50.0,-10.28,-76.84,56.28,-0.823,0.333,3,2026-05-09/3p/+2.27u,2026-05-10/2p/-2.00u
hits,OVER,"[-149,-110]",B: 05-07..10,medium      EDG≥5  CV≤0.50,3,3,1,2,33.33,-42.34,-155.36,70.69,-1.27,0.333,3,2026-05-09/1p/+0.73u,2026-05-08/1p/-1.00u
hits,OVER,"[-149,-110]",B: 05-07..10,edge-loose  EDG≥10 CV≤0.70,9,8,4,4,50.0,-10.28,-76.84,56.28,-0.823,0.333,3,2026-05-09/3p/+2.27u,2026-05-10/2p/-2.00u
hits,OVER,"[-149,-110]",B: 05-07..10,edge-med    EDG≥10 CV≤0.50,3,3,1,2,33.33,-42.34,-155.36,70.69,-1.27,0.333,3,2026-05-09/1p/+0.73u,2026-05-08/1p/-1.00u
hits,OVER,"[-149,-110]",B: 05-07..10,HR65 loose  HR≥65 EDG≥5  CV≤0.70,8,7,3,4,42.86,-22.74,-94.24,48.76,-1.592,0.333,3,2026-05-09/2p/+1.50u,2026-05-10/2p/-2.00u
hits,OVER,"[-149,-110]",B: 05-07..10,PROD-strict HR≥75 EDG≥10 CV≤0.50,2,2,1,1,50.0,-13.5,-183.04,156.03,-0.27,0.5,2,2026-05-09/1p/+0.73u,2026-05-08/1p/-1.00u
hits,OVER,"[-149,-110]",C: 05-11..15,loose       EDG≥5  CV≤0.70,12,9,8,1,88.89,60.02,20.46,99.57,5.401,1.0,4,2026-05-11/3p/+2.30u,2026-05-13/3p/+0.65u
hits,OVER,"[-149,-110]",C: 05-11..15,medium      EDG≥5  CV≤0.50,4,4,3,1,75.0,36.34,-53.03,125.7,1.453,0.75,4,2026-05-11/1p/+0.87u,2026-05-13/1p/-1.00u
hits,OVER,"[-149,-110]",C: 05-11..15,edge-loose  EDG≥10 CV≤0.70,12,9,8,1,88.89,60.02,20.46,99.57,5.401,1.0,4,2026-05-11/3p/+2.30u,2026-05-13/3p/+0.65u
hits,OVER,"[-149,-110]",C: 05-11..15,edge-med    EDG≥10 CV≤0.50,4,4,3,1,75.0,36.34,-53.03,125.7,1.453,0.75,4,2026-05-11/1p/+0.87u,2026-05-13/1p/-1.00u
hits,OVER,"[-149,-110]",C: 05-11..15,HR65 loose  HR≥65 EDG≥5  CV≤0.70,10,8,7,1,87.5,58.26,13.58,102.94,4.661,0.75,4,2026-05-11/3p/+2.30u,2026-05-13/2p/-0.09u
hits,OVER,"[-149,-110]",C: 05-11..15,PROD-strict HR≥75 EDG≥10 CV≤0.50,3,3,2,1,66.67,19.46,-97.94,136.86,0.584,0.667,3,2026-05-11/1p/+0.87u,2026-05-13/1p/-1.00u
batter_strikeouts,OVER,"[-299,-200]",OVERALL,loose       EDG≥5  CV≤0.70,91,76,56,20,73.68,4.23,-9.89,18.35,3.215,0.538,13,2026-05-09/10p/+2.86u,2026-05-08/6p/-4.60u
batter_strikeouts,OVER,"[-299,-200]",OVERALL,medium      EDG≥5  CV≤0.50,5,5,5,0,100.0,41.0,35.92,46.08,2.05,1.0,4,2026-05-09/2p/+0.86u,2026-05-14/1p/+0.36u
batter_strikeouts,OVER,"[-299,-200]",OVERALL,edge-loose  EDG≥10 CV≤0.70,76,62,45,17,72.58,2.33,-13.48,18.14,1.445,0.692,13,2026-05-09/9p/+2.40u,2026-05-08/5p/-3.60u
batter_strikeouts,OVER,"[-299,-200]",OVERALL,edge-med    EDG≥10 CV≤0.50,5,5,5,0,100.0,41.0,35.92,46.08,2.05,1.0,4,2026-05-09/2p/+0.86u,2026-05-14/1p/+0.36u
batter_strikeouts,OVER,"[-299,-200]",OVERALL,HR65 loose  HR≥65 EDG≥5  CV≤0.70,79,68,49,19,72.06,1.75,-13.44,16.95,1.193,0.538,13,2026-05-06/5p/+2.14u,2026-05-08/5p/-5.00u
batter_strikeouts,OVER,"[-299,-200]",OVERALL,PROD-strict HR≥75 EDG≥10 CV≤0.50,5,5,5,0,100.0,41.0,35.92,46.08,2.05,1.0,4,2026-05-09/2p/+0.86u,2026-05-14/1p/+0.36u
batter_strikeouts,OVER,"[-299,-200]",A: 05-03..06,loose       EDG≥5  CV≤0.70,18,17,14,3,82.35,16.67,-9.88,43.22,2.834,0.5,4,2026-05-06/6p/+2.53u,2026-05-03/6p/-0.36u
batter_strikeouts,OVER,"[-299,-200]",A: 05-03..06,edge-loose  EDG≥10 CV≤0.70,10,9,8,1,88.89,24.19,-6.35,54.73,2.177,1.0,4,2026-05-06/3p/+1.21u,2026-05-03/4p/+0.16u
batter_strikeouts,OVER,"[-299,-200]",A: 05-03..06,HR65 loose  HR≥65 EDG≥5  CV≤0.70,16,15,12,3,80.0,13.02,-16.66,42.71,1.954,0.5,4,2026-05-06/5p/+2.14u,2026-05-03/5p/-0.84u
batter_strikeouts,OVER,"[-299,-200]",B: 05-07..10,loose       EDG≥5  CV≤0.70,38,28,20,8,71.43,1.44,-22.8,25.68,0.403,0.75,4,2026-05-09/10p/+2.86u,2026-05-08/6p/-4.60u
batter_strikeouts,OVER,"[-299,-200]",B: 05-07..10,medium      EDG≥5  CV≤0.50,3,3,3,0,100.0,42.02,33.73,50.32,1.261,1.0,2,2026-05-09/2p/+0.86u,2026-05-10/1p/+0.40u
batter_strikeouts,OVER,"[-299,-200]",B: 05-07..10,edge-loose  EDG≥10 CV≤0.70,35,26,19,7,73.08,3.65,-21.06,28.35,0.948,0.75,4,2026-05-09/9p/+2.40u,2026-05-08/5p/-3.60u
batter_strikeouts,OVER,"[-299,-200]",B: 05-07..10,edge-med    EDG≥10 CV≤0.50,3,3,3,0,100.0,42.02,33.73,50.32,1.261,1.0,2,2026-05-09/2p/+0.86u,2026-05-10/1p/+0.40u
batter_strikeouts,OVER,"[-299,-200]",B: 05-07..10,HR65 loose  HR≥65 EDG≥5  CV≤0.70,32,24,16,8,66.67,-5.58,-32.91,21.75,-1.339,0.75,4,2026-05-09/8p/+1.97u,2026-05-08/5p/-5.00u
batter_strikeouts,OVER,"[-299,-200]",B: 05-07..10,PROD-strict HR≥75 EDG≥10 CV≤0.50,3,3,3,0,100.0,42.02,33.73,50.32,1.261,1.0,2,2026-05-09/2p/+0.86u,2026-05-10/1p/+0.40u
batter_strikeouts,OVER,"[-299,-200]",C: 05-11..15,loose       EDG≥5  CV≤0.70,35,31,22,9,70.97,-0.07,-22.97,22.83,-0.022,0.4,5,2026-05-13/6p/+1.18u,2026-05-15/5p/-0.90u
batter_strikeouts,OVER,"[-299,-200]",C: 05-11..15,medium      EDG≥5  CV≤0.50,2,2,2,0,100.0,39.46,33.39,45.52,0.789,1.0,2,2026-05-12/1p/+0.43u,2026-05-14/1p/+0.36u
