combo_label,n_total,n_graded,n_ungraded,wins,losses,pushes,hit_rate_pct,hit_rate_ci95_low,hit_rate_ci95_high,roi_pct,roi_ci95_low,roi_ci95_high,profit_units,stake_units,balanced_score,devig_grd,devig_roi,onesided_std_grd,onesided_std_roi,onesided_alt_grd,onesided_alt_roi
HR20=90 CV<==0.4,12,11,1,7,4,0,63.64,35.38,84.83,1.93,-46.28,51.47,0.212,11.0,,10,-1.73,1,38.46,0,
HR20=90 CV<==0.5,14,13,1,8,5,0,61.54,35.52,82.29,-2.29,-44.97,41.85,-0.2978,13.0,,12,-5.69,1,38.46,0,
HR20=90 CV<==0.6,30,29,1,16,13,0,55.17,37.55,71.59,-8.01,-36.5,23.19,-2.3226,29.0,,27,-6.32,2,-30.77,0,
HR20=90 CV<==0.7,41,39,2,24,15,0,61.54,45.9,75.11,-3.29,-27.48,19.19,-1.2829,39.0,,33,-6.42,6,13.93,0,
HR20=90 CV<==0.8,42,40,2,24,16,0,60.0,44.6,73.65,-5.71,-31.02,19.14,-2.2829,40.0,,34,-9.17,6,13.93,0,
HR20=90 CV<==0.9,44,42,2,25,17,0,59.52,44.49,72.96,-6.68,-32.44,17.24,-2.8067,42.0,,36,-10.12,6,13.93,0,
HR20=90 CV<==1.0,44,42,2,25,17,0,59.52,44.49,72.96,-6.68,-32.44,17.24,-2.8067,42.0,,36,-10.12,6,13.93,0,
HR20=90 CV<==1.1,44,42,2,25,17,0,59.52,44.49,72.96,-6.68,-32.44,17.24,-2.8067,42.0,,36,-10.12,6,13.93,0,
HR20=85 CV<==0.4,12,11,1,7,4,0,63.64,35.38,84.83,1.93,-46.28,51.47,0.212,11.0,,10,-1.73,1,38.46,0,
HR20=85 CV<==0.5,14,13,1,8,5,0,61.54,35.52,82.29,-2.29,-44.97,41.85,-0.2978,13.0,,12,-5.69,1,38.46,0,
HR20=85 CV<==0.6,43,39,4,22,17,0,56.41,40.98,70.7,-9.44,-36.08,16.22,-3.6822,39.0,,35,-6.89,4,-31.76,0,
HR20=85 CV<==0.7,56,51,5,31,20,0,60.78,47.08,72.97,-6.36,-27.67,13.31,-3.2425,51.0,0.2326,43,-7.96,8,2.26,0,
HR20=85 CV<==0.8,64,56,8,33,23,0,58.93,45.88,70.83,-9.54,-29.25,9.74,-5.3435,56.0,0.1788,48,-11.51,8,2.26,0,
HR20=85 CV<==0.9,66,58,8,34,24,0,58.62,45.8,70.37,-10.12,-32.2,9.1,-5.8673,58.0,0.1696,50,-12.1,8,2.26,0,
HR20=85 CV<==1.0,67,59,8,34,25,0,57.63,44.93,69.39,-11.64,-30.58,7.61,-6.8673,59.0,0.1423,51,-13.82,8,2.26,0,
HR20=85 CV<==1.1,67,59,8,34,25,0,57.63,44.93,69.39,-11.64,-30.58,7.61,-6.8673,59.0,0.1423,51,-13.82,8,2.26,0,
HR20=80 CV<==0.4,12,11,1,7,4,0,63.64,35.38,84.83,1.93,-46.28,51.47,0.212,11.0,,10,-1.73,1,38.46,0,
HR20=80 CV<==0.5,15,14,1,9,5,0,64.29,38.76,83.66,1.44,-41.33,39.47,0.2022,14.0,,13,-1.4,1,38.46,0,
HR20=80 CV<==0.6,70,64,6,36,28,0,56.25,44.09,67.71,-10.15,-29.74,10.72,-6.4988,64.0,0.141,56,-9.53,8,-14.53,0,
HR20=80 CV<==0.7,129,118,11,72,46,0,61.02,52.0,69.34,-5.43,-19.39,8.51,-6.4091,118.0,0.26,97,-6.02,21,-2.7,0,
HR20=80 CV<==0.8,164,144,20,90,54,0,62.5,54.36,69.99,-3.63,-15.96,9.02,-5.2218,144.0,0.3024,122,-4.09,22,-1.04,0,
HR20=80 CV<==0.9,193,168,25,103,65,0,61.31,53.77,68.34,-5.31,-17.04,5.84,-8.9225,168.0,0.2761,145,-5.31,23,-5.34,0,
HR20=80 CV<==1.0,222,190,32,114,76,0,60.0,52.9,66.7,-5.95,-16.91,5.57,-11.3041,190.0,0.2583,167,-6.03,23,-5.34,0,
HR20=80 CV<==1.1,226,194,32,117,77,0,60.31,53.29,66.93,-5.56,-16.75,6.0,-10.7939,194.0,0.267,171,-5.59,23,-5.34,0,
HR20=75 CV<==0.4,12,11,1,7,4,0,63.64,35.38,84.83,1.93,-46.28,51.47,0.212,11.0,,10,-1.73,1,38.46,0,
HR20=75 CV<==0.5,29,28,1,16,12,0,57.14,39.07,73.49,-1.87,-34.62,30.28,-0.5249,28.0,,27,-3.37,1,38.46,0,
HR20=75 CV<==0.6,96,88,8,49,39,0,55.68,45.28,65.61,-8.0,-25.59,10.48,-7.0393,88.0,0.1608,80,-7.35,8,-14.53,0,
HR20=75 CV<==0.7,202,184,18,108,76,0,58.7,51.47,65.56,-5.43,-16.27,6.26,-9.9861,184.0,0.2459,162,-5.2,22,-7.13,0,
HR20=75 CV<==0.8,282,251,31,149,102,0,59.36,53.19,65.25,-4.64,-15.16,5.17,-11.6341,251.0,0.2771,224,-4.07,27,-9.36,0,
HR20=75 CV<==0.9,361,319,42,191,128,0,59.87,54.41,65.11,-4.24,-13.54,4.81,-13.5406,319.0,0.3028,290,-3.11,29,-15.61,0,
HR20=75 CV<==1.0,420,365,55,214,151,0,58.63,53.51,63.57,-5.23,-14.01,2.67,-19.0882,365.0,0.2878,336,-4.33,29,-15.61,0,
HR20=75 CV<==1.1,436,381,55,223,158,0,58.53,53.52,63.37,-5.78,-13.87,2.65,-22.0183,381.0,0.2846,349,-4.94,32,-14.98,0,
HR20=70 CV<==0.4,12,11,1,7,4,0,63.64,35.38,84.83,1.93,-46.28,51.47,0.212,11.0,,10,-1.73,1,38.46,0,
HR20=70 CV<==0.5,40,38,2,22,16,0,57.89,42.19,72.15,2.51,-26.43,31.71,0.9548,38.0,,37,1.54,1,38.46,0,
HR20=70 CV<==0.6,126,115,11,62,53,0,53.91,44.82,62.75,-8.61,-24.99,7.14,-9.9066,115.0,0.1387,107,-8.17,8,-14.53,0,
