combo_label,n_total,n_graded,n_ungraded,wins,losses,pushes,hit_rate_pct,hit_rate_ci95_low,hit_rate_ci95_high,roi_pct,roi_ci95_low,roi_ci95_high,profit_units,stake_units,avg_odds,avg_tp,avg_cv,avg_hr_l20,devig_n_graded,devig_hr,devig_roi,onesided_std_n_graded,onesided_std_hr,onesided_std_roi,onesided_alt_n_graded,onesided_alt_hr,onesided_alt_roi,balanced_score
HR20=60 EDG=2.5,2977,641,2336,419,222,0,65.37,61.6,68.95,6.28,0.37,12.2,40.2233,641.0,-156.356,67.975,0.908,68.791,481,66.53,11.47,160,61.88,-9.33,0,,,0.548
HR20=60 EDG=0,3300,753,2547,491,262,0,65.21,61.73,68.52,5.62,0.22,11.1,42.2995,753.0,-155.093,67.234,0.919,68.577,568,65.85,9.84,185,63.24,-7.35,0,,,0.5644
HR20=60 EDG=-2.5,3661,880,2781,562,318,0,63.86,60.64,66.97,2.77,-2.61,8.24,24.4144,880.0,-152.5,66.404,0.927,68.445,656,64.02,6.27,224,63.39,-7.45,0,,,0.5474
HR20=60 EDG=-5,4007,998,3009,633,365,0,63.43,60.39,66.36,1.57,-3.06,6.11,15.7016,998.0,-148.588,65.561,0.935,68.29,741,63.29,4.5,257,63.81,-6.87,0,,,0.5336
HR20=55 EDG=10,2690,426,2264,272,154,0,63.85,59.18,68.27,5.94,-1.53,13.65,25.2959,426.0,-146.251,68.933,0.936,66.157,334,62.87,7.87,92,67.39,-1.06,0,,,0.4776
HR20=55 EDG=5,3426,678,2748,425,253,0,62.68,58.98,66.24,4.02,-1.67,10.23,27.2299,678.0,-145.267,67.483,0.947,65.872,528,63.45,8.48,150,60.0,-11.68,0,,,0.5
HR20=55 EDG=2.5,3840,811,3029,515,296,0,63.5,60.13,66.74,4.56,-0.99,10.07,37.0052,811.0,-143.936,66.686,0.951,65.713,626,63.9,8.53,185,62.16,-8.87,0,,,0.5454
HR20=55 EDG=0,4292,948,3344,604,344,0,63.71,60.6,66.71,4.36,-0.67,9.93,41.3066,948.0,-142.137,65.88,0.96,65.463,735,63.81,7.67,213,63.38,-7.08,0,,,0.565
HR20=55 EDG=-2.5,4780,1103,3677,696,407,0,63.1,60.21,65.9,2.74,-1.9,7.31,30.2563,1103.0,-139.176,65.039,0.968,65.324,848,62.85,5.53,255,63.92,-6.53,0,,,0.5412
HR20=55 EDG=-5,5242,1252,3990,792,460,0,63.26,60.55,65.88,2.44,-2.02,6.6,30.5664,1252.0,-135.798,64.252,0.973,65.189,959,62.88,4.94,293,64.51,-5.74,0,,,0.5401
HR20=50 EDG=10,3241,510,2731,319,191,0,62.55,58.27,66.64,5.86,-1.43,13.6,29.8824,510.0,-128.811,67.381,0.975,63.438,405,60.74,6.47,105,69.52,3.51,0,,,0.4793
HR20=50 EDG=5,4194,818,3376,498,320,0,60.88,57.49,64.17,2.85,-2.93,8.59,23.3249,818.0,-127.488,65.825,0.99,62.994,650,61.08,6.34,168,60.12,-10.63,0,,,0.4971
HR20=50 EDG=2.5,4741,990,3751,612,378,0,61.82,58.75,64.79,3.66,-1.35,9.15,36.2292,990.0,-125.857,64.991,0.994,62.758,780,61.79,6.93,210,61.9,-8.48,0,,,0.5343
HR20=50 EDG=0,5310,1159,4151,725,434,0,62.55,59.73,65.29,4.11,-0.81,9.08,47.6164,1159.0,-124.39,64.211,1.0,62.529,919,62.46,7.03,240,62.92,-7.07,0,,,0.548
HR20=50 EDG=-2.5,5945,1356,4589,846,510,0,62.39,59.78,64.93,3.15,-1.59,7.57,42.6717,1356.0,-121.946,63.399,1.007,62.353,1070,62.06,5.69,286,63.64,-6.36,0,,,0.5364
HR20=50 EDG=-5,6560,1541,5019,966,575,0,62.69,60.24,65.07,2.97,-1.2,6.97,45.7615,1541.0,-119.22,62.649,1.011,62.17,1214,62.19,5.18,327,64.53,-5.24,0,,,0.5383
HR20=90,124,26,98,19,7,0,73.08,53.92,86.3,5.28,-20.96,27.9,1.373,26.0,-180.718,70.261,0.637,91.305,14,57.14,-16.22,12,91.67,30.37,0,,,
HR20=85,237,67,170,43,24,0,64.18,52.22,74.6,-7.33,-24.74,8.51,-4.9099,67.0,-190.059,71.087,0.687,88.318,34,55.88,-18.01,33,72.73,3.68,0,,,
HR20=80,698,177,521,114,63,0,64.41,57.12,71.09,-4.18,-14.15,6.04,-7.407,177.0,-157.811,67.329,0.769,82.903,103,61.17,-5.45,74,68.92,-2.43,0,,,0.3278
HR20=75,1377,314,1063,197,117,0,62.74,57.27,67.9,-5.94,-13.8,1.66,-18.6364,314.0,-143.398,65.233,0.813,79.026,189,60.85,-5.47,125,65.6,-6.65,0,,,0.3199
HR20=70,2642,610,2032,380,230,0,62.3,58.38,66.05,-4.87,-10.86,0.89,-29.6898,610.0,-126.218,62.981,0.861,74.732,401,61.6,-2.72,209,63.64,-8.98,0,,,0.3912
HR20=65,4167,887,3280,560,327,0,63.13,59.91,66.25,-1.49,-6.32,3.17,-13.2282,887.0,-112.81,61.642,0.905,71.196,609,63.88,3.03,278,61.51,-11.39,0,,,0.4972
HR20=60,5961,1251,4710,768,483,0,61.39,58.66,64.05,-2.98,-7.15,1.63,-37.312,1251.0,-104.145,60.257,0.946,67.865,898,61.69,0.61,353,60.62,-12.13,0,,,0.4626
HR20=55,7941,1581,6360,968,613,0,61.23,58.8,63.6,-2.23,-6.16,1.66,-35.2186,1581.0,-97.656,59.368,0.984,64.692,1175,61.45,1.15,406,60.59,-12.0,0,,,0.4681
HR20=50,10229,1943,8286,1189,754,0,61.19,59.01,63.34,-1.03,-4.45,2.4,-20.0579,1943.0,-90.515,58.356,1.023,61.447,1483,61.43,2.29,460,60.43,-11.74,0,,,0.4796
CV<==0.4,455,75,380,43,32,0,57.33,46.05,67.9,-0.65,-19.38,18.5,-0.4843,75.0,-68.035,54.099,0.251,38.318,58,55.17,0.18,17,64.71,-3.46,0,,,0.2519
CV<==0.5,804,149,655,99,50,0,66.44,58.53,73.53,14.93,1.84,28.29,22.2451,149.0,-68.01,54.871,0.338,42.089,112,62.5,13.8,37,78.38,18.36,0,,,0.5381
CV<==0.6,1251,229,1022,152,77,0,66.38,60.03,72.18,12.74,1.84,23.33,29.1658,229.0,-77.073,56.026,0.412,47.883,169,63.31,13.52,60,75.0,10.52,0,,,0.5333
CV<==0.7,2362,436,1926,284,152,0,65.14,60.55,69.46,8.09,0.02,15.88,35.2919,436.0,-92.69,58.616,0.527,52.719,347,64.27,10.1,89,68.54,0.27,0,,,0.5175
CV<==0.8,3723,670,3053,438,232,0,65.37,61.69,68.88,6.87,0.6,13.52,46.0144,670.0,-94.406,58.893,0.615,54.934,551,65.34,9.28,119,65.55,-4.31,0,,,0.5604
CV<==0.9,5241,979,4262,638,341,0,65.17,62.13,68.09,6.1,1.23,11.07,59.7596,979.0,-94.742,58.875,0.682,55.132,803,65.13,8.5,176,65.34,-4.84,0,,,0.6006
CV<==1.0,7503,1432,6071,925,507,0,64.59,62.08,67.03,5.6,1.19,9.56,80.1805,1432.0,-91.495,58.356,0.765,54.921,1194,64.66,7.87,238,64.29,-5.78,0,,,0.5884
CV<==1.1,9423,1802,7621,1148,654,0,63.71,61.46,65.9,3.95,0.06,7.51,71.2503,1802.0,-90.385,57.972,0.823,54.061,1481,63.74,6.28,321,63.55,-6.8,0,,,0.5609
TP=75,5669,448,5221,294,154,0,65.62,61.11,69.87,4.48,-2.6,11.74,20.0906,448.0,-91.723,62.9,1.119,54.95,279,65.59,9.28,169,65.68,-3.44,0,,,0.4901
TP=70,7273,745,6528,494,251,0,66.31,62.84,69.61,6.17,0.85,11.68,46.0001,745.0,-91.322,61.853,1.119,54.929,498,66.06,10.19,247,66.8,-1.93,0,,,0.5819
TP=65,9133,1108,8025,721,387,0,65.07,62.22,67.82,4.43,-0.09,8.84,49.0479,1108.0,-89.979,60.67,1.126,54.677,756,65.61,9.36,352,63.92,-6.16,0,,,0.5827
TP=60,11306,1533,9773,970,563,0,63.27,60.83,65.65,2.51,-1.87,6.56,38.4351,1533.0,-88.023,59.542,1.141,54.195,1096,63.41,6.21,437,62.93,-6.78,0,,,0.541
TP=55,13283,1968,11315,1191,777,0,60.52,58.34,62.66,-0.91,-4.58,2.71,-17.8716,1968.0,-85.587,58.628,1.156,53.344,1449,60.39,1.94,519,60.89,-8.86,0,,,0.4724
TP=50,15106,2322,12784,1372,950,0,59.09,57.07,61.07,-1.84,-5.02,1.48,-42.7953,2322.0,-82.973,57.898,1.178,52.154,1751,58.88,0.76,571,59.72,-9.82,0,,,0.4452
EDG=10,5588,977,4611,599,378,0,61.31,58.22,64.31,8.31,2.72,14.19,81.1784,977.0,-84.15,62.996,1.141,50.73,820,60.85,9.36,157,63.69,2.81,0,,,0.5745
EDG=5,7397,1535,5862,928,607,0,60.46,57.99,62.87,5.71,1.22,9.9,87.5757,1535.0,-85.084,61.598,1.163,50.155,1299,60.89,8.06,236,58.05,-7.27,0,,,0.5378
EDG=2.5,8448,1818,6630,1105,713,0,60.78,58.52,63.0,5.22,1.36,8.98,94.8199,1818.0,-85.094,60.902,1.17,49.915,1537,60.96,7.29,281,59.79,-6.11,0,,,0.537
EDG=0,9557,2107,7450,1297,810,0,61.56,59.46,63.61,5.58,1.88,9.04,117.5137,2107.0,-85.254,60.283,1.179,49.671,1795,61.73,7.51,312,60.58,-5.55,0,,,0.5503
EDG=-2.5,10868,2441,8427,1508,933,0,61.78,59.83,63.69,4.97,1.62,8.47,121.3929,2441.0,-85.62,59.662,1.187,49.406,2076,61.85,6.78,365,61.37,-5.32,0,,,0.547
EDG=-5,12126,2766,9360,1709,1057,0,61.79,59.96,63.58,4.05,1.1,7.22,112.0357,2766.0,-85.863,59.167,1.194,49.185,2351,61.68,5.55,415,62.41,-4.46,0,,,0.5379
BK=1,20949,3587,17362,2214,1373,0,61.72,60.12,63.3,1.42,-1.24,4.2,50.9384,3587.0,-85.417,56.68,1.222,47.318,3016,62.1,3.55,571,59.72,-9.82,0,,,0.5107
BK=2,19029,3414,15615,2102,1312,0,61.57,59.93,63.19,1.71,-0.99,4.38,58.54,3414.0,-81.33,56.285,1.221,47.467,2874,61.86,3.78,540,60.0,-9.29,0,,,0.5117
BK=3,16656,3309,13347,2042,1267,0,61.71,60.04,63.35,1.95,-0.97,4.56,64.3778,3309.0,-79.1,55.436,1.227,47.372,2773,61.99,4.07,536,60.26,-9.05,0,,,0.5159
BK=4,15812,3210,12602,1972,1238,0,61.43,59.74,63.1,1.67,-1.43,4.48,53.6213,3210.0,-79.331,55.372,1.223,47.655,2693,61.72,3.81,517,59.96,-9.49,0,,,0.5096
BK=5,14026,2917,11109,1767,1150,0,60.58,58.79,62.33,0.89,-2.13,3.66,25.8295,2917.0,-74.616,55.128,1.202,48.469,2425,60.62,2.89,492,60.37,-8.97,0,,,0.4912
